Alpha,T1-15.8 m/s-VLM2, , 
           -1,      1.874057, , 
         -0.8,      1.754092, , 
         -0.6,      1.652001, , 
         -0.4,      1.564476, , 
         -0.2,       1.48897, , 
            0,      1.423469, , 
          0.2,      1.366358, , 
          0.4,      1.316372, , 
          0.6,      1.272456, , 
          0.8,      1.233759, , 
            1,      1.199901, , 
          1.2,      1.171111, , 
          1.4,      1.148661, , 
          1.6,      1.129393, , 
          1.8,      1.115339, , 
            2,      1.107517, , 
          2.2,      1.105915, , 
          2.4,      1.105045, , 
          2.6,      1.108504, , 
          2.8,      1.112164, , 
            3,      1.117962, , 
          3.2,      1.127743, , 
          3.4,      1.138843, , 
          3.6,      1.145744, , 
          3.8,      1.159413, , 
            4,       1.17758, , 
          4.2,      1.196539, , 
          4.4,      1.211685, , 
          4.6,      1.227616, , 
          4.8,      1.252776, , 
            5,      1.270807, , 
          5.2,      1.301999, , 
          5.4,      1.329049, , 
          5.6,      1.355456, , 
          5.8,      1.381357, , 

