Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.3893639, ,            -2,     0.3893639, ,            -2,     0.3893639, ,            -2,     0.3893639, ,            -2,     0.3893639, , 
         -1.8,     0.4044175, ,          -1.8,     0.4044175, ,          -1.8,     0.4044175, ,          -1.8,     0.4044175, ,          -1.8,     0.4044175, , 
         -1.6,     0.4194624, ,          -1.6,     0.4194624, ,          -1.6,     0.4194624, ,          -1.6,     0.4194624, ,          -1.6,     0.4194624, , 
         -1.4,     0.4344984, ,          -1.4,     0.4344984, ,          -1.4,     0.4344984, ,          -1.4,     0.4344984, ,          -1.4,     0.4344984, , 
         -1.2,      0.449525, ,          -1.2,      0.449525, ,          -1.2,      0.449525, ,          -1.2,      0.449525, ,          -1.2,      0.449525, , 
           -1,     0.4645417, ,            -1,     0.4645417, ,            -1,     0.4645417, ,            -1,     0.4645417, ,            -1,     0.4645417, , 
         -0.8,     0.4795482, ,          -0.8,     0.4795482, ,          -0.8,     0.4795482, ,          -0.8,     0.4795482, ,          -0.8,     0.4795482, , 
         -0.6,     0.4945441, ,          -0.6,     0.4945441, ,          -0.6,     0.4945441, ,          -0.6,     0.4945441, ,          -0.6,     0.4945441, , 
         -0.4,     0.5095289, ,          -0.4,     0.5095289, ,          -0.4,     0.5095289, ,          -0.4,     0.5095289, ,          -0.4,     0.5095289, , 
         -0.2,     0.5245023, ,          -0.2,     0.5245023, ,          -0.2,     0.5245023, ,          -0.2,     0.5245023, ,          -0.2,     0.5245023, , 
            0,     0.5394637, ,             0,     0.5394637, ,             0,     0.5394637, ,             0,     0.5394637, ,             0,     0.5394637, , 
          0.2,     0.5544129, ,           0.2,     0.5544129, ,           0.2,     0.5544129, ,           0.2,     0.5544129, ,           0.2,     0.5544129, , 
          0.4,     0.5693493, ,           0.4,     0.5693493, ,           0.4,     0.5693493, ,           0.4,     0.5693493, ,           0.4,     0.5693493, , 
          0.6,     0.5842726, ,           0.6,     0.5842726, ,           0.6,     0.5842726, ,           0.6,     0.5842726, ,           0.6,     0.5842726, , 
          0.8,     0.5991824, ,           0.8,     0.5991824, ,           0.8,     0.5991824, ,           0.8,     0.5991824, ,           0.8,     0.5991824, , 
            1,     0.6140783, ,             1,     0.6140783, ,             1,     0.6140783, ,             1,     0.6140783, ,             1,     0.6140783, , 
          1.2,     0.6289598, ,           1.2,     0.6289598, ,           1.2,     0.6289598, ,           1.2,     0.6289598, ,           1.2,     0.6289598, , 
          1.4,     0.6438266, ,           1.4,     0.6438266, ,           1.4,     0.6438266, ,           1.4,     0.6438266, ,           1.4,     0.6438266, , 
          1.6,     0.6586782, ,           1.6,     0.6586782, ,           1.6,     0.6586782, ,           1.6,     0.6586782, ,           1.6,     0.6586782, , 
          1.8,     0.6735143, ,           1.8,     0.6735143, ,           1.8,     0.6735143, ,           1.8,     0.6735143, ,           1.8,     0.6735143, , 
            2,     0.6883344, ,             2,     0.6883344, ,             2,     0.6883344, ,             2,     0.6883344, ,             2,     0.6883344, , 
          2.2,     0.7031381, ,           2.2,     0.7031381, ,           2.2,     0.7031381, ,           2.2,     0.7031381, ,           2.2,     0.7031381, , 
          2.4,     0.7179251, ,           2.4,     0.7179251, ,           2.4,     0.7179251, ,           2.4,     0.7179251, ,           2.4,     0.7179251, , 
          2.6,     0.7326949, ,           2.6,     0.7326949, ,           2.6,     0.7326949, ,           2.6,     0.7326949, ,           2.6,     0.7326949, , 
          2.8,     0.7474472, ,           2.8,     0.7474472, ,           2.8,     0.7474472, ,           2.8,     0.7474472, ,           2.8,     0.7474472, , 
            3,     0.7621815, ,             3,     0.7621815, ,             3,     0.7621815, ,             3,     0.7621815, ,             3,     0.7621815, , 
          3.2,     0.7768975, ,           3.2,     0.7768975, ,           3.2,     0.7768975, ,           3.2,     0.7768975, ,           3.2,     0.7768975, , 
          3.4,     0.7915946, ,           3.4,     0.7915946, ,           3.4,     0.7915946, ,           3.4,     0.7915946, ,           3.4,     0.7915946, , 
          3.6,     0.8062727, ,           3.6,     0.8062727, ,           3.6,     0.8062727, ,           3.6,     0.8062727, ,           3.6,     0.8062727, , 
          3.8,     0.8209312, ,           3.8,     0.8209312, ,           3.8,     0.8209312, ,           3.8,     0.8209312, ,           3.8,     0.8209312, , 
            4,     0.8355698, ,             4,     0.8355698, ,             4,     0.8355698, ,             4,     0.8355698, ,             4,     0.8355698, , 
          4.2,      0.850188, ,           4.2,      0.850188, ,           4.2,      0.850188, ,           4.2,      0.850188, ,           4.2,      0.850188, , 
          4.4,     0.8647856, ,           4.4,     0.8647856, ,           4.4,     0.8647856, ,           4.4,     0.8647856, ,           4.4,     0.8647856, , 
          4.6,     0.8793621, ,           4.6,     0.8793621, ,           4.6,     0.8793621, ,           4.6,     0.8793621, ,           4.6,     0.8793621, , 
          4.8,      0.893917, ,           4.8,      0.893917, ,           4.8,      0.893917, ,           4.8,      0.893917, ,           4.8,      0.893917, , 
            5,     0.9084501, ,             5,     0.9084501, ,             5,     0.9084501, ,             5,     0.9084501, ,             5,     0.9084501, , 

