Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      0.348198, ,            -2,      0.348198, ,            -2,      0.348198, ,            -2,      0.348198, ,            -2,      0.348198, ,            -2,      0.348198, ,            -2,      0.348198, ,            -2,      0.348198, ,            -2,      0.348198, , 
         -1.8,     0.3613671, ,          -1.8,     0.3613671, ,          -1.8,     0.3613671, ,          -1.8,     0.3613671, ,          -1.8,     0.3613671, ,          -1.8,     0.3613671, ,          -1.8,     0.3613671, ,          -1.8,     0.3613671, ,          -1.8,     0.3613671, , 
         -1.6,     0.3745277, ,          -1.6,     0.3745277, ,          -1.6,     0.3745277, ,          -1.6,     0.3745277, ,          -1.6,     0.3745277, ,          -1.6,     0.3745277, ,          -1.6,     0.3745277, ,          -1.6,     0.3745277, ,          -1.6,     0.3745277, , 
         -1.4,     0.3876793, ,          -1.4,     0.3876793, ,          -1.4,     0.3876793, ,          -1.4,     0.3876793, ,          -1.4,     0.3876793, ,          -1.4,     0.3876793, ,          -1.4,     0.3876793, ,          -1.4,     0.3876793, ,          -1.4,     0.3876793, , 
         -1.2,     0.4008216, ,          -1.2,     0.4008216, ,          -1.2,     0.4008216, ,          -1.2,     0.4008216, ,          -1.2,     0.4008216, ,          -1.2,     0.4008216, ,          -1.2,     0.4008216, ,          -1.2,     0.4008216, ,          -1.2,     0.4008216, , 
           -1,     0.4139541, ,            -1,     0.4139541, ,            -1,     0.4139541, ,            -1,     0.4139541, ,            -1,     0.4139541, ,            -1,     0.4139541, ,            -1,     0.4139541, ,            -1,     0.4139541, ,            -1,     0.4139541, , 
         -0.8,     0.4270764, ,          -0.8,     0.4270764, ,          -0.8,     0.4270764, ,          -0.8,     0.4270764, ,          -0.8,     0.4270764, ,          -0.8,     0.4270764, ,          -0.8,     0.4270764, ,          -0.8,     0.4270764, ,          -0.8,     0.4270764, , 
         -0.6,     0.4401881, ,          -0.6,     0.4401881, ,          -0.6,     0.4401881, ,          -0.6,     0.4401881, ,          -0.6,     0.4401881, ,          -0.6,     0.4401881, ,          -0.6,     0.4401881, ,          -0.6,     0.4401881, ,          -0.6,     0.4401881, , 
         -0.4,     0.4532888, ,          -0.4,     0.4532888, ,          -0.4,     0.4532888, ,          -0.4,     0.4532888, ,          -0.4,     0.4532888, ,          -0.4,     0.4532888, ,          -0.4,     0.4532888, ,          -0.4,     0.4532888, ,          -0.4,     0.4532888, , 
         -0.2,     0.4663782, ,          -0.2,     0.4663782, ,          -0.2,     0.4663782, ,          -0.2,     0.4663782, ,          -0.2,     0.4663782, ,          -0.2,     0.4663782, ,          -0.2,     0.4663782, ,          -0.2,     0.4663782, ,          -0.2,     0.4663782, , 
            0,     0.4794557, ,             0,     0.4794557, ,             0,     0.4794557, ,             0,     0.4794557, ,             0,     0.4794557, ,             0,     0.4794557, ,             0,     0.4794557, ,             0,     0.4794557, ,             0,     0.4794557, , 
