Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          6.4,       1.38686, ,           6.4,      1.343399, ,           6.4,      1.676213, ,           6.4,       1.31846, ,           6.4,      1.307947, ,           6.4,      1.297564, ,           6.4,      1.294256, ,           6.4,      1.292594, ,           6.4,      1.612539, ,           6.4,      1.544156, ,           6.4,      1.432361, , 
          6.6,      1.390296, ,           6.6,      1.347994, ,           6.6,      1.676596, ,           6.6,      1.323525, ,           6.6,      1.313117, ,           6.6,      1.302831, ,           6.6,      1.299551, ,           6.6,      1.297904, ,           6.6,      1.613438, ,           6.6,      1.545669, ,           6.6,      1.435064, , 
          6.8,      1.394308, ,           6.8,      1.352976, ,           6.8,       1.67787, ,           6.8,      1.328843, ,           6.8,       1.31856, ,           6.8,       1.30841, ,           6.8,      1.305174, ,           6.8,       1.30355, ,           6.8,       1.61515, ,           6.8,      1.547892, ,           6.8,      1.438336, , 
            7,      1.398806, ,             7,      1.358319, ,             7,      1.679952, ,             7,      1.334579, ,             7,      1.324498, ,             7,      1.314848, ,             7,      1.311867, ,             7,      1.310372, ,             7,      1.617573, ,             7,      1.550684, ,             7,      1.442005, , 
          7.2,      1.403766, ,           7.2,      1.364122, ,           7.2,      1.682792, ,           7.2,      1.340955, ,           7.2,      1.331233, ,           7.2,      1.321908, ,           7.2,      1.319026, ,           7.2,      1.317583, ,           7.2,      1.620667, ,           7.2,       1.55403, ,           7.2,      1.446078, , 
          7.4,      1.409303, ,           7.4,       1.37067, ,           7.4,      1.686652, ,           7.4,      1.348402, ,           7.4,      1.339336, ,           7.4,      1.329953, ,           7.4,      1.326836, ,           7.4,      1.325269, ,           7.4,      1.624659, ,           7.4,      1.558093, ,           7.4,      1.450635, , 
          7.6,      1.415578, ,           7.6,      1.378211, ,           7.6,      1.691881, ,           7.6,      1.357052, ,           7.6,      1.348895, ,           7.6,      1.339507, ,           7.6,      1.336117, ,           7.6,      1.334407, ,           7.6,      1.629876, ,           7.6,      1.563146, ,           7.6,      1.455843, , 
          7.8,      1.422781, ,           7.8,      1.386826, ,           7.8,      1.698156, ,           7.8,      1.366707, ,           7.8,      1.359119, ,           7.8,      1.349326, ,           7.8,      1.345374, ,           7.8,      1.343374, ,           7.8,      1.636129, ,           7.8,      1.569272, ,           7.8,      1.462151, , 
            8,      1.431647, ,             8,      1.396622, ,             8,      1.706368, ,             8,      1.377599, ,             8,       1.37035, , , , , , , , , , ,             8,      1.644081, ,             8,      1.576696, ,             8,      1.469452, , 

