Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.636051, ,            -1,      1.523416, ,            -1,      1.500382, ,            -1,      2.191609, ,            -1,      1.921273, , 
         -0.8,      1.572465, ,          -0.8,      1.466944, ,          -0.8,      1.445016, ,          -0.8,      2.099697, ,          -0.8,      1.844175, , 
         -0.6,      1.517693, ,          -0.6,      1.417838, ,          -0.6,      1.396726, ,          -0.6,      2.018347, ,          -0.6,       1.77666, , 
         -0.4,       1.47033, ,          -0.4,      1.375299, ,          -0.4,      1.354767, ,          -0.4,      1.946029, ,          -0.4,      1.717157, , 
         -0.2,       1.42908, ,          -0.2,      1.338251, ,          -0.2,      1.318147, ,          -0.2,      1.881519, ,          -0.2,      1.664419, , 
            0,      1.392943, ,             0,      1.306061, ,             0,      1.286515, ,             0,      1.823779, ,             0,      1.617505, , 
          0.2,      1.361141, ,           0.2,      1.277987, ,           0.2,      1.259161, ,           0.2,      1.771923, ,           0.2,      1.575568, , 
          0.4,      1.333097, ,           0.4,      1.253361, ,           0.4,      1.235209, ,           0.4,      1.725262, ,           0.4,      1.537981, , 
          0.6,      1.308287, ,           0.6,       1.23175, ,           0.6,      1.214265, ,           0.6,      1.683231, ,           0.6,      1.504209, , 
          0.8,      1.286254, ,           0.8,      1.212631, ,           0.8,      1.195806, ,           0.8,      1.645339, ,           0.8,      1.473828, , 
            1,      1.266616, ,             1,      1.195856, ,             1,      1.179569, ,             1,      1.611126, ,             1,      1.446427, , 
          1.2,      1.249077, ,           1.2,      1.181079, ,           1.2,      1.165373, ,           1.2,      1.580125, ,           1.2,       1.42169, , 
          1.4,      1.233407, ,           1.4,      1.168002, ,           1.4,      1.152889, ,           1.4,      1.552004, ,           1.4,      1.399353, , 
          1.6,      1.219407, ,           1.6,      1.156419, ,           1.6,      1.141869, ,           1.6,      1.526478, ,           1.6,      1.379174, , 
          1.8,      1.206912, ,           1.8,      1.146166, ,           1.8,      1.132145, ,           1.8,      1.503294, ,           1.8,      1.360945, , 
            2,      1.195782, ,             2,      1.137122, ,             2,      1.123589, ,             2,      1.482246, ,             2,      1.344495, , 
          2.2,      1.185865, ,           2.2,      1.129151, ,           2.2,      1.116069, ,           2.2,      1.463171, ,           2.2,      1.329637, , 
          2.4,       1.17707, ,           2.4,      1.122165, ,           2.4,      1.109501, ,           2.4,      1.445866, ,           2.4,      1.316249, , 
          2.6,       1.16929, ,           2.6,      1.116071, ,           2.6,      1.103798, ,           2.6,      1.430185, ,           2.6,       1.30419, , 
          2.8,      1.162431, ,           2.8,      1.110781, ,           2.8,      1.098875, ,           2.8,      1.415995, ,           2.8,      1.293363, , 
            3,      1.156433, ,             3,      1.106243, ,             3,      1.094678, ,             3,      1.403178, ,             3,      1.283661, , 
          3.2,      1.151228, ,           3.2,      1.102403, ,           3.2,      1.091153, ,           3.2,      1.391652, ,           3.2,      1.275012, , 
          3.4,      1.146757, ,           3.4,        1.0992, ,           3.4,      1.088246, ,           3.4,      1.381338, ,           3.4,      1.267337, , 
          3.6,      1.142955, ,           3.6,       1.09658, ,           3.6,      1.085902, ,           3.6,      1.372128, ,           3.6,      1.260555, , 
          3.8,      1.139802, ,           3.8,      1.094527, ,           3.8,      1.084107, ,           3.8,      1.363992, ,           3.8,      1.254639, , 
            4,       1.13726, ,             4,      1.093018, ,             4,      1.082841, ,             4,      1.356844, ,             4,      1.249519, , 
          4.2,       1.13533, ,           4.2,      1.092079, ,           4.2,      1.082143, ,           4.2,      1.350658, ,           4.2,      1.245189, , 
          4.4,       1.13403, ,           4.4,      1.091788, ,           4.4,      1.082119, ,           4.4,      1.345379, ,           4.4,      1.241619, , 
          4.6,      1.133477, ,           4.6,      1.092366, ,           4.6,      1.083012, ,           4.6,      1.341073, ,           4.6,       1.23887, , 
          4.8,      1.133741, ,           4.8,      1.093862, ,           4.8,      1.084861, ,           4.8,      1.337738, ,           4.8,      1.236936, , 
            5,      1.134916, ,             5,      1.096409, ,             5,      1.087816, ,             5,      1.335407, ,             5,      1.235912, , 
          5.2,      1.136969, ,           5.2,      1.099881, ,           5.2,      1.091561, ,           5.2,      1.334027, ,           5.2,      1.235756, , 
          5.4,       1.13995, ,           5.4,      1.103842, ,           5.4,      1.095626, ,           5.4,      1.333645, ,           5.4,        1.2365, , 
          5.6,      1.143579, ,           5.6,      1.108052, ,           5.6,      1.099923, ,           5.6,      1.334146, ,           5.6,      1.238009, , 
          5.8,        1.1477, ,           5.8,      1.112732, ,           5.8,      1.104754, ,           5.8,      1.335476, ,           5.8,      1.240164, , 
            6,      1.152381, ,             6,      1.118337, ,             6,      1.111135, ,             6,      1.337499, ,             6,      1.242821, , 
          6.2,      1.157987, ,           6.2,      1.125702, ,           6.2,      1.118383, ,           6.2,      1.340348, ,           6.2,      1.246091, , 
          6.4,      1.164801, ,           6.4,      1.134611, ,           6.4,      1.127387, ,           6.4,      1.344341, ,           6.4,       1.25009, , 
          6.6,      1.173139, ,           6.6,      1.145745, ,           6.6,      1.137826, ,           6.6,      1.349596, ,           6.6,      1.255377, , 
          6.8,      1.183131, ,           6.8,      1.157543, , , , ,           6.8,      1.356453, ,           6.8,      1.261959, , 

