Alpha,T1-15.8 m/s-VLM2, , 
           -1,       1.01645, , 
         -0.8,     0.9771335, , 
         -0.6,     0.9425171, , 
         -0.4,     0.9118929, , 
         -0.2,     0.8847267, , 
            0,      0.860559, , 
          0.2,     0.8390166, , 
          0.4,     0.8197913, , 
          0.6,     0.8025956, , 
          0.8,     0.7871949, , 
            1,     0.7733991, , 
          1.2,     0.7610496, , 
          1.4,     0.7499915, , 
          1.6,     0.7401093, , 
          1.8,     0.7313039, , 
            2,     0.7234844, , 
          2.2,     0.7165836, , 
          2.4,     0.7105491, , 
          2.6,     0.7053996, , 
          2.8,     0.7011957, , 
            3,     0.6981146, , 
          3.2,     0.6963233, , 
          3.4,     0.6959035, , 
          3.6,     0.6970622, , 
          3.8,     0.7000151, , 
            4,      0.705182, , 
          4.2,     0.7135601, , 
          4.4,     0.7253089, , 
          4.6,     0.7393621, , 

