Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,       1.02151, ,            -1,     0.9400955, ,            -1,      1.228237, , 
         -0.8,     0.9820655, ,          -0.8,     0.9052505, ,          -0.8,      1.176208, , 
         -0.6,     0.9473387, ,          -0.6,     0.8749373, ,          -0.6,      1.130218, , 
         -0.4,     0.9166196, ,          -0.4,     0.8482143, ,          -0.4,      1.089395, , 
         -0.2,      0.889373, ,          -0.2,     0.8245649, ,          -0.2,      1.053067, , 
            0,      0.865133, ,             0,     0.8035729, ,             0,      1.020612, , 
          0.2,     0.8435259, ,           0.2,     0.7849053, ,           0.2,     0.9915574, , 
          0.4,     0.8242456, ,           0.4,     0.7682851, ,           0.4,     0.9655325, , 
          0.6,     0.8070004, ,           0.6,     0.7534689, ,           0.6,     0.9421568, , 
          0.8,     0.7915581, ,           0.8,     0.7402332, ,           0.8,      0.921134, , 
            1,     0.7777242, ,             1,     0.7284121, ,             1,     0.9022156, , 
          1.2,     0.7653425, ,           1.2,     0.7178618, ,           1.2,     0.8851988, , 
          1.4,     0.7542566, ,           1.4,     0.7084522, ,           1.4,     0.8698914, , 
          1.6,     0.7443479, ,           1.6,     0.7000702, ,           1.6,     0.8561223, , 
          1.8,     0.7355176, ,           1.8,     0.6926376, ,           1.8,     0.8437728, , 
            2,     0.7276783, ,             2,     0.6860626, ,             2,     0.8327311, , 
          2.2,     0.7207534, ,           2.2,     0.6802877, ,           2.2,     0.8228971, , 
          2.4,     0.7146992, ,           2.4,     0.6752804, ,           2.4,     0.8142024, , 
          2.6,     0.7095204, ,           2.6,     0.6710919, ,           2.6,     0.8066102, , 
          2.8,     0.7052857, ,           2.8,     0.6679044, ,           2.8,     0.8001297, , 
            3,     0.7021634, ,             3,     0.6659734, ,             3,     0.7948346, , 
          3.2,     0.7003023, ,           3.2,     0.6654586, ,           3.2,     0.7908012, , 
          3.4,     0.6997867, ,           3.4,      0.666372, ,           3.4,     0.7880773, , 
          3.6,     0.7008603, ,           3.6,     0.6687158, ,           3.6,     0.7867522, , 
          3.8,     0.7036101, ,           3.8,     0.6731572, ,           3.8,     0.7868112, , 
            4,     0.7085537, ,             4,     0.6808381, ,             4,     0.7882587, , 
          4.2,     0.7166018, ,           4.2,     0.6925641, ,           4.2,     0.7915503, , 
          4.4,     0.7279473, , , , ,           4.4,     0.7970182, , 
          4.6,     0.7418391, , , , ,           4.6,     0.8056368, , 

