Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,       1.14816, ,            -1,      1.054446, ,            -1,     0.9990701, ,            -1,     0.9714759, ,            -1,     0.9527902, ,            -1,     0.9457125, ,            -1,      1.589521, ,            -1,      1.458607, ,            -1,      1.266096, , 
         -0.8,      1.102195, ,          -0.8,      1.014105, ,          -0.8,      0.961857, ,          -0.8,     0.9355361, ,          -0.8,     0.9175101, ,          -0.8,     0.9105868, ,          -0.8,      1.516811, ,          -0.8,      1.393792, ,          -0.8,      1.212908, , 
         -0.6,      1.061639, ,          -0.6,      0.978639, ,          -0.6,     0.9293753, ,          -0.6,     0.9045257, ,          -0.6,     0.8874089, ,          -0.6,     0.8807354, ,          -0.6,       1.45241, ,          -0.6,      1.336435, ,          -0.6,      1.165907, , 
         -0.4,      1.025713, ,          -0.4,     0.9472915, ,          -0.4,     0.9007422, ,          -0.4,     0.8772629, ,          -0.4,     0.8610834, ,          -0.4,     0.8547713, ,          -0.4,      1.395218, ,          -0.4,      1.285529, ,          -0.4,      1.124204, , 
         -0.2,     0.9937914, ,          -0.2,     0.9194845, ,          -0.2,     0.8753846, ,          -0.2,     0.8531437, ,          -0.2,     0.8378298, ,          -0.2,     0.8318567, ,          -0.2,      1.344322, ,          -0.2,      1.240228, ,          -0.2,       1.08708, , 
            0,     0.9653616, ,             0,     0.8947623, ,             0,     0.8528726, ,             0,     0.8317533, ,             0,     0.8172203, ,             0,     0.8115513, ,             0,      1.298948, ,             0,      1.199822, ,             0,      1.053934, , 
          0.2,     0.9399614, ,           0.2,     0.8727306, ,           0.2,      0.832837, ,           0.2,     0.8127368, ,           0.2,      0.798905, ,           0.2,     0.7935074, ,           0.2,      1.258269, ,           0.2,      1.163596, ,           0.2,      1.024255, , 
          0.4,      0.917237, ,           0.4,     0.8530662, ,           0.4,     0.8149807, ,           0.4,     0.7958107, ,           0.4,      0.782618, ,           0.4,     0.7774679, ,           0.4,       1.22174, ,           0.4,      1.131072, ,           0.4,     0.9976572, , 
          0.6,     0.8968939, ,           0.6,      0.835497, ,           0.6,     0.7990588, ,           0.6,     0.7807384, ,           0.6,     0.7681219, ,           0.6,     0.7632003, ,           0.6,      1.188899, ,           0.6,       1.10182, ,           0.6,     0.9737857, , 
          0.8,     0.8786317, ,           0.8,     0.8197709, ,           0.8,     0.7848355, ,           0.8,     0.7672838, ,           0.8,     0.7551949, ,           0.8,     0.7504801, ,           0.8,      1.159228, ,           0.8,      1.075421, ,           0.8,     0.9523107, , 
            1,     0.8622309, ,             1,     0.8056836, ,             1,     0.7721213, ,             1,     0.7552686, ,             1,     0.7436598, ,             1,     0.7391328, ,             1,      1.132516, ,             1,      1.051663, ,             1,     0.9329912, , 
          1.2,     0.8474996, ,           1.2,     0.7930718, ,           1.2,     0.7607638, ,           1.2,     0.7445452, ,           1.2,     0.7333742, ,           1.2,     0.7290208, ,           1.2,      1.108411, ,           1.2,      1.030233, ,           1.2,     0.9155971, , 
          1.4,      0.834271, ,           1.4,     0.7817922, ,           1.4,     0.7506283, ,           1.4,     0.7349926, ,           1.4,     0.7242218, ,           1.4,     0.7200232, ,           1.4,      1.086645, ,           1.4,      1.010904, ,           1.4,     0.8999531, , 
          1.6,      0.822408, ,           1.6,     0.7717077, ,           1.6,     0.7415918, ,           1.6,     0.7264872, ,           1.6,     0.7160838, ,           1.6,     0.7120296, ,           1.6,      1.067039, ,           1.6,      0.993495, ,           1.6,     0.8858835, , 
          1.8,     0.8117886, ,           1.8,     0.7627164, ,           1.8,     0.7335633, ,           1.8,     0.7189425, ,           1.8,     0.7088757, ,           1.8,     0.7049539, ,           1.8,      1.049429, ,           1.8,     0.9778452, ,           1.8,     0.8732424, , 
            2,     0.8023197, ,             2,     0.7547301, ,             2,     0.7264575, ,             2,      0.712273, ,             2,     0.7025153, ,             2,     0.6987127, ,             2,      1.033653, ,             2,     0.9638311, ,             2,     0.8619352, , 
          2.2,     0.7939063, ,           2.2,     0.7476701, ,           2.2,     0.7201961, ,           2.2,     0.7064103, ,           2.2,     0.6969357, ,           2.2,     0.6932437, ,           2.2,      1.019584, ,           2.2,      0.951332, ,           2.2,     0.8518488, , 
          2.4,     0.7864797, ,           2.4,     0.7414807, ,           2.4,     0.7147345, ,           2.4,     0.7013121, ,           2.4,     0.6920961, ,           2.4,     0.6885027, ,           2.4,      1.007107, ,           2.4,     0.9402473, ,           2.4,      0.842908, , 
