Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      2.524416, ,            -1,       2.36373, ,            -1,      2.255983, ,            -1,      2.198323, ,            -1,      2.162695, ,            -1,      2.151767, ,            -1,      3.338054, ,            -1,      3.092369, ,            -1,       2.73516, , 
         -0.8,        2.4213, ,          -0.8,      2.268969, ,          -0.8,      2.166648, ,          -0.8,      2.113345, ,          -0.8,      2.081208, ,          -0.8,      2.071503, ,          -0.8,      3.194089, ,          -0.8,       2.96077, ,          -0.8,      2.621813, , 
         -0.6,      2.330731, ,          -0.6,      2.185567, ,          -0.6,      2.089335, ,          -0.6,      2.039872, ,          -0.6,      2.010595, ,          -0.6,      2.001773, ,          -0.6,      3.066436, ,          -0.6,      2.844497, ,          -0.6,       2.52196, , 
         -0.4,      2.250926, ,          -0.4,      2.111961, ,          -0.4,      2.021815, ,          -0.4,      1.975765, ,          -0.4,      1.948703, ,          -0.4,      1.940486, ,          -0.4,      2.952528, ,          -0.4,      2.741216, ,          -0.4,      2.433761, , 
         -0.2,      2.180528, ,          -0.2,      2.047041, ,          -0.2,      1.962427, ,          -0.2,      1.919485, ,          -0.2,      1.894142, ,          -0.2,      1.886227, ,          -0.2,      2.850517, ,          -0.2,      2.649141, ,          -0.2,       2.35576, , 
            0,      2.118377, ,             0,      1.989822, ,             0,      1.909903, ,             0,      1.869704, ,             0,      1.845872, ,             0,      1.837923, ,             0,        2.7588, ,             0,       2.56674, ,             0,      2.286523, , 
          0.2,      2.063417, ,           0.2,      1.939456, ,           0.2,      1.863611, ,           0.2,      1.825705, ,           0.2,      1.803009, ,           0.2,      1.794965, ,           0.2,      2.676133, ,           0.2,      2.492766, ,           0.2,       2.22482, , 
          0.4,      2.014689, ,           0.4,      1.895075, ,           0.4,        1.8228, ,           0.4,      1.786716, ,           0.4,      1.764909, ,           0.4,      1.756673, ,           0.4,      2.601345, ,           0.4,      2.426086, ,           0.4,      2.169672, , 
          0.6,      1.971313, ,           0.6,      1.855912, ,           0.6,      1.786824, ,           0.6,      1.752402, ,           0.6,      1.731004, ,           0.6,      1.722839, ,           0.6,      2.533615, ,           0.6,      2.365916, ,           0.6,      2.120176, , 
          0.8,      1.932642, ,           0.8,      1.821345, ,           0.8,      1.755009, ,           0.8,      1.722191, ,           0.8,      1.701284, ,           0.8,      1.693012, ,           0.8,      2.472044, ,           0.8,      2.311464, ,           0.8,      2.075708, , 
            1,      1.898054, ,             1,      1.790751, ,             1,       1.72695, ,             1,       1.69544, ,             1,      1.674979, ,             1,      1.666835, ,             1,      2.416059, ,             1,      2.262087, ,             1,      2.035678, , 
          1.2,      1.867052, ,           1.2,      1.763584, ,           1.2,      1.702261, ,           1.2,      1.671715, ,           1.2,      1.651532, ,           1.2,      1.643627, ,           1.2,      2.365057, ,           1.2,      2.217223, ,           1.2,      1.999571, , 
          1.4,      1.839228, ,           1.4,      1.739432, ,           1.4,      1.680369, ,           1.4,      1.650844, ,           1.4,      1.631086, ,           1.4,      1.623248, ,           1.4,      2.318478, ,           1.4,      2.176389, ,           1.4,      1.966974, , 
          1.6,      1.814251, ,           1.6,      1.717917, ,           1.6,      1.660979, ,           1.6,       1.63254, ,           1.6,      1.613349, ,           1.6,      1.605639, ,           1.6,      2.275959, ,           1.6,      2.139202, ,           1.6,      1.937503, , 
          1.8,      1.791803, ,           1.8,      1.698711, ,           1.8,      1.643752, ,           1.8,      1.616249, ,           1.8,      1.597633, ,           1.8,       1.59024, ,           1.8,      2.237091, ,           1.8,      2.105297, ,           1.8,      1.910806, , 
            2,      1.771626, ,             2,      1.681563, ,             2,      1.628478, ,             2,      1.601867, ,             2,       1.58377, ,             2,       1.57662, ,             2,      2.201571, ,             2,      2.074382, ,             2,      1.886604, , 
          2.2,      1.753499, ,           2.2,      1.666262, ,           2.2,      1.614958, ,           2.2,      1.589194, ,           2.2,      1.571585, ,           2.2,      1.564666, ,           2.2,      2.169165, ,           2.2,      2.046227, ,           2.2,       1.86465, , 
