Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          2.6,      1.025384, ,           2.6,      1.006336, ,           2.6,     0.9734441, ,           2.6,     0.9506623, ,           2.6,      1.392691, ,           2.6,      1.345969, ,           2.6,     0.9426527, ,           2.6,     0.9295863, ,           2.6,     0.9272174, ,           2.6,     0.9224351, ,           2.6,       0.91658, ,           2.6,      0.912432, ,           2.6,     0.9103456, ,           2.6,     0.9091198, ,           2.6,      1.276308, ,           2.6,      1.201023, ,           2.6,      1.127172, ,           2.6,      1.090453, ,           2.6,      1.077562, , 
          2.8,      1.018207, ,           2.8,     0.9997004, ,           2.8,     0.9676972, ,           2.8,     0.9455435, ,           2.8,      1.376916, ,           2.8,      1.331177, ,           2.8,     0.9377523, ,           2.8,      0.925044, ,           2.8,     0.9227418, ,           2.8,     0.9180934, ,           2.8,     0.9123993, ,           2.8,     0.9083686, ,           2.8,     0.9063408, ,           2.8,     0.9051495, ,           2.8,      1.262994, ,           2.8,      1.189448, ,           2.8,      1.117319, ,           2.8,      1.081501, ,           2.8,      1.068954, , 
            3,      1.011907, ,             3,     0.9938973, ,             3,     0.9627132, ,             3,     0.9411408, ,             3,       1.36282, ,             3,      1.317962, ,             3,     0.9335512, ,             3,     0.9211717, ,             3,     0.9189311, ,             3,      0.914407, ,             3,     0.9088632, ,             3,     0.9049367, ,             3,     0.9029636, ,             3,     0.9018045, ,             3,      1.251102, ,             3,      1.179129, ,             3,      1.108555, ,             3,      1.073562, ,             3,      1.061333, , 
          3.2,      1.006438, ,           3.2,     0.9888867, ,           3.2,      0.958465, ,           3.2,     0.9374283, ,           3.2,      1.350273, ,           3.2,       1.30622, ,           3.2,     0.9300272, ,           3.2,     0.9179495, ,           3.2,     0.9157655, ,           3.2,     0.9113566, ,           3.2,      0.905956, ,           3.2,     0.9021293, ,           3.2,      0.900204, ,           3.2,     0.8990731, ,           3.2,      1.240564, ,           3.2,      1.170011, ,           3.2,      1.100834, ,           3.2,      1.066591, ,           3.2,      1.054654, , 
          3.4,      1.001756, ,           3.4,     0.9846278, ,           3.4,     0.9549229, ,           3.4,     0.9343875, ,           3.4,      1.339179, ,           3.4,      1.295854, ,           3.4,     0.9271637, ,           3.4,     0.9153727, ,           3.4,     0.9132427, ,           3.4,     0.9089433, ,           3.4,     0.9036781, ,           3.4,     0.8999491, ,           3.4,      0.898072, ,           3.4,     0.8969696, ,           3.4,      1.231285, ,           3.4,      1.162009, ,           3.4,      1.094093, ,           3.4,      1.060534, ,           3.4,      1.048866, , 
          3.6,     0.9978546, ,           3.6,      0.981124, ,           3.6,     0.9521061, ,           3.6,     0.9320608, ,           3.6,      1.329472, ,           3.6,        1.2868, ,           3.6,     0.9250152, ,           3.6,     0.9135211, ,           3.6,     0.9114463, ,           3.6,     0.9072615, ,           3.6,     0.9021459, ,           3.6,     0.8985218, ,           3.6,     0.8966997, ,           3.6,     0.8956296, ,           3.6,      1.223207, ,           3.6,      1.155076, ,           3.6,      1.088297, ,           3.6,      1.055364, ,           3.6,      1.043944, , 
          3.8,     0.9948245, ,           3.8,     0.9784808, ,           3.8,     0.9501617, ,           3.8,     0.9306445, ,           3.8,      1.321214, ,           3.8,      1.279126, ,           3.8,     0.9237979, ,           3.8,     0.9126503, ,           3.8,      0.910641, ,           3.8,     0.9065936, ,           3.8,     0.9016602, ,           3.8,      0.898167, ,           3.8,     0.8964108, ,           3.8,     0.8953796, ,           3.8,      1.216402, ,           3.8,      1.149293, ,           3.8,      1.083526, ,           3.8,      1.051162, ,           3.8,      1.039972, , 
            4,     0.9926719, ,             4,     0.9767184, ,             4,     0.9491424, ,             4,     0.9302033, ,             4,      1.314359, ,             4,      1.272787, ,             4,     0.9235779, ,             4,      0.912816, ,             4,     0.9108794, ,             4,     0.9069848, ,             4,     0.9022577, ,             4,     0.8989167, ,             4,     0.8972375, ,             4,     0.8962518, ,             4,       1.21083, ,             4,       1.14462, ,             4,      1.079744, ,             4,      1.047903, ,             4,      1.036928, , 
          4.2,      0.991525, ,           4.2,     0.9759671, ,           4.2,     0.9491748, ,           4.2,     0.9308561, ,           4.2,      1.308945, ,           4.2,      1.267821, ,           4.2,     0.9244756, ,           4.2,     0.9141687, ,           4.2,     0.9123189, ,           4.2,     0.9086047, ,           4.2,     0.9041122, ,           4.2,     0.9009438, ,           4.2,     0.8993542, ,           4.2,     0.8984215, ,           4.2,      1.206527, ,           4.2,      1.141115, ,           4.2,      1.077043, ,           4.2,      1.045691, ,           4.2,      1.034923, , 
          4.4,     0.9913989, ,           4.4,     0.9762457, ,           4.4,     0.9502921, ,           4.4,     0.9326606, ,           4.4,      1.304953, ,           4.4,      1.264215, ,           4.4,     0.9265375, ,           4.4,     0.9165992, ,           4.4,      0.914819, ,           4.4,       0.91123, ,           4.4,     0.9068359, ,           4.4,     0.9037375, ,           4.4,     0.9021828, ,           4.4,     0.9012706, ,           4.4,      1.203492, ,           4.4,      1.138789, ,           4.4,      1.075448, ,           4.4,      1.044553, ,           4.4,      1.033978, , 
          4.6,     0.9922015, ,           4.6,     0.9774587, ,           4.6,     0.9523847, ,           4.6,       0.93526, ,           4.6,      1.302281, ,           4.6,      1.261868, ,           4.6,      0.929314, ,           4.6,     0.9195328, ,           4.6,     0.9177804, ,           4.6,     0.9142411, ,           4.6,     0.9098889, ,           4.6,       0.90682, ,           4.6,     0.9052802, ,           4.6,     0.9043768, ,           4.6,      1.201628, ,           4.6,      1.137548, ,           4.6,       1.07486, ,           4.6,       1.04439, ,           4.6,         1.034, , 
          4.8,     0.9939622, ,           4.8,      0.979594, ,           4.8,     0.9552947, ,           4.8,     0.9384893, ,           4.8,      1.301022, ,           4.8,      1.260863, ,           4.8,     0.9326577, ,           4.8,     0.9230393, ,           4.8,     0.9213163, ,           4.8,     0.9178402, ,           4.8,     0.9135848, ,           4.8,     0.9105903, ,           4.8,     0.9090876, ,           4.8,     0.9082066, ,           4.8,      1.200997, ,           4.8,       1.13742, ,           4.8,       1.07526, ,           4.8,      1.045184, ,           4.8,      1.034976, , 
            5,     0.9965851, ,             5,     0.9825742, ,             5,     0.9589641, ,             5,     0.9425839, ,             5,      1.301088, ,             5,        1.2611, ,             5,     0.9369299, ,             5,     0.9276654, ,             5,     0.9260119, ,             5,     0.9227234, ,             5,     0.9188614, ,             5,     0.9161678, ,             5,     0.9148213, ,             5,     0.9140331, ,             5,      1.201479, ,             5,      1.138226, ,             5,      1.076393, ,             5,       1.04669, ,             5,      1.036685, , 
          5.2,      1.000178, ,           5.2,      0.986578, ,           5.2,     0.9637751, ,           5.2,     0.9481062, ,           5.2,      1.302476, ,           5.2,      1.262582, ,           5.2,      0.942751, ,           5.2,     0.9341187, ,           5.2,     0.9325891, ,           5.2,     0.9295331, ,           5.2,     0.9258813, ,           5.2,     0.9233238, ,           5.2,     0.9220501, ,           5.2,     0.9213013, ,           5.2,      1.203087, ,           5.2,      1.139995, ,           5.2,      1.078308, ,           5.2,      1.048975, ,           5.2,      1.039201, , 
          5.4,      1.005081, ,           5.4,     0.9920181, ,           5.4,     0.9703287, ,           5.4,     0.9557782, ,           5.4,       1.30583, ,           5.4,      1.265906, ,           5.4,     0.9509155, ,           5.4,      0.943259, ,           5.4,     0.9419037, ,           5.4,     0.9390873, ,           5.4,     0.9353172, ,           5.4,     0.9327094, ,           5.4,     0.9314061, ,           5.4,     0.9306058, ,           5.4,      1.206336, ,           5.4,      1.143116, ,           5.4,      1.081248, ,           5.4,      1.052267, ,           5.4,      1.042772, , 
          5.6,      1.011618, ,           5.6,     0.9992169, ,           5.6,     0.9790542, ,           5.6,      0.965924, ,           5.6,      1.310995, ,           5.6,      1.270984, ,           5.6,     0.9616649, ,           5.6,     0.9556888, ,           5.6,     0.9547108, , , , , , , , , , , , , , , , ,           5.6,      1.211257, ,           5.6,      1.147806, ,           5.6,      1.085666, ,           5.6,      1.057052, ,           5.6,      1.047857, , 
          5.8,      1.020716, ,           5.8,      1.009021, ,           5.8,     0.9901467, ,           5.8,     0.9780832, ,           5.8,      1.318676, ,           5.8,      1.278491, ,           5.8,     0.9739396, ,           5.8,     0.9672374, ,           5.8,     0.9661161, , , , , , , , , , , , , , , , ,           5.8,      1.218469, ,           5.8,      1.154591, ,           5.8,       1.09197, ,           5.8,      1.063797, ,           5.8,      1.054992, , 

