Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-5.7 m/s-VLM2, , 
           -1,      1.883303, ,            -1,      1.752442, ,            -1,      2.359884, , 
         -0.8,      1.808594, ,          -0.8,      1.687468, ,          -0.8,      2.262468, , 
         -0.6,      1.743784, ,          -0.6,      1.630598, ,          -0.6,      2.176731, , 
         -0.4,       1.68758, ,          -0.4,      1.580878, ,          -0.4,      2.100874, , 
         -0.2,      1.638657, ,          -0.2,       1.53733, ,          -0.2,      2.033405, , 
            0,      1.596023, ,             0,      1.499347, ,             0,      1.973201, , 
          0.2,      1.558656, ,           0.2,      1.466034, ,           0.2,       1.91923, , 
          0.4,       1.52577, ,           0.4,      1.436809, ,           0.4,      1.870805, , 
          0.6,      1.496671, ,           0.6,      1.411427, ,           0.6,      1.827146, , 
          0.8,      1.470846, ,           0.8,      1.388945, ,           0.8,      1.787731, , 
            1,       1.44791, ,             1,      1.369173, ,             1,       1.75212, , 
          1.2,      1.427557, ,           1.2,      1.351708, ,           1.2,      1.719912, , 
          1.4,      1.409455, ,           1.4,      1.336287, ,           1.4,       1.69075, , 
          1.6,      1.393312, ,           1.6,      1.322592, ,           1.6,      1.664286, , 
          1.8,      1.378912, ,           1.8,      1.310622, ,           1.8,       1.64026, , 
            2,      1.366071, ,             2,      1.300117, ,             2,      1.618432, , 
          2.2,       1.35463, ,           2.2,       1.29088, ,           2.2,      1.598612, , 
          2.4,      1.344455, ,           2.4,      1.282773, ,           2.4,      1.580607, , 
          2.6,      1.335441, ,           2.6,      1.275698, ,           2.6,      1.564308, , 
          2.8,       1.32746, ,           2.8,       1.26954, ,           2.8,      1.549525, , 
            3,       1.32044, ,             3,      1.264217, ,             3,      1.536156, , 
          3.2,      1.314305, ,           3.2,      1.259675, ,           3.2,      1.524076, , 
          3.4,      1.308964, ,           3.4,      1.255828, ,           3.4,      1.513182, , 
          3.6,      1.304377, ,           3.6,      1.252636, ,           3.6,      1.503401, , 
          3.8,      1.300484, ,           3.8,      1.250057, ,           3.8,      1.494652, , 
            4,      1.297233, ,             4,      1.248036, ,             4,      1.486874, , 
          4.2,      1.294581, ,           4.2,      1.246537, ,           4.2,      1.480005, , 
          4.4,      1.292489, ,           4.4,      1.245527, ,           4.4,      1.473976, , 
          4.6,      1.290945, ,           4.6,      1.244997, ,           4.6,      1.468777, , 
          4.8,       1.28992, ,           4.8,      1.244937, ,           4.8,       1.46434, , 
            5,      1.289434, ,             5,      1.245402, ,             5,       1.46066, , 
          5.2,      1.289535, ,           5.2,      1.246511, ,           5.2,      1.457727, , 
          5.4,      1.290265, ,           5.4,      1.248348, ,           5.4,      1.455543, , 
          5.6,      1.291802, ,           5.6,      1.251107, ,           5.6,      1.454195, , 
          5.8,      1.294072, ,           5.8,      1.254712, ,           5.8,      1.453641, , 
            6,      1.297132, ,             6,      1.259133, ,             6,      1.453897, , 
          6.2,      1.300975, ,           6.2,      1.263938, ,           6.2,      1.454951, , 
          6.4,      1.305392, ,           6.4,      1.268936, ,           6.4,      1.456709, , 
          6.6,      1.310219, ,           6.6,      1.274257, ,           6.6,      1.459136, , 
          6.8,      1.315417, ,           6.8,      1.280125, ,           6.8,      1.462023, , 
            7,      1.321139, ,             7,      1.286959, ,             7,      1.465408, , 
          7.2,      1.327764, ,           7.2,      1.295378, ,           7.2,      1.469481, , 
          7.4,       1.33544, ,           7.4,      1.305629, ,           7.4,      1.474347, , 
          7.6,      1.344321, ,           7.6,      1.315811, ,           7.6,      1.480547, , 
          7.8,      1.354497, ,           7.8,      1.329299, ,           7.8,      1.487788, , 

