Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            1,     0.9107257, ,             1,      0.852124, ,             1,      1.266898, ,             1,     0.8173598, ,             1,     0.8025747, ,             1,     0.7878641, ,             1,     0.7831701, ,             1,     0.7808116, ,             1,      1.190307, ,             1,      1.106786, ,             1,     0.9695745, , 
          1.2,     0.8955121, ,           1.2,       0.83913, ,           1.2,       1.23942, ,           1.2,     0.8056802, ,           1.2,     0.7914651, ,           1.2,     0.7773179, ,           1.2,     0.7728055, ,           1.2,     0.7705365, ,           1.2,      1.165207, ,           1.2,      1.084519, ,           1.2,     0.9521035, , 
          1.4,     0.8818515, ,           1.4,     0.8275087, ,           1.4,      1.214595, ,           1.4,     0.7952618, ,           1.4,     0.7815632, ,           1.4,     0.7679319, ,           1.4,     0.7635862, ,           1.4,     0.7614018, ,           1.4,       1.14254, ,           1.4,      1.064425, ,           1.4,     0.9363816, , 
          1.6,     0.8695962, ,           1.6,     0.8171283, ,           1.6,      1.192134, ,           1.6,      0.785981, ,           1.6,     0.7727568, ,           1.6,     0.7595969, ,           1.6,     0.7554013, ,           1.6,     0.7532926, ,           1.6,       1.12205, ,           1.6,      1.046295, ,           1.6,     0.9222492, , 
          1.8,     0.8586209, ,           1.8,     0.8078718, ,           1.8,      1.171919, ,           1.8,     0.7777354, ,           1.8,     0.7649419, ,           1.8,     0.7522152, ,           1.8,     0.7481594, ,           1.8,     0.7461197, ,           1.8,      1.103614, ,           1.8,      1.029974, ,           1.8,     0.9095529, , 
            2,     0.8488131, ,             2,     0.7996399, ,             2,      1.153759, ,             2,     0.7704351, ,             2,      0.758035, ,             2,     0.7457063, ,             2,     0.7417778, ,             2,     0.7398029, ,             2,      1.087049, ,             2,      1.015309, ,             2,     0.8981713, , 
          2.2,     0.8400883, ,           2.2,     0.7923527, ,           2.2,      1.137498, ,           2.2,     0.7640027, ,           2.2,     0.7519572, ,           2.2,     0.7399941, ,           2.2,     0.7361808, ,           2.2,     0.7342635, ,           2.2,      1.072222, ,           2.2,      1.002186, ,           2.2,     0.8880105, , 
          2.4,     0.8323601, ,           2.4,     0.7859412, ,           2.4,      1.123006, ,           2.4,     0.7583689, ,           2.4,       0.74665, ,           2.4,     0.7350223, ,           2.4,     0.7313165, ,           2.4,     0.7294521, ,           2.4,       1.05901, ,           2.4,     0.9904971, ,           2.4,     0.8789739, , 
          2.6,     0.8255693, ,           2.6,     0.7803593, ,           2.6,      1.110163, ,           2.6,     0.7534997, ,           2.6,     0.7420799, ,           2.6,     0.7307613, ,           2.6,      0.727152, ,           2.6,     0.7253379, ,           2.6,      1.047313, ,           2.6,     0.9801527, ,           2.6,     0.8709976, , 
          2.8,     0.8196956, ,           2.8,     0.7756095, ,           2.8,       1.09891, ,           2.8,     0.7494167, ,           2.8,     0.7382855, ,           2.8,     0.7272697, ,           2.8,     0.7237571, ,           2.8,     0.7219904, ,           2.8,      1.037061, ,           2.8,      0.971094, ,           2.8,     0.8640518, , 
            3,     0.8147577, ,             3,     0.7717472, ,             3,      1.089191, ,             3,     0.7462362, ,             3,     0.7354232, ,             3,     0.7247511, ,             3,     0.7213577, ,             3,     0.7196514, ,             3,      1.028212, ,             3,     0.9632939, ,             3,     0.8581358, , 
          3.2,     0.8108408, ,           3.2,     0.7689299, ,           3.2,      1.081099, ,           3.2,     0.7441767, ,           3.2,     0.7337301, ,           3.2,      0.723467, ,           3.2,      0.720211, ,           3.2,     0.7185764, ,           3.2,      1.020851, ,           3.2,     0.9568221, ,           3.2,     0.8533163, , 
          3.4,     0.8080214, ,           3.4,     0.7672626, ,           3.4,      1.074586, ,           3.4,     0.7433336, ,           3.4,     0.7333096, ,           3.4,     0.7235226, ,           3.4,     0.7204375, ,           3.4,     0.7188881, ,           3.4,      1.014944, ,           3.4,     0.9516748, ,           3.4,     0.8496448, , 
          3.6,     0.8063939, ,           3.6,     0.7668345, ,           3.6,      1.069653, ,           3.6,     0.7438446, ,           3.6,     0.7342616, ,           3.6,     0.7248721, ,           3.6,     0.7219009, ,           3.6,     0.7204118, ,           3.6,      1.010503, ,           3.6,     0.9478875, ,           3.6,     0.8471966, , 
          3.8,     0.8059852, ,           3.8,     0.7677509, ,           3.8,      1.066312, ,           3.8,      0.745582, ,           3.8,     0.7362265, ,           3.8,     0.7270354, ,           3.8,     0.7241268, ,           3.8,     0.7226681, ,           3.8,      1.007548, ,           3.8,     0.9454857, ,           3.8,     0.8459994, , 
            4,     0.8068333, ,             4,     0.7699068, ,             4,      1.064563, ,             4,     0.7484011, ,             4,     0.7393582, ,             4,     0.7305596, ,             4,     0.7278044, ,             4,     0.7264272, ,             4,       1.00607, ,             4,     0.9444374, ,             4,      0.846021, , 
          4.2,     0.8090871, ,           4.2,     0.7735913, ,           4.2,      1.064455, ,           4.2,     0.7531306, ,           4.2,     0.7447316, ,           4.2,      0.736926, ,           4.2,     0.7345204, ,           4.2,     0.7333274, ,           4.2,      1.006089, ,           4.2,     0.9446982, ,           4.2,     0.8472052, , 
          4.4,     0.8130309, ,           4.4,     0.7794065, ,           4.4,      1.066067, ,           4.4,     0.7607505, ,           4.4,     0.7534351, , , , , , , , , , ,           4.4,       1.00768, ,           4.4,       0.94635, ,           4.4,     0.8497339, , 
          4.6,     0.8191177, ,           4.6,     0.7880856, ,           4.6,      1.070092, ,           4.6,     0.7715293, ,           4.6,     0.7651498, , , , , , , , , , ,           4.6,      1.011487, ,           4.6,     0.9499362, ,           4.6,     0.8540043, , 
          4.8,     0.8279814, ,           4.8,     0.7998891, ,           4.8,      1.076534, ,           4.8,     0.7854604, , , , , , , , , , , , , ,           4.8,      1.017663, ,           4.8,     0.9558941, ,           4.8,     0.8608497, , 
            5,     0.8401311, ,             5,      0.813898, ,             5,      1.086594, ,             5,     0.8007508, , , , , , , , , , , , , ,             5,      1.027191, ,             5,     0.9647414, ,             5,     0.8702958, , 

