Alpha,T1-15.8 m/s-VLM2, , 
           -1,      2.903883, , 
         -0.8,      2.785162, , 
         -0.6,        2.6808, , 
         -0.4,      2.588426, , 
         -0.2,      2.506299, , 
            0,      2.433111, , 
          0.2,      2.367774, , 
          0.4,      2.309386, , 
          0.6,       2.25732, , 
          0.8,      2.210868, , 
            1,      2.169471, , 
          1.2,      2.132535, , 
          1.4,      2.099509, , 
          1.6,      2.070124, , 
          1.8,      2.044025, , 
            2,      2.020694, , 
          2.2,      1.999796, , 
          2.4,      1.981139, , 
          2.6,      1.964483, , 
          2.8,      1.949612, , 
            3,      1.936337, , 
          3.2,       1.92454, , 
          3.4,      1.914043, , 
          3.6,      1.904747, , 
          3.8,      1.896559, , 
            4,      1.889385, , 
          4.2,      1.883138, , 
          4.4,      1.877794, , 
          4.6,      1.873229, , 
          4.8,      1.869419, , 
            5,      1.866279, , 
          5.2,      1.863768, , 
          5.4,      1.861826, , 
          5.6,      1.860415, , 
          5.8,      1.859503, , 
            6,       1.85906, , 
          6.2,      1.859056, , 
          6.4,      1.859464, , 
          6.6,       1.86025, , 
          6.8,      1.861401, , 
            7,      1.862902, , 

