Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.031581, ,            -1,     0.9497039, ,            -1,      0.931151, ,            -1,      1.429092, ,            -1,      1.239768, , 
         -0.8,     0.9918861, ,          -0.8,     0.9145471, ,          -0.8,     0.8967359, ,          -0.8,      1.365315, ,          -0.8,      1.187409, , 
         -0.6,     0.9569406, ,          -0.6,     0.8840305, ,          -0.6,     0.8671841, ,          -0.6,      1.308859, ,          -0.6,      1.141119, , 
         -0.4,      0.926037, ,          -0.4,     0.8571506, ,          -0.4,      0.841238, ,          -0.4,      1.258754, ,          -0.4,      1.100036, , 
         -0.2,     0.8986298, ,          -0.2,     0.8333662, ,          -0.2,     0.8183049, ,          -0.2,       1.21419, ,          -0.2,      1.063479, , 
            0,     0.8742481, ,             0,     0.8122575, ,             0,     0.7979611, ,             0,      1.174411, ,             0,      1.030819, , 
          0.2,     0.8525184, ,           0.2,     0.7934908, ,           0.2,     0.7798831, ,           0.2,       1.13875, ,           0.2,      1.001581, , 
          0.4,     0.8331267, ,           0.4,     0.7767835, ,           0.4,      0.763802, ,           0.4,      1.106753, ,           0.4,     0.9753888, , 
          0.6,     0.8157854, ,           0.6,     0.7618918, ,           0.6,     0.7494759, ,           0.6,      1.077951, ,           0.6,     0.9518668, , 
          0.8,     0.8002622, ,           0.8,     0.7485946, ,           0.8,      0.736696, ,           0.8,      1.051973, ,           0.8,     0.9307104, , 
            1,     0.7863578, ,             1,     0.7367205, ,             1,     0.7252904, ,             1,      1.028598, ,             1,     0.9116751, , 
          1.2,     0.7739092, ,           1.2,     0.7261202, ,           1.2,     0.7151191, ,           1.2,      1.007522, ,           1.2,     0.8945491, , 
          1.4,     0.7627688, ,           1.4,     0.7166727, ,           1.4,     0.7060634, ,           1.4,     0.9885168, ,           1.4,     0.8791427, , 
          1.6,     0.7528098, ,           1.6,     0.7082563, ,           1.6,     0.6980079, ,           1.6,     0.9714086, ,           1.6,     0.8652853, , 
          1.8,     0.7439338, ,           1.8,     0.7007935, ,           1.8,     0.6908738, ,           1.8,     0.9560493, ,           1.8,     0.8528499, , 
            2,     0.7360499, ,             2,     0.6941902, ,             2,     0.6845732, ,             2,     0.9422994, ,             2,     0.8417255, , 
          2.2,      0.729083, ,           2.2,     0.6883887, ,           2.2,     0.6790467, ,           2.2,     0.9300534, ,           2.2,     0.8318131, , 
          2.4,     0.7229923, ,           2.4,     0.6833562, ,           2.4,     0.6742679, ,           2.4,     0.9192247, ,           2.4,     0.8230495, , 
          2.6,     0.7177641, ,           2.6,     0.6791268, ,           2.6,     0.6702831, ,           2.6,     0.9097232, ,           2.6,     0.8153758, , 
          2.8,     0.7134696, ,           2.8,     0.6758705, ,           2.8,     0.6673079, ,           2.8,     0.9015537, ,           2.8,      0.808816, , 
            3,      0.710244, ,             3,     0.6738204, ,             3,     0.6655904, ,             3,     0.8947558, ,             3,     0.8034086, , 
          3.2,     0.7082418, ,           3.2,     0.6731365, ,           3.2,     0.6652987, ,           3.2,     0.8893574, ,           3.2,     0.7992293, , 
          3.4,      0.707587, ,           3.4,     0.6739375, ,           3.4,     0.6664045, ,           3.4,     0.8854182, ,           3.4,     0.7963754, , 
          3.6,     0.7084145, ,           3.6,     0.6759813, ,           3.6,     0.6686875, ,           3.6,     0.8829225, ,           3.6,     0.7948534, , 
          3.8,     0.7108283, ,           3.8,     0.6798711, ,           3.8,     0.6731017, ,           3.8,     0.8819402, ,           3.8,     0.7947136, , 
            4,     0.7153581, ,             4,     0.6869319, ,             4,     0.6810956, ,             4,     0.8824626, ,             4,     0.7959452, , 
          4.2,     0.7225583, ,           4.2,     0.6978567, , , , ,           4.2,     0.8846332, ,           4.2,     0.7987711, , 
          4.4,     0.7332849, , , , , , , ,           4.4,      0.889166, ,           4.4,     0.8037856, , 
          4.6,     0.7466932, , , , , , , ,           4.6,     0.8964246, ,           4.6,     0.8117018, , 

