Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      2.810962, ,            -1,      2.620261, ,            -1,      3.236543, , 
         -0.8,      2.696716, ,          -0.8,      2.514915, ,          -0.8,       3.10097, , 
         -0.6,      2.596075, ,          -0.6,      2.422964, ,          -0.6,      2.980858, , 
         -0.4,      2.506976, ,          -0.4,      2.342771, ,          -0.4,      2.874198, , 
         -0.2,      2.427967, ,          -0.2,      2.272692, ,          -0.2,      2.779267, , 
            0,      2.357669, ,             0,      2.211111, ,             0,      2.694527, , 
          0.2,      2.294921, ,           0.2,       2.15672, ,           0.2,      2.618936, , 
          0.4,      2.239027, ,           0.4,      2.108492, ,           0.4,      2.551305, , 
          0.6,      2.189269, ,           0.6,      2.065423, ,           0.6,      2.490608, , 
          0.8,      2.145017, ,           0.8,      2.027059, ,           0.8,      2.436051, , 
            1,      2.105636, ,             1,       1.99283, ,             1,      2.386882, , 
          1.2,      2.070572, ,           1.2,      1.962443, ,           1.2,      2.342517, , 
          1.4,      2.039413, ,           1.4,      1.935583, ,           1.4,       2.30234, , 
          1.6,      2.011688, ,           1.6,      1.911731, ,           1.6,      2.265946, , 
          1.8,      1.986968, ,           1.8,      1.890511, ,           1.8,      2.232941, , 
            2,      1.964915, ,             2,      1.871625, ,             2,      2.202985, , 
          2.2,      1.945211, ,           2.2,      1.854878, ,           2.2,      2.175771, , 
          2.4,      1.927653, ,           2.4,      1.840301, ,           2.4,      2.151098, , 
          2.6,      1.911994, ,           2.6,      1.827402, ,           2.6,      2.128663, , 
          2.8,      1.898027, ,           2.8,      1.815943, ,           2.8,       2.10829, , 
            3,       1.88559, ,             3,      1.805919, ,             3,      2.089786, , 
          3.2,      1.874526, ,           3.2,      1.797164, ,           3.2,       2.07294, , 
          3.4,      1.864721, ,           3.4,      1.789491, ,           3.4,      2.057648, , 
          3.6,      1.856079, ,           3.6,      1.782869, ,           3.6,      2.043778, , 
          3.8,      1.848485, ,           3.8,       1.77725, ,           3.8,      2.031209, , 
            4,      1.841917, ,             4,      1.772483, ,             4,      2.019849, , 
          4.2,      1.836232, ,           4.2,       1.76849, ,           4.2,      2.009595, , 
          4.4,      1.831372, ,           4.4,      1.765224, ,           4.4,       2.00037, , 
          4.6,      1.827266, ,           4.6,      1.762615, ,           4.6,       1.99212, , 
          4.8,      1.823864, ,           4.8,       1.76064, ,           4.8,      1.984781, , 
            5,      1.821099, ,             5,       1.75933, ,             5,      1.978257, , 
          5.2,      1.818922, ,           5.2,       1.75854, ,           5.2,      1.972507, , 
          5.4,      1.817289, ,           5.4,      1.758233, ,           5.4,      1.967488, , 
          5.6,      1.816169, ,           5.6,      1.758383, ,           5.6,      1.963156, , 
          5.8,      1.815529, ,           5.8,       1.75895, ,           5.8,      1.959468, , 
            6,      1.815343, ,             6,      1.759915, ,             6,       1.95636, , 
          6.2,      1.815571, ,           6.2,       1.76124, ,           6.2,      1.953823, , 
          6.4,      1.816197, ,           6.4,      1.762906, ,           6.4,      1.951829, , 
          6.6,      1.817198, ,           6.6,      1.764893, ,           6.6,      1.950342, , 
          6.8,      1.818553, ,           6.8,      1.767185, ,           6.8,      1.949334, , 
            7,      1.820249, ,             7,      1.769776, ,             7,      1.948782, , 
          7.2,      1.822273, ,           7.2,      1.772654, ,           7.2,      1.948669, , 
          7.4,      1.824613, ,           7.4,      1.775814, ,           7.4,      1.948978, , 
          7.6,      1.827269, ,           7.6,       1.77927, ,           7.6,      1.949698, , 
          7.8,      1.830253, ,           7.8,      1.783057, ,           7.8,      1.950825, , 
            8,      1.833596, ,             8,      1.787246, ,             8,      1.952369, , 

