Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.1229466, , 
         -0.8,     0.1307265, , 
         -0.6,     0.1385028, , 
         -0.4,     0.1462751, , 
         -0.2,     0.1540431, , 
            0,     0.1618065, , 
          0.2,      0.169565, , 
          0.4,     0.1773183, , 
          0.6,     0.1850661, , 
          0.8,     0.1928081, , 
            1,     0.2005439, , 
          1.2,     0.2082734, , 
          1.4,     0.2159961, , 
          1.6,     0.2237118, , 
          1.8,     0.2314202, , 
            2,     0.2391209, , 
          2.2,     0.2468138, , 
          2.4,     0.2544984, , 
          2.6,     0.2621744, , 
          2.8,     0.2698417, , 
            3,     0.2774999, , 
          3.2,     0.2851486, , 
          3.4,     0.2927876, , 
          3.6,     0.3004167, , 
          3.8,     0.3080354, , 
            4,     0.3156435, , 
          4.2,     0.3232408, , 
          4.4,     0.3308269, , 
          4.6,     0.3384015, , 
          4.8,     0.3459644, , 
            5,     0.3535152, , 
          5.2,     0.3610537, , 
          5.4,     0.3685796, , 
          5.6,     0.3760926, , 
          5.8,     0.3835924, , 
            6,     0.3910787, , 
          6.2,     0.3985513, , 
          6.4,     0.4060098, , 
          6.6,      0.413454, , 
          6.8,     0.4208837, , 
            7,     0.4282984, , 
          7.2,     0.4356981, , 
          7.4,     0.4430823, , 
          7.6,     0.4504508, , 
          7.8,     0.4578034, , 
            8,     0.4651397, , 
          8.2,     0.4724595, , 
          8.4,     0.4797625, , 
          8.6,     0.4870485, , 
          8.8,     0.4943172, , 
            9,     0.5015684, , 
          9.2,     0.5088017, , 
          9.4,     0.5160169, , 
          9.6,     0.5232138, , 
          9.8,      0.530392, , 
           10,     0.5375514, , 
         10.2,     0.5446917, , 
         10.4,     0.5518126, , 
         10.6,     0.5589138, , 
         10.8,     0.5659952, , 
           11,     0.5730565, , 
         11.2,     0.5800974, , 
         11.4,     0.5871177, , 
         11.6,     0.5941172, , 
         11.8,     0.6010955, , 
           12,     0.6080526, , 

