Alpha,T1-15.8 m/s-VLM2, , 
           -1,      13.96542, , 
         -0.8,      14.63267, , 
         -0.6,      15.25102, , 
         -0.4,      15.82087, , 
         -0.2,      16.34294, , 
            0,      16.81785, , 
          0.2,      17.24637, , 
          0.4,      17.62898, , 
          0.6,      17.96367, , 
          0.8,      18.17114, , 
            1,      18.02467, , 
          1.2,      17.66616, , 
          1.4,      17.19093, , 
          1.6,      16.68848, , 
          1.8,      16.16281, , 
            2,      15.53625, , 
          2.2,      15.15456, , 
          2.4,      14.65059, , 
          2.6,      14.18944, , 
          2.8,      13.75992, , 
            3,      13.36983, , 
          3.2,      12.97646, , 
          3.4,      12.61004, , 
          3.6,      12.23557, , 
          3.8,      11.87139, , 
            4,      11.49768, , 
          4.2,       11.1268, , 
          4.4,      10.78026, , 
          4.6,      10.41485, , 
          4.8,      10.04726, , 
            5,      9.682386, , 
          5.2,      9.309803, , 
          5.4,      6.945281, , 

