Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.5574361, , 
         -0.8,     0.5574503, , 
         -0.6,      0.557445, , 
         -0.4,     0.5574234, , 
         -0.2,     0.5573881, , 
            0,      0.557341, , 
          0.2,     0.5572834, , 
          0.4,     0.5572167, , 
          0.6,     0.5571417, , 
          0.8,     0.5570592, , 
            1,     0.5569698, , 
          1.2,     0.5568741, , 
          1.4,     0.5567724, , 
          1.6,     0.5566651, , 
          1.8,     0.5565526, , 
            2,      0.556435, , 
          2.2,     0.5563126, , 
          2.4,     0.5561856, , 
          2.6,     0.5560541, , 
          2.8,     0.5559183, , 
            3,     0.5557783, , 
          3.2,     0.5556342, , 
          3.4,     0.5554862, , 
          3.6,     0.5553343, , 
          3.8,     0.5551785, , 
            4,      0.555019, , 
          4.2,     0.5548559, , 
          4.4,     0.5546891, , 
          4.6,     0.5545188, , 
          4.8,     0.5543449, , 
            5,     0.5541677, , 
          5.2,      0.553987, , 
          5.4,     0.5538029, , 
          5.6,     0.5536155, , 
          5.8,     0.5534248, , 
            6,     0.5532309, , 
          6.2,     0.5530337, , 
          6.4,     0.5528333, , 
          6.6,     0.5526299, , 
          6.8,     0.5524232, , 
            7,     0.5522135, , 
          7.2,     0.5520008, , 
          7.4,      0.551785, , 
          7.6,     0.5515662, , 
          7.8,     0.5513445, , 
            8,     0.5511198, , 
          8.2,     0.5508922, , 
          8.4,     0.5506618, , 
          8.6,     0.5504285, , 
          8.8,     0.5501923, , 
            9,     0.5499534, , 
          9.2,     0.5497117, , 
          9.4,     0.5494673, , 
          9.6,     0.5492202, , 
          9.8,     0.5489703, , 
           10,     0.5487179, , 
         10.2,     0.5484628, , 
         10.4,     0.5482052, , 
         10.6,     0.5479449, , 
         10.8,     0.5476822, , 
           11,      0.547417, , 
         11.2,     0.5471492, , 
         11.4,     0.5468791, , 
         11.6,     0.5466065, , 
         11.8,     0.5463316, , 
           12,     0.5460543, , 

