Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      5.350875, ,            -1,       4.85432, ,            -1,      6.603683, , 
         -0.8,      5.129427, ,          -0.8,      4.661746, ,          -0.8,      6.306515, , 
         -0.6,      4.941911, ,          -0.6,      4.499403, ,          -0.6,      6.052128, , 
         -0.4,      4.782812, ,          -0.4,      4.362696, ,          -0.4,       5.83344, , 
         -0.2,      4.647373, ,          -0.2,      4.247574, ,          -0.2,      5.644942, , 
            0,      4.532142, ,             0,      4.150542, ,             0,      5.482016, , 
          0.2,      4.434058, ,           0.2,      4.068944, ,           0.2,      5.341008, , 
          0.4,      4.350769, ,           0.4,      4.000886, ,           0.4,      5.218943, , 
          0.6,      4.280345, ,           0.6,      3.944263, ,           0.6,      5.113438, , 
          0.8,      4.221195, ,           0.8,      3.897693, ,           0.8,      5.022458, , 
            1,      4.172017, ,             1,       3.85992, ,             1,      4.944354, , 
          1.2,      4.131702, ,           1.2,      3.829955, ,           1.2,      4.877747, , 
          1.4,      4.099388, ,           1.4,      3.807039, ,           1.4,       4.82163, , 
          1.6,      4.074554, ,           1.6,      3.790848, ,           1.6,      4.775225, , 
          1.8,      4.059013, ,           1.8,      3.796563, ,           1.8,      4.738122, , 
            2,      4.075556, ,             2,      3.843623, ,             2,      4.711908, , 
          2.2,      4.121143, ,           2.2,      3.909836, ,           2.2,      4.705468, , 
          2.4,       4.18999, ,           2.4,      3.987949, ,           2.4,      4.726138, , 
          2.6,      4.273906, ,           2.6,       4.08013, ,           2.6,      4.777502, , 
          2.8,      4.366781, ,           2.8,      4.186156, ,           2.8,      4.856218, , 
            3,      4.465205, ,             3,      4.297586, ,             3,      4.949004, , 
          3.2,      4.572803, ,           3.2,      4.413829, ,           3.2,       5.04869, , 
          3.4,      4.703483, ,           3.4,       4.53175, ,           3.4,      5.147553, , 
          3.6,      4.799371, ,           3.6,      4.653304, ,           3.6,      5.244988, , 
          3.8,      4.910307, ,           3.8,      4.778389, ,           3.8,      5.341121, , 
            4,      5.036264, ,             4,      4.899733, ,             4,      5.435806, , 
          4.2,      5.155956, ,           4.2,      5.019032, ,           4.2,      5.533384, , 
          4.4,      5.272314, ,           4.4,      5.139165, ,           4.4,      5.632645, , 
          4.6,      5.392862, ,           4.6,      5.261132, ,           4.6,      5.733993, , 
          4.8,      5.509348, ,           4.8,      5.384373, ,           4.8,      5.838811, , 
            5,      5.632976, ,             5,      5.511471, ,             5,      5.947863, , 
          5.2,      5.764141, ,           5.2,      5.641961, ,           5.2,      6.059887, , 
          5.4,       5.88464, ,           5.4,      5.762756, ,           5.4,      6.175863, , 
          5.6,      6.020337, ,           5.6,      5.885696, ,           5.6,      6.296806, , 
          5.8,      6.162823, ,           5.8,      6.018064, ,           5.8,      6.422569, , 
            6,      6.308982, ,             6,      6.157402, ,             6,      6.554516, , 
          6.2,      6.451111, ,           6.2,       6.32167, ,           6.2,      6.692064, , 
          6.4,       6.59948, ,           6.4,      6.498407, ,           6.4,      6.835937, , 
          6.6,      6.760612, ,           6.6,      6.650645, ,           6.6,      6.987289, , 
          6.8,      6.927338, ,           6.8,       6.79563, ,           6.8,      7.146109, , 
            7,      7.100637, ,             7,      6.981941, ,             7,       7.31375, , 
          7.2,      7.283425, ,           7.2,       7.19526, ,           7.2,      7.492263, , 
          7.4,      7.476569, ,           7.4,      7.388766, ,           7.4,      7.684071, , 
          7.6,      7.914405, ,           7.6,      7.851545, , , , , 
          7.8,      10.36139, ,           7.8,        10.985, , , , , 

