Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      4.119624, ,            -1,      3.716205, ,            -1,      5.123073, , 
         -0.8,      3.932916, ,          -0.8,      3.553951, ,          -0.8,      4.874365, , 
         -0.6,      3.774442, ,          -0.6,      3.416957, ,          -0.6,      4.661828, , 
         -0.4,      3.639344, ,          -0.4,      3.300701, ,          -0.4,      4.479222, , 
         -0.2,      3.523827, ,          -0.2,      3.201749, ,          -0.2,      4.321826, , 
            0,      3.424978, ,             0,      3.117506, ,             0,       4.18595, , 
          0.2,      3.340455, ,           0.2,      3.045868, ,           0.2,      4.068613, , 
          0.4,      3.268449, ,           0.4,      2.985251, ,           0.4,      3.967671, , 
          0.6,        3.2079, ,           0.6,      2.934947, ,           0.6,      3.881643, , 
          0.8,      3.168371, ,           0.8,      2.931555, ,           0.8,      3.810273, , 
            1,        3.1895, ,             1,      2.986277, ,             1,      3.761477, , 
          1.2,      3.249781, ,           1.2,      3.061849, ,           1.2,      3.757158, , 
          1.4,      3.337398, ,           1.4,      3.159003, ,           1.4,      3.804158, , 
          1.6,      3.436926, ,           1.6,      3.275065, ,           1.6,      3.894306, , 
          1.8,      3.545411, ,           1.8,      3.398365, ,           1.8,      4.000538, , 
            2,      3.682154, ,             2,      3.523634, ,             2,      4.106821, , 
          2.2,      3.783463, ,           2.2,      3.653728, ,           2.2,      4.206112, , 
          2.4,      3.908214, ,           2.4,      3.783779, ,           2.4,      4.301981, , 
          2.6,       4.03624, ,           2.6,      3.908516, ,           2.6,      4.396455, , 
          2.8,      4.163434, ,           2.8,       4.03445, ,           2.8,       4.49409, , 
            3,      4.279921, ,             3,      4.162901, ,             3,      4.596056, , 
          3.2,      4.409867, ,           3.2,       4.29019, ,           3.2,      4.703023, , 
          3.4,      4.535717, ,           3.4,      4.425223, ,           3.4,      4.818134, , 
          3.6,      4.674332, ,           3.6,      4.550477, ,           3.6,      4.939288, , 
          3.8,      4.814458, ,           3.8,      4.677451, ,           3.8,      5.067944, , 
            4,      4.968794, ,             4,      4.824156, ,             4,       5.20538, , 
          4.2,      5.131571, ,           4.2,      4.988084, ,           4.2,       5.35205, , 
          4.4,      5.295517, ,           4.4,      5.201019, ,           4.4,      5.509456, , 
          4.6,      5.474534, ,           4.6,       5.36105, ,           4.6,      5.680322, , 
          4.8,       5.67227, ,           4.8,      5.545238, ,           4.8,      5.866691, , 
            5,      5.881387, ,             5,      5.807082, ,             5,      6.072262, , 
          5.2,      6.109855, ,           5.2,      6.025051, ,           5.2,      6.302127, , 
          5.4,      7.437503, ,           5.4,      7.660307, , , , , 
          5.6,       11.6083, , , , , , , , 

