Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            1,      14.09243, ,             1,      15.31531, ,             1,      9.486024, ,             1,       16.1492, ,             1,      16.52562, ,             1,      16.59167, ,             1,      16.91097, ,             1,      17.03158, ,             1,      17.09465, ,             1,       10.1041, ,             1,      11.37312, ,             1,      12.86781, ,             1,      13.06339, , 
          1.2,      14.26014, ,           1.2,      15.46658, ,           1.2,      9.653729, ,           1.2,       16.2852, ,           1.2,      16.65175, ,           1.2,      16.71565, ,           1.2,      17.02403, ,           1.2,      17.14124, ,           1.2,      17.20262, ,           1.2,      10.27577, ,           1.2,      11.55001, ,           1.2,      13.04222, ,           1.2,      13.23707, , 
          1.4,      14.39006, ,           1.4,      15.53821, ,           1.4,      9.799667, ,           1.4,       16.2773, ,           1.4,      16.59169, ,           1.4,       16.6361, ,           1.4,      16.92703, ,           1.4,      17.04108, ,           1.4,      17.09645, ,           1.4,      10.42417, ,           1.4,      11.70058, ,           1.4,      13.18606, ,           1.4,      13.37927, , 
          1.6,      14.41239, ,           1.6,      15.41644, ,           1.6,      9.922042, ,           1.6,      16.10927, ,           1.6,      16.35698, ,           1.6,      16.36696, ,           1.6,      16.70572, ,           1.6,      16.82347, ,           1.6,      16.86573, ,           1.6,      10.54676, ,           1.6,      11.81971, ,           1.6,      13.27872, ,           1.6,      13.46236, , 
          1.8,      14.29858, ,           1.8,       15.1842, ,           1.8,      9.990379, ,           1.8,      15.87512, ,           1.8,      16.06391, ,           1.8,      16.03514, ,           1.8,      16.34331, ,           1.8,      16.48036, ,           1.8,      16.52689, ,           1.8,      10.60342, ,           1.8,      11.84748, ,           1.8,      13.27338, ,           1.8,      13.44114, , 
            2,      14.09091, ,             2,      14.86594, ,             2,       9.98755, ,             2,      15.57133, ,             2,       15.7049, ,             2,      15.64817, ,             2,      15.90466, ,             2,      16.05914, ,             2,       16.1144, ,             2,      10.57538, ,             2,      11.76296, ,             2,      13.15953, ,             2,      13.31343, , 
          2.2,      13.80796, ,           2.2,      14.51606, ,           2.2,      9.936409, ,           2.2,      15.16899, ,           2.2,      15.27005, ,           2.2,      15.20718, ,           2.2,      15.42449, ,           2.2,      15.56862, ,           2.2,      15.61972, ,           2.2,      10.49937, ,           2.2,      11.62893, ,           2.2,      12.93505, ,           2.2,      13.08006, , 
          2.4,      13.48082, ,           2.4,      14.16187, ,           2.4,      9.863062, ,           2.4,      14.73729, ,           2.4,      14.81744, ,           2.4,      14.75665, ,           2.4,      14.93875, ,           2.4,      15.06436, ,           2.4,      15.10799, ,           2.4,      10.39883, ,           2.4,      11.46529, ,           2.4,      12.66507, ,           2.4,      12.80049, , 
          2.6,        13.147, ,           2.6,      13.77994, ,           2.6,      9.780836, ,           2.6,      14.30424, ,           2.6,       14.3744, ,           2.6,      14.31921, ,           2.6,       14.4758, ,           2.6,      14.58168, ,           2.6,      14.61702, ,           2.6,      10.28859, ,           2.6,      11.29094, ,           2.6,      12.38542, ,           2.6,      12.51155, , 
          2.8,       12.8278, ,           2.8,      13.33785, ,           2.8,      9.697767, ,           2.8,       13.8369, ,           2.8,      13.94935, ,           2.8,      13.90252, ,           2.8,       14.0311, ,           2.8,      14.11612, ,           2.8,       14.1435, ,           2.8,      10.18114, ,           2.8,      11.12762, ,           2.8,      12.12025, ,           2.8,      12.23724, , 
            3,      12.51016, ,             3,      13.06886, ,             3,      9.612133, ,             3,      13.44034, ,             3,      13.50849, ,             3,      13.47806, ,             3,      13.60785, ,             3,       13.6798, ,             3,      13.70338, ,             3,      10.07432, ,             3,      10.97262, ,             3,      11.87534, ,             3,       11.9794, , 
          3.2,       12.2051, ,           3.2,      12.70338, ,           3.2,      9.523797, ,           3.2,      13.02108, ,           3.2,      13.10279, ,           3.2,      13.08593, ,           3.2,      13.21823, ,           3.2,      13.28067, ,           3.2,       13.3018, ,           3.2,      9.967475, ,           3.2,      10.82383, ,           3.2,      11.64515, ,           3.2,      11.73694, , 
          3.4,       11.9192, ,           3.4,       12.3653, ,           3.4,      9.431099, ,           3.4,       12.6583, ,           3.4,      12.74383, ,           3.4,      12.73565, ,           3.4,      12.85258, ,           3.4,      12.90621, ,           3.4,      12.92584, ,           3.4,      9.858216, ,           3.4,      10.67693, ,           3.4,      11.41944, ,           3.4,      11.50213, , 
          3.6,      11.65066, ,           3.6,      12.04764, ,           3.6,      9.329092, ,           3.6,       12.3182, ,           3.6,      12.40897, ,           3.6,      12.40579, ,           3.6,      12.50704, ,           3.6,      12.55468, ,           3.6,      12.57359, ,           3.6,      9.738698, ,           3.6,       10.5192, ,           3.6,      11.20033, ,           3.6,      11.27512, , 
          3.8,      11.39453, ,           3.8,      11.75959, ,           3.8,      9.222391, ,           3.8,      12.00314, ,           3.8,       12.0782, ,           3.8,      12.07809, ,           3.8,      12.17224, ,           3.8,      12.21519, ,           3.8,      12.23286, ,           3.8,      9.615099, ,           3.8,      10.35909, ,           3.8,      10.98319, ,           3.8,      11.05176, , 
            4,      11.14291, ,             4,       11.4703, ,             4,      9.110233, ,             4,      11.68919, ,             4,      11.75758, ,             4,      11.75949, ,             4,      11.84654, ,             4,      11.90501, ,             4,      11.94071, ,             4,      9.486995, ,             4,      10.19661, ,             4,      10.76477, ,             4,      10.82801, , 
          4.2,      10.89224, ,           4.2,      11.18662, ,           4.2,      8.994622, ,           4.2,       11.3821, ,           4.2,      11.44939, ,           4.2,      11.45218, ,           4.2,      11.53856, ,           4.2,      11.65759, ,           4.2,      11.71708, ,           4.2,      9.355447, ,           4.2,      10.03123, ,           4.2,      10.54916, ,           4.2,      10.60672, , 
          4.4,      10.64145, ,           4.4,      10.91429, ,           4.4,      8.873031, ,           4.4,      11.08749, ,           4.4,      11.14853, ,           4.4,      11.15183, ,           4.4,      11.31723, ,           4.4,      11.41549, ,           4.4,      11.43724, ,           4.4,      9.217179, ,           4.4,      9.858267, ,           4.4,      10.33211, ,           4.4,      10.38406, , 
          4.6,      10.39323, ,           4.6,      10.63897, ,           4.6,      8.744756, ,           4.6,      10.79935, ,           4.6,      10.88002, ,           4.6,      10.89765, ,           4.6,      11.07531, ,           4.6,      11.09884, ,           4.6,      11.07752, ,           4.6,      9.071925, ,           4.6,       9.67829, ,           4.6,      10.11352, ,           4.6,      10.16059, , 
          4.8,      10.14904, ,           4.8,      10.35921, ,           4.8,      8.609459, ,           4.8,      10.51537, ,           4.8,      10.61442, ,           4.8,      10.64375, ,           4.8,      10.79852, ,           4.8,      10.65537, ,           4.8,      10.59889, ,           4.8,      8.919992, ,           4.8,      9.492755, ,           4.8,      9.893165, ,           4.8,      9.936421, , 
            5,      9.904024, ,             5,      10.10085, ,             5,      8.468221, ,             5,      10.23981, ,             5,      10.33831, ,             5,      10.37265, ,             5,      10.46395, ,             5,      10.37474, ,             5,      10.34547, ,             5,      8.763042, ,             5,       9.30419, ,             5,      9.670498, ,             5,      9.710009, , 
          5.2,      9.658842, ,           5.2,      9.847823, ,           5.2,      8.321119, ,           5.2,       9.98001, ,           5.2,      10.08074, ,           5.2,       10.1011, ,           5.2,      10.19539, ,           5.2,       10.1675, ,           5.2,      10.16065, ,           5.2,      8.601011, ,           5.2,        9.1123, ,           5.2,      9.446182, ,           5.2,      9.482105, , 
          5.4,      9.415192, ,           5.4,      9.582877, ,           5.4,      8.167218, ,           5.4,      9.727732, ,           5.4,      9.783176, ,           5.4,      9.754207, ,           5.4,      9.814907, ,           5.4,      9.883435, ,           5.4,      9.913234, ,           5.4,      8.432791, ,           5.4,       8.91576, ,           5.4,      9.220793, ,           5.4,      9.253701, , 
          5.6,      9.172289, ,           5.6,      9.323428, ,           5.6,      8.006214, ,           5.6,      9.472469, ,           5.6,      9.527066, ,           5.6,      9.486843, ,           5.6,      9.525527, ,           5.6,      9.639399, ,           5.6,      9.686255, ,           5.6,      8.258395, ,           5.6,      8.715109, ,           5.6,      8.994176, ,           5.6,      9.024439, , 
          5.8,      8.929265, ,           5.8,      9.066386, ,           5.8,      7.836144, ,           5.8,      9.208791, ,           5.8,      9.282001, ,           5.8,        9.2536, ,           5.8,      9.308834, ,           5.8,      9.391896, ,           5.8,      9.426267, ,           5.8,      8.076312, ,           5.8,       8.50965, ,           5.8,      8.765435, ,           5.8,      8.793309, , 
            6,      8.684543, ,             6,      8.807342, , , , ,             6,      8.932661, ,             6,      8.974656, ,             6,      8.977615, ,             6,      9.075802, ,             6,       9.14352, ,             6,      9.169417, , , , ,             6,      8.298326, ,             6,      8.533592, ,             6,       8.55928, , 
          6.2,      8.436717, ,           6.2,      8.553395, , , , ,           6.2,      8.651827, ,           6.2,      8.629313, ,           6.2,      8.665408, ,           6.2,      8.844975, ,           6.2,      8.892087, ,           6.2,       8.90577, , , , ,           6.2,      8.077016, ,           6.2,      8.296673, ,           6.2,      8.320493, , 
          6.4,      8.183597, ,           6.4,      8.294866, , , , ,           6.4,      8.396658, ,           6.4,      8.355784, ,           6.4,       8.39828, ,           6.4,       8.57813, ,           6.4,      8.609753, ,           6.4,      8.584312, , , , , , , ,           6.4,      8.052717, ,           6.4,      8.074955, , 
          6.6,      7.081814, ,           6.6,      7.486117, , , , ,           6.6,      7.678389, ,           6.6,      7.270644, ,           6.6,      7.514171, ,           6.6,      8.302439, ,           6.6,      8.328763, ,           6.6,      8.110925, , , , , , , , , , , , , , 
          6.8,      5.244693, ,           6.8,      5.241119, , , , ,           6.8,      5.079229, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 

