Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          1.4,      3.975232, ,           1.4,      3.682333, ,           1.4,      5.826538, ,           1.4,      3.515562, ,           1.4,       3.44911, ,           1.4,      3.439924, ,           1.4,      3.380939, ,           1.4,      3.358365, ,           1.4,      3.347511, ,           1.4,      5.479666, ,           1.4,      4.884962, ,           1.4,      4.336877, ,           1.4,       4.27448, , 
          1.6,      3.969091, ,           1.6,      3.711338, ,           1.6,      5.755162, ,           1.6,      3.552139, ,           1.6,       3.49848, ,           1.6,      3.496351, ,           1.6,      3.425623, ,           1.6,      3.401703, ,           1.6,      3.393199, ,           1.6,      5.416355, ,           1.6,       4.83596, ,           1.6,      4.306728, ,           1.6,      4.248197, , 
          1.8,      4.000581, ,           1.8,       3.76794, ,           1.8,      5.716056, ,           1.8,      3.604394, ,           1.8,      3.562142, ,           1.8,      3.568518, ,           1.8,      3.501398, ,           1.8,      3.472352, ,           1.8,      3.462601, ,           1.8,      5.387585, ,           1.8,      4.824678, ,           1.8,      4.308455, ,           1.8,      4.254878, , 
            2,      4.059346, ,             2,      3.848366, ,             2,      5.717665, ,             2,      3.674524, ,             2,      3.643356, ,             2,      3.656527, ,             2,      3.597716, ,             2,      3.563198, ,             2,      3.551011, ,             2,      5.401783, ,             2,       4.85918, ,             2,      4.345586, ,             2,       4.29554, , 
          2.2,      4.142244, ,           2.2,      3.940834, ,           2.2,      5.746896, ,           2.2,      3.771709, ,           2.2,      3.746817, ,           2.2,      3.762264, ,           2.2,      3.709406, ,           2.2,       3.67516, ,           2.2,       3.66317, ,           2.2,      5.440657, ,           2.2,      4.914912, ,           2.2,      4.420705, ,           2.2,      4.371887, , 
          2.4,      4.242399, ,           2.4,      4.039073, ,           2.4,      5.789344, ,           2.4,      3.881858, ,           2.4,      3.860926, ,           2.4,      3.876781, ,           2.4,      3.829666, ,           2.4,      3.797827, ,           2.4,      3.786891, ,           2.4,       5.49294, ,           2.4,       4.98471, ,           2.4,      4.514554, ,           2.4,      4.466988, , 
          2.6,      4.349712, ,           2.6,      4.150638, ,           2.6,      5.837679, ,           2.6,      3.999004, ,           2.6,      3.979548, ,           2.6,      3.994838, ,           2.6,      3.951761, ,           2.6,      3.923156, ,           2.6,      3.913702, ,           2.6,      5.551429, ,           2.6,      5.061285, ,           2.6,      4.616055, ,           2.6,      4.569717, , 
          2.8,      4.457517, ,           2.8,      4.287707, ,           2.8,      5.887334, ,           2.8,      4.133609, ,           2.8,        4.1004, ,           2.8,      4.114165, ,           2.8,      4.076591, ,           2.8,      4.052121, ,           2.8,      4.044302, ,           2.8,      5.609645, ,           2.8,      5.135174, ,           2.8,      4.716595, ,           2.8,      4.671705, , 
            3,      4.570222, ,             3,      4.375619, ,             3,       5.93941, ,             3,      4.255132, ,             3,      4.233743, ,             3,      4.243267, ,             3,      4.202941, ,             3,      4.180914, ,             3,      4.173743, ,             3,       5.66874, ,             3,      5.207321, ,             3,      4.813414, ,             3,      4.771795, , 
          3.2,       4.68395, ,           3.2,      4.500995, ,           3.2,      5.994101, ,           3.2,      4.391612, ,           3.2,      4.364332, ,           3.2,      4.369934, ,           3.2,      4.326362, ,           3.2,      4.306099, ,           3.2,      4.299284, ,           3.2,      5.729104, ,           3.2,      5.278501, ,           3.2,        4.9081, ,           3.2,      4.869899, , 
          3.4,      4.795786, ,           3.4,      4.623531, ,           3.4,      6.052582, ,           3.4,      4.516961, ,           3.4,       4.48677, ,           3.4,      4.489639, ,           3.4,      4.448956, ,           3.4,      4.430546, ,           3.4,      4.423842, ,           3.4,       5.79217, ,           3.4,      5.350709, ,           3.4,      5.004624, ,           3.4,      4.968827, , 
          3.6,      4.905789, ,           3.6,      4.744891, ,           3.6,      6.118263, ,           3.6,      4.641133, ,           3.6,      4.607331, ,           3.6,      4.608508, ,           3.6,      4.571357, ,           3.6,      4.554085, ,           3.6,      4.547264, ,           3.6,      5.862762, ,           3.6,       5.43046, ,           3.6,      5.102014, ,           3.6,      5.068348, , 
          3.8,      5.015506, ,           3.8,      4.860566, ,           3.8,      6.188504, ,           3.8,        4.7624, ,           3.8,      4.732939, ,           3.8,      4.732984, ,           3.8,       4.69654, ,           3.8,      4.680099, ,           3.8,      4.673368, ,           3.8,      5.937591, ,           3.8,      5.513879, ,           3.8,      5.202335, ,           3.8,      5.170235, , 
            4,      5.128167, ,             4,      4.982542, ,             4,      6.264089, ,             4,      4.889697, ,             4,      4.861394, ,             4,      4.860606, ,             4,       4.82506, ,             4,      4.801475, ,             4,      4.787184, ,             4,      6.017183, ,             4,      5.601189, ,             4,      5.307296, ,             4,      5.276472, , 
          4.2,      5.245535, ,           4.2,      5.108237, ,           4.2,      6.343952, ,           4.2,      5.020958, ,           4.2,      4.991596, ,           4.2,      4.990386, ,           4.2,      4.953217, ,           4.2,      4.902887, ,           4.2,      4.878114, ,           4.2,      6.101157, ,           4.2,      5.692931, ,           4.2,       5.41513, ,           4.2,      5.385917, , 
          4.4,       5.36844, ,           4.4,      5.234996, ,           4.4,      6.430163, ,           4.4,      5.153662, ,           4.4,      5.125593, ,           4.4,      5.124087, ,           4.4,      5.049587, ,           4.4,      5.006347, ,           4.4,      4.996872, ,           4.4,      6.191976, ,           4.4,       5.79214, ,           4.4,      5.528189, ,           4.4,      5.500702, , 
          4.6,      5.495882, ,           4.6,      5.369685, ,           4.6,      6.523678, ,           4.6,      5.290399, ,           4.6,      5.251394, ,           4.6,      5.242944, ,           4.6,        5.1593, ,           4.6,      5.148419, ,           4.6,      5.158277, ,           4.6,       6.29033, ,           4.6,      5.899098, ,           4.6,       5.64691, ,           4.6,      5.620921, , 
          4.8,      5.627274, ,           4.8,      5.513816, ,           4.8,      6.625293, ,           4.8,      5.432427, ,           4.8,      5.382033, ,           4.8,      5.367291, ,           4.8,      5.290803, ,           4.8,       5.36147, ,           4.8,      5.389874, ,           4.8,      6.396591, ,           4.8,      6.013558, ,           4.8,      5.771847, ,           4.8,      5.746889, , 
            5,      5.765561, ,             5,       5.65395, ,             5,      6.734787, ,             5,      5.577707, ,             5,      5.524898, ,             5,      5.506716, ,             5,       5.45896, ,             5,      5.505617, ,             5,      5.521098, ,             5,      6.510182, ,             5,      6.134513, ,             5,      5.903818, ,             5,      5.879963, , 
          5.2,      5.910892, ,           5.2,      5.798241, ,           5.2,      6.852722, ,           5.2,      5.721956, ,           5.2,      5.665156, ,           5.2,      5.653808, ,           5.2,      5.601856, ,           5.2,      5.617124, ,           5.2,      5.620886, ,           5.2,      6.631742, ,           5.2,       6.26268, ,           5.2,      6.042989, ,           5.2,      6.020263, , 
          5.4,      6.062731, ,           5.4,      5.957413, ,           5.4,       6.98059, ,           5.4,      5.869325, ,           5.4,      5.836293, ,           5.4,      5.853506, ,           5.4,      5.817554, ,           5.4,      5.777491, ,           5.4,      5.760241, ,           5.4,       6.76282, ,           5.4,      6.399602, ,           5.4,      6.189568, ,           5.4,      6.167726, , 
          5.6,      6.222043, ,           5.6,      6.121951, ,           5.6,      7.119543, ,           5.6,      6.026342, ,           5.6,      5.992059, ,           5.6,      6.017279, ,           5.6,       5.99302, ,           5.6,       5.92273, ,           5.6,      5.894281, ,           5.6,       6.90427, ,           5.6,      6.545678, ,           5.6,      6.344264, ,           5.6,      6.323161, , 
          5.8,      6.390003, ,           5.8,      6.294142, ,           5.8,      7.272424, ,           5.8,      6.197572, ,           5.8,      6.149066, ,           5.8,      6.167793, ,           5.8,      6.131476, ,           5.8,      6.077657, ,           5.8,      6.055661, ,           5.8,      7.058376, ,           5.8,      6.702297, ,           5.8,       6.50842, ,           5.8,      6.487965, , 
            6,      6.568515, ,             6,      6.477715, , , , ,             6,      6.387593, ,             6,       6.35795, ,             6,      6.355871, ,             6,      6.287664, ,             6,      6.241466, ,             6,      6.223976, , , , ,             6,      6.871365, ,             6,      6.683663, ,             6,      6.663785, , 
          6.2,      6.759703, ,           6.2,      6.668329, , , , ,           6.2,      6.593135, ,           6.2,      6.610184, ,           6.2,      6.582892, ,           6.2,      6.450387, ,           6.2,      6.416498, ,           6.2,      6.406721, , , , ,           6.2,      7.057767, ,           6.2,      6.872721, ,           6.2,      6.853233, , 
          6.4,      6.966757, ,           6.4,      6.874204, , , , ,           6.4,      6.791652, ,           6.4,      6.824562, ,           6.4,      6.790352, ,           6.4,      6.649273, ,           6.4,      6.625068, ,           6.4,      6.644528, , , , , , , ,           6.4,      7.078847, ,           6.4,       7.05955, , 
          6.6,      8.037412, ,           6.6,      7.608563, , , , ,           6.6,      7.420189, ,           6.6,      7.831291, ,           6.6,      7.580487, ,           6.6,      6.867993, ,           6.6,      6.846493, ,           6.6,      7.028556, , , , , , , , , , , , , , 
          6.8,      10.79495, ,           6.8,      10.80214, , , , ,           6.8,      11.13796, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 

