Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      4.774165, ,            -1,      4.294659, ,            -1,      4.014154, ,            -1,      3.878343, ,            -1,      3.785135, ,            -1,      3.750312, ,            -1,      7.072988, ,            -1,      6.173291, ,            -1,      5.332055, , 
         -0.8,      4.553132, ,          -0.8,      4.103858, ,          -0.8,       3.84029, ,          -0.8,      3.712426, ,          -0.8,        3.6246, ,          -0.8,      3.591891, ,          -0.8,      6.713177, ,          -0.8,      5.867189, ,          -0.8,       5.07709, , 
         -0.6,      4.364948, ,          -0.6,      3.942059, ,          -0.6,       3.69348, ,          -0.6,      3.572713, ,          -0.6,      3.489513, ,          -0.6,       3.45844, ,          -0.6,      6.403987, ,          -0.6,      5.604948, ,          -0.6,       4.85931, , 
         -0.4,      4.203905, ,          -0.4,      3.804321, ,          -0.4,      3.568935, ,          -0.4,       3.45451, ,          -0.4,      3.375624, ,          -0.4,      3.346157, ,          -0.4,      6.136606, ,          -0.4,      5.378908, ,          -0.4,      4.672329, , 
         -0.2,      4.065619, ,          -0.2,      3.686705, ,          -0.2,      3.462983, ,          -0.2,      3.354149, ,          -0.2,      3.279112, ,          -0.2,      3.251092, ,          -0.2,      5.904545, ,          -0.2,      5.183374, ,          -0.2,      4.511155, , 
            0,      3.946714, ,             0,      3.586192, ,             0,      3.372801, ,             0,      3.268884, ,             0,      3.197275, ,             0,      3.170543, ,             0,      5.702762, ,             0,      5.013908, ,             0,      4.372069, , 
          0.2,      3.844479, ,           0.2,      3.500361, ,           0.2,      3.296182, ,           0.2,      3.196572, ,           0.2,         3.128, ,           0.2,      3.102422, ,           0.2,      5.527915, ,           0.2,      4.866851, ,           0.2,      4.251911, , 
          0.4,      3.756821, ,           0.4,       3.42729, ,           0.4,      3.231315, ,           0.4,       3.13548, ,           0.4,      3.069593, ,           0.4,      3.045035, ,           0.4,      5.376869, ,           0.4,      4.739565, ,           0.4,      4.148324, , 
          0.6,      3.682065, ,           0.6,      3.365546, ,           0.6,      3.176872, ,           0.6,      3.084374, ,           0.6,      3.020861, ,           0.6,       2.99721, ,           0.6,      5.246167, ,           0.6,      4.630034, ,           0.6,      4.059644, , 
          0.8,      3.619326, ,           0.8,      3.314817, ,           0.8,      3.134739, ,           0.8,      3.048517, ,           0.8,      2.990089, ,           0.8,      2.967688, ,           0.8,      5.134872, ,           0.8,      4.536769, ,           0.8,      3.984662, , 
            1,      3.573217, ,             1,      3.296206, ,             1,       3.13872, ,             1,      3.070609, ,             1,      3.009294, ,             1,      2.986319, ,             1,      5.041731, ,             1,      4.459491, ,             1,      3.924239, , 
          1.2,      3.572415, ,           1.2,      3.331512, ,           1.2,      3.177093, ,           1.2,      3.132836, ,           1.2,      3.062237, ,           1.2,      3.036345, ,           1.2,      4.968434, ,           1.2,      4.401701, ,           1.2,      3.891036, , 
          1.4,      3.614317, ,           1.4,      3.401483, ,           1.4,      3.232787, ,           1.4,      3.211656, ,           1.4,      3.150061, ,           1.4,      3.116251, ,           1.4,      4.955086, ,           1.4,      4.410557, ,           1.4,      3.900369, , 
          1.6,      3.686813, ,           1.6,      3.491364, ,           1.6,      3.321495, ,           1.6,       3.31387, ,           1.6,      3.260483, ,           1.6,      3.224328, ,           1.6,      4.981647, ,           1.6,      4.457255, ,           1.6,      3.961286, , 
          1.8,       3.78638, ,           1.8,      3.591268, ,           1.8,      3.431642, ,           1.8,      3.429683, ,           1.8,      3.382556, ,           1.8,      3.348863, ,           1.8,      5.029096, ,           1.8,      4.523069, ,           1.8,      4.053652, , 
            2,      3.897109, ,             2,      3.700808, ,             2,      3.551106, ,             2,        3.5512, ,             2,      3.510262, ,             2,      3.480497, ,             2,      5.086651, ,             2,      4.600989, ,             2,      4.159006, , 
