Alpha,T1-15.8 m/s-VLM2, , 
           -1,      5.802377, , 
         -0.8,      5.565775, , 
         -0.6,      5.364966, , 
         -0.4,      5.194245, , 
         -0.2,      5.048721, , 
            0,      4.924905, , 
          0.2,      4.819378, , 
          0.4,      4.729789, , 
          0.6,      4.653891, , 
          0.8,      4.590026, , 
            1,      4.536725, , 
          1.2,      4.492814, , 
          1.4,      4.457283, , 
          1.6,      4.429285, , 
          1.8,      4.408119, , 
            2,      4.393356, , 
          2.2,      4.385308, , 
          2.4,      4.397637, , 
          2.6,      4.440838, , 
          2.8,      4.501349, , 
            3,      4.579488, , 
          3.2,      4.667668, , 
          3.4,      4.761882, , 
          3.6,      4.861794, , 
          3.8,      4.968959, , 
            4,      5.097075, , 
          4.2,      5.195924, , 
          4.4,      5.301232, , 
          4.6,      5.426643, , 
          4.8,      5.542391, , 
            5,       5.66247, , 
          5.2,       5.77428, , 
          5.4,      5.898237, , 
          5.6,      6.011119, , 
          5.8,      6.131798, , 
            6,      6.263641, , 
          6.2,      6.388781, , 
          6.4,      6.511899, , 
          6.6,      6.648867, , 
          6.8,      6.790802, , 
            7,      6.935268, , 
          7.2,      7.079259, , 
          7.4,      7.225665, , 
          7.6,      7.380325, , 
          7.8,      7.543275, , 
            8,      7.712566, , 
          8.2,      7.888723, , 
          8.4,      8.074454, , 
          8.6,      8.520672, , 
          8.8,      10.59937, , 

