Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      13.71566, ,            -1,      15.20501, ,            -1,      15.58514, ,            -1,      9.506227, ,            -1,      11.02401, , 
         -0.8,      14.36483, ,          -0.8,      15.89609, ,          -0.8,      16.28777, ,          -0.8,      10.01027, ,          -0.8,      11.58674, , 
         -0.6,      14.96573, ,          -0.6,      16.53019, ,          -0.6,      16.93015, ,          -0.6,      10.48628, ,          -0.6,      12.11481, , 
         -0.4,      15.51873, ,          -0.4,      17.10873, ,          -0.4,      17.51468, ,          -0.4,       10.9342, ,          -0.4,      12.60817, , 
         -0.2,      16.02463, ,          -0.2,      17.63347, ,          -0.2,       18.0434, ,          -0.2,      11.35311, ,          -0.2,      13.06653, , 
            0,      16.48422, ,             0,      18.10589, ,             0,      18.51826, ,             0,      11.74298, ,             0,      13.48974, , 
          0.2,      16.89834, ,           0.2,      18.52757, ,           0.2,      18.94102, ,           0.2,      12.10279, ,           0.2,      13.87778, , 
          0.4,      17.26775, ,           0.4,      18.89979, ,           0.4,      19.31323, ,           0.4,      12.43179, ,           0.4,      14.23001, , 
          0.6,      17.59181, ,           0.6,      19.22145, ,           0.6,      19.63335, ,           0.6,      12.72851, ,           0.6,      14.54513, , 
          0.8,       17.8404, ,           0.8,      19.32735, ,           0.8,      19.68724, ,           0.8,       12.9901, ,           0.8,       14.8194, , 
            1,      17.77976, ,             1,      19.01919, ,             1,      19.47211, ,             1,      13.20902, ,             1,      15.02987, , 
          1.2,      17.49279, ,           1.2,      18.57742, ,           1.2,      18.99134, ,           1.2,       13.3003, ,           1.2,      15.08008, , 
          1.4,      17.05643, ,           1.4,      18.04013, ,           1.4,      18.36967, ,           1.4,      13.20037, ,           1.4,      14.94309, , 
          1.6,      16.57425, ,           1.6,      17.42066, ,           1.6,      17.69123, ,           1.6,      13.02104, ,           1.6,      14.62329, , 
          1.8,      16.08787, ,           1.8,      16.79863, ,           1.8,      17.01677, ,           1.8,      12.80107, ,           1.8,      14.24614, , 
            2,      15.53713, ,             2,      16.20436, ,             2,      16.38164, ,             2,      12.58564, ,             2,      13.87784, , 
          2.2,      15.05177, ,           2.2,      15.63224, ,           2.2,      15.79653, ,           2.2,      12.39175, ,           2.2,      13.54307, , 
          2.4,      14.61782, ,           2.4,      15.09276, ,           2.4,      15.25876, ,           2.4,       12.2114, ,           2.4,      13.24124, , 
          2.6,      14.13674, ,           2.6,      14.61064, ,           2.6,      14.75348, ,           2.6,      12.02941, ,           2.6,      12.95446, , 
          2.8,      13.72188, ,           2.8,      14.15658, ,           2.8,       14.2909, ,           2.8,      11.84784, ,           2.8,      12.67723, , 
            3,      13.34277, ,             3,      13.71932, ,             3,      13.84516, ,             3,      11.65713, ,             3,      12.39962, , 
          3.2,      12.94754, ,           3.2,      13.31178, ,           3.2,      13.41807, ,           3.2,      11.44527, ,           3.2,      12.12143, , 
          3.4,      12.58106, ,           3.4,      12.91337, ,           3.4,      13.05949, ,           3.4,      11.22656, ,           3.4,      11.83862, , 
          3.6,      12.22277, ,           3.6,      12.53489, ,           3.6,      12.77923, ,           3.6,      11.00124, ,           3.6,      11.55139, , 
          3.8,      11.87224, ,           3.8,       12.2129, ,           3.8,      12.44505, ,           3.8,      10.76791, ,           3.8,      11.26301, , 
            4,      11.51479, ,             4,        11.855, ,             4,      11.98254, ,             4,      10.52541, ,             4,      10.97173, , 
          4.2,      11.15647, ,           4.2,      11.49198, ,           4.2,      11.61857, ,           4.2,      10.27563, ,           4.2,      10.67647, , 
          4.4,      10.79874, ,           4.4,       11.0229, ,           4.4,      11.08585, ,           4.4,      10.01543, ,           4.4,      10.37783, , 
          4.6,      10.46729, ,           4.6,       10.6671, ,           4.6,       10.7149, ,           4.6,      9.745558, ,           4.6,      10.07454, , 
          4.8,      10.11423, ,           4.8,      10.35593, ,           4.8,      10.43381, ,           4.8,      9.466131, ,           4.8,      9.764006, , 
            5,      9.758111, ,             5,      9.914807, ,             5,      10.10001, ,             5,      9.173243, ,             5,      9.444594, , 
          5.2,        9.4038, ,           5.2,      9.524639, ,           5.2,       9.77693, ,           5.2,      8.862927, ,           5.2,      9.113279, , 
          5.4,      8.758496, ,           5.4,      8.835145, ,           5.4,      9.394805, , , , , , , , 
          5.6,      5.714834, , , , , , , , , , , , , , 

