Alpha,T1-15.8 m/s-VLM2, , 
           -2,      1.421908, , 
         -1.8,      1.412973, , 
         -1.6,      1.404709, , 
         -1.4,      1.397089, , 
         -1.2,       1.39003, , 
           -1,      1.383538, , 
         -0.8,      1.377658, , 
         -0.6,      1.372352, , 
         -0.4,      1.367614, , 
         -0.2,      1.363454, , 
            0,      1.359886, , 
          0.2,      1.356871, , 
          0.4,        1.3544, , 
          0.6,      1.352399, , 
          0.8,      1.350919, , 
            1,      1.349913, , 
          1.2,      1.349471, , 
          1.4,      1.349461, , 
          1.6,      1.349987, , 
          1.8,      1.350991, , 
            2,      1.352451, , 
          2.2,       1.35441, , 
          2.4,      1.356715, , 
          2.6,      1.359522, , 
          2.8,      1.362782, , 
            3,      1.366438, , 
          3.2,      1.370575, , 
          3.4,      1.375072, , 
          3.6,      1.379972, , 
          3.8,      1.385328, , 
            4,      1.391157, , 
          4.2,      1.397432, , 
          4.4,      1.404227, , 
          4.6,      1.411652, , 
          4.8,      1.419888, , 
            5,      1.429552, , 

