Alpha,T1-10.0 m/s-VLM2, , Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.2 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-21.5 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.3 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-29.3 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-5.2 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            1,      11.79807, ,             1,      11.98386, ,             1,      12.20299, ,             1,      12.61968, ,             1,      12.90545, ,             1,       8.90913, ,             1,      9.034723, ,             1,      9.250167, ,             1,      12.99882, ,             1,       13.0561, ,             1,      13.16369, ,             1,      13.19305, ,             1,      13.25589, ,             1,      13.31551, ,             1,      13.33976, ,             1,      13.40364, ,             1,      13.43705, ,             1,      13.45685, ,             1,      13.46886, ,             1,      9.637217, ,             1,      10.38548, ,             1,      10.52157, ,             1,      10.87009, ,             1,      11.25343, ,             1,      11.37344, , 
          1.2,      11.79886, ,           1.2,      11.98109, ,           1.2,      12.19509, ,           1.2,      12.60239, ,           1.2,      12.87484, ,           1.2,      8.921843, ,           1.2,      9.047522, ,           1.2,      9.263107, ,           1.2,      12.96498, ,           1.2,      13.02079, ,           1.2,      13.12359, ,           1.2,      13.15095, ,           1.2,      13.20947, ,           1.2,      13.26649, ,           1.2,      13.28993, ,           1.2,      13.35166, ,           1.2,      13.38389, ,           1.2,      13.40288, ,           1.2,       13.4144, ,           1.2,      9.650391, ,           1.2,       10.3988, ,           1.2,      10.53437, ,           1.2,       10.8815, ,           1.2,      11.26313, ,           1.2,      11.38125, , 
          1.4,      11.79095, ,           1.4,       11.9692, ,           1.4,      12.17797, ,           1.4,      12.57505, ,           1.4,      12.84584, ,           1.4,      8.930958, ,           1.4,      9.056537, ,           1.4,      9.271937, ,           1.4,      12.93164, ,           1.4,      12.98361, ,           1.4,      13.08152, ,           1.4,      13.10834, ,           1.4,      13.16572, ,           1.4,      13.22318, ,           1.4,      13.24706, ,           1.4,      13.30996, ,           1.4,      13.34239, ,           1.4,      13.36076, ,           1.4,       13.3719, ,           1.4,      9.658843, ,           1.4,      10.40613, ,           1.4,      10.54104, ,           1.4,      10.88635, ,           1.4,      11.26578, ,           1.4,      11.38165, , 
          1.6,      11.77581, ,           1.6,      11.94979, ,           1.6,      12.15276, ,           1.6,      12.54104, ,           1.6,      12.80337, ,           1.6,      8.934253, ,           1.6,      9.059753, ,           1.6,       9.27501, ,           1.6,      12.88897, ,           1.6,      12.94161, ,           1.6,      13.03924, ,           1.6,      13.06547, ,           1.6,      13.12155, ,           1.6,      13.17615, ,           1.6,      13.19859, ,           1.6,      13.25766, ,           1.6,      13.28815, ,           1.6,      13.30547, ,           1.6,      13.31598, ,           1.6,      9.661633, ,           1.6,      10.40798, ,           1.6,      10.54204, ,           1.6,      10.88509, ,           1.6,      11.26182, ,           1.6,      11.37531, , 
          1.8,      11.75459, ,           1.8,       11.9243, ,           1.8,      12.12154, ,           1.8,      12.49898, ,           1.8,      12.75649, ,           1.8,      8.933062, ,           1.8,      9.058416, ,           1.8,      9.273413, ,           1.8,      12.83935, ,           1.8,      12.88992, ,           1.8,      12.98433, ,           1.8,      13.00991, ,           1.8,       13.0646, ,           1.8,      13.11936, ,           1.8,      13.14212, ,           1.8,      13.20204, ,           1.8,      13.23253, ,           1.8,      13.24908, ,           1.8,      13.25911, ,           1.8,      9.659544, ,           1.8,      10.40452, ,           1.8,      10.53763, ,           1.8,      10.87814, ,           1.8,      11.25186, ,           1.8,      11.36294, , 
            2,      11.72801, ,             2,       11.8935, ,             2,      12.08506, ,             2,      12.45148, ,             2,      12.70228, ,             2,      8.926992, ,             2,      9.052191, ,             2,      9.266919, ,             2,      12.78385, ,             2,      12.83382, ,             2,      12.92667, ,             2,      12.95167, ,             2,      13.00512, ,             2,       13.0588, ,             2,      13.08112, ,             2,      13.13992, ,             2,      13.16968, ,             2,      13.18556, ,             2,      13.19519, ,             2,      9.652551, ,             2,      10.39615, ,             2,      10.52821, ,             2,      10.86596, ,             2,      11.23641, ,             2,      11.34511, , 
          2.2,      11.69657, ,           2.2,      11.85802, ,           2.2,      12.04413, ,           2.2,      12.39968, ,           2.2,      12.64366, ,           2.2,      8.916588, ,           2.2,      9.041604, ,           2.2,      9.256015, ,           2.2,      12.72317, ,           2.2,      12.77191, ,           2.2,      12.86334, ,           2.2,      12.88827, ,           2.2,      12.94156, ,           2.2,      12.99435, ,           2.2,      13.01619, ,           2.2,      13.07369, ,           2.2,      13.10239, ,           2.2,      13.11694, ,           2.2,      13.12576, ,           2.2,       9.64107, ,           2.2,      10.38312, ,           2.2,      10.51406, ,           2.2,      10.84879, ,           2.2,      11.21571, ,           2.2,       11.3221, , 
          2.4,      11.66077, ,           2.4,      11.81836, ,           2.4,      11.99931, ,           2.4,      12.34436, ,           2.4,      12.58145, ,           2.4,      8.902652, ,           2.4,       9.02741, ,           2.4,      9.241374, ,           2.4,      12.65931, ,           2.4,      12.70716, ,           2.4,      12.79731, ,           2.4,      12.82202, ,           2.4,      12.87485, ,           2.4,      12.92661, ,           2.4,      12.94794, ,           2.4,      13.00408, ,           2.4,       13.0322, ,           2.4,      13.04666, ,           2.4,      13.05542, ,           2.4,      9.625614, ,           2.4,      10.36566, ,           2.4,       10.4954, ,           2.4,      10.82696, ,           2.4,      11.19019, ,           2.4,      11.29437, , 
          2.6,      11.62074, ,           2.6,      11.77471, ,           2.6,       11.9509, ,           2.6,      12.28599, ,           2.6,      12.51652, ,           2.6,      8.884044, ,           2.6,      9.008578, ,           2.6,       9.22216, ,           2.6,      12.59308, ,           2.6,      12.64033, ,           2.6,        12.729, ,           2.6,       12.7532, ,           2.6,      12.80491, ,           2.6,      12.85456, ,           2.6,      12.87484, ,           2.6,      12.92823, ,           2.6,      12.95514, ,           2.6,      12.96933, ,           2.6,      12.97793, ,           2.6,      9.605723, ,           2.6,      10.34403, ,           2.6,      10.47246, ,           2.6,       10.8006, ,           2.6,      11.15984, ,           2.6,      11.26194, , 
          2.8,       11.5765, ,           2.8,      11.72716, ,           2.8,      11.89938, ,           2.8,      12.22512, ,           2.8,      12.45107, ,           2.8,      8.861516, ,           2.8,      8.985826, ,           2.8,      9.199029, ,           2.8,      12.52575, ,           2.8,      12.57165, ,           2.8,      12.65801, ,           2.8,      12.68165, ,           2.8,      12.73218, ,           2.8,      12.77898, ,           2.8,      12.79781, ,           2.8,      12.84736, ,           2.8,      12.87284, ,           2.8,      12.88722, ,           2.8,      12.89593, ,           2.8,      9.581928, ,           2.8,      10.31851, ,           2.8,      10.44555, ,           2.8,      10.77001, ,           2.8,        11.125, ,           2.8,      11.22507, , 
            3,      11.52827, ,             3,      11.67553, ,             3,      11.84341, ,             3,      12.16123, ,             3,      12.38215, ,             3,      8.832465, ,             3,      8.956757, ,             3,      9.169956, ,             3,      12.45514, ,             3,      12.49998, ,             3,      12.58238, ,             3,      12.60427, ,             3,      12.65104, ,             3,      12.69599, ,             3,      12.71436, ,             3,      12.76268, ,             3,       12.7877, ,             3,       12.8021, ,             3,      12.81083, ,             3,      9.552927, ,             3,      10.28927, ,             3,      10.41487, ,             3,      10.73552, ,             3,      11.08614, ,             3,      11.18418, , 
          3.2,      11.47641, ,           3.2,      11.62048, ,           3.2,      11.78484, ,           3.2,       12.0942, ,           3.2,      12.30895, ,           3.2,      8.794922, ,           3.2,      8.919572, ,           3.2,      9.133443, ,           3.2,      12.37978, ,           3.2,      12.42324, ,           3.2,      12.50368, ,           3.2,      12.52525, ,           3.2,      12.57134, ,           3.2,      12.61429, ,           3.2,       12.6316, ,           3.2,      12.67715, ,           3.2,      12.70098, ,           3.2,      12.71516, ,           3.2,      12.72376, ,           3.2,      9.517806, ,           3.2,      10.25656, ,           3.2,       10.3807, ,           3.2,      10.69748, ,           3.2,      11.04365, ,           3.2,      11.13966, , 
          3.4,      11.42133, ,           3.4,      11.56212, ,           3.4,      11.72244, ,           3.4,      12.02692, ,           3.4,      12.23331, ,           3.4,       8.75294, ,           3.4,      8.878035, ,           3.4,      9.092736, ,           3.4,      12.30173, ,           3.4,      12.34402, ,           3.4,      12.42237, ,           3.4,      12.44341, ,           3.4,      12.48836, ,           3.4,      12.53013, ,           3.4,      12.54695, ,           3.4,      12.59118, ,           3.4,      12.61431, ,           3.4,      12.62805, ,           3.4,      12.63639, ,           3.4,      9.478807, ,           3.4,      10.22065, ,           3.4,      10.34329, ,           3.4,      10.65616, ,           3.4,      10.99784, ,           3.4,      11.09185, , 
          3.6,      11.36364, ,           3.6,      11.50122, ,           3.6,      11.65747, ,           3.6,      11.95523, ,           3.6,      12.16008, ,           3.6,      8.706517, ,           3.6,      8.832155, ,           3.6,      9.047871, ,           3.6,      12.22544, ,           3.6,      12.26508, ,           3.6,      12.33979, ,           3.6,      12.36028, ,           3.6,      12.40407, ,           3.6,      12.44675, ,           3.6,       12.4643, ,           3.6,      12.51044, ,           3.6,      12.53417, ,           3.6,      12.54757, ,           3.6,      12.55569, ,           3.6,      9.436021, ,           3.6,      10.18173, ,           3.6,      10.30288, ,           3.6,      10.61184, ,           3.6,      10.94903, ,           3.6,      11.04111, , 
          3.8,       11.3037, ,           3.8,      11.43827, ,           3.8,      11.59081, ,           3.8,      11.88171, ,           3.8,      12.08156, ,           3.8,      8.654739, ,           3.8,      8.781105, ,           3.8,       8.99817, ,           3.8,      12.14696, ,           3.8,      12.18709, ,           3.8,      12.26161, ,           3.8,      12.28168, ,           3.8,      12.32456, ,           3.8,      12.36551, ,           3.8,       12.3822, ,           3.8,       12.4261, ,           3.8,      12.44872, ,           3.8,      12.46158, ,           3.8,      12.46938, ,           3.8,      9.389062, ,           3.8,      10.14004, ,           3.8,      10.25971, ,           3.8,       10.5648, ,           3.8,      10.89758, ,           3.8,      10.98781, , 
            4,      11.24191, ,             4,      11.37368, ,             4,      11.52286, ,             4,      11.80675, ,             4,      12.00164, ,             4,      8.596987, ,             4,      8.724317, ,             4,       8.94316, ,             4,      12.06556, ,             4,      12.10481, ,             4,      12.17769, ,             4,      12.19732, ,             4,      12.23924, ,             4,      12.27966, ,             4,       12.2962, ,             4,      12.33968, ,             4,      12.36197, ,             4,      12.37442, ,             4,      12.38196, ,             4,      9.337648, ,             4,      10.09569, ,             4,      10.21392, ,             4,      10.51525, ,             4,      10.84377, ,             4,      10.93226, , 
          4.2,      11.17854, ,           4.2,      11.30768, ,           4.2,      11.45358, ,           4.2,      11.73065, ,           4.2,      11.92069, ,           4.2,      8.535176, ,           4.2,      8.663567, ,           4.2,       8.88437, ,           4.2,       11.9831, ,           4.2,      12.02143, ,           4.2,      12.09265, ,           4.2,      12.11185, ,           4.2,      12.15285, ,           4.2,      12.19284, ,           4.2,      12.20927, ,           4.2,       12.2525, ,           4.2,      12.27456, ,           4.2,      12.28671, ,           4.2,      12.29408, ,           4.2,       9.28283, ,           4.2,      10.04879, ,           4.2,      10.16565, ,           4.2,      10.46338, ,           4.2,      10.78781, ,           4.2,      10.87469, , 
          4.4,      11.11377, ,           4.4,      11.24043, ,           4.4,      11.38318, ,           4.4,      11.65366, ,           4.4,      11.83899, ,           4.4,      8.466122, ,           4.4,      8.595922, ,           4.4,      8.819321, ,           4.4,      11.89992, ,           4.4,      11.93737, ,           4.4,      12.00701, ,           4.4,      12.02581, ,           4.4,      12.06595, ,           4.4,      12.10551, ,           4.4,      12.12184, ,           4.4,      12.16478, ,           4.4,      12.18655, ,           4.4,      12.19829, ,           4.4,      12.20541, ,           4.4,      9.223022, ,           4.4,      9.999594, ,           4.4,      10.11513, ,           4.4,      10.40941, ,           4.4,      10.72995, ,           4.4,      10.81532, , 
          4.6,      11.04773, ,           4.6,      11.17207, ,           4.6,      11.31181, ,           4.6,      11.57598, ,           4.6,      11.75676, ,           4.6,       8.38947, ,           4.6,      8.521058, ,           4.6,      8.747749, ,           4.6,      11.81624, ,           4.6,      11.85279, ,           4.6,       11.9209, ,           4.6,      11.93933, ,           4.6,      11.97868, ,           4.6,      12.01785, ,           4.6,      12.03407, ,           4.6,      12.07675, ,           4.6,      12.09806, ,           4.6,      12.10894, ,           4.6,      12.11554, ,           4.6,      9.158086, ,           4.6,       9.94828, ,           4.6,      10.06255, ,           4.6,      10.35353, ,           4.6,      10.67033, ,           4.6,      10.75431, , 
          4.8,      10.98059, ,           4.8,      11.10276, ,           4.8,      11.23962, ,           4.8,      11.49778, ,           4.8,      11.67421, ,           4.8,      8.304487, ,           4.8,      8.438295, ,           4.8,      8.669075, ,           4.8,      11.73222, ,           4.8,      11.76786, ,           4.8,      11.83479, ,           4.8,      11.85309, ,           4.8,      11.89215, ,           4.8,      11.93077, ,           4.8,      11.94674, ,           4.8,      11.98871, ,           4.8,      12.00965, ,           4.8,      12.02031, ,           4.8,      12.02677, ,           4.8,      9.087667, ,           4.8,      9.895008, ,           4.8,      10.00806, ,           4.8,      10.29588, ,           4.8,      10.60913, ,           4.8,      10.69181, , 
            5,      10.91243, ,             5,      11.03257, ,             5,      11.16673, ,             5,      11.41921, ,             5,      11.59147, ,             5,      8.206034, ,             5,      8.342853, ,             5,      8.579181, ,             5,      11.64805, ,             5,       11.6828, ,             5,      11.74868, ,             5,       11.7669, ,             5,      11.80581, ,             5,      11.84308, ,             5,      11.85829, ,             5,      11.89827, ,             5,      11.91826, ,             5,       11.9285, ,             5,      11.93471, ,             5,      9.008987, ,             5,       9.83991, ,             5,      9.951801, ,             5,      10.23661, ,             5,       10.5465, ,             5,      10.62796, , 
          5.2,      10.84322, ,           5.2,       10.9615, ,           5.2,       11.0933, ,           5.2,      11.34042, ,           5.2,      11.50867, ,           5.2,      8.087526, ,           5.2,      8.228571, ,           5.2,      8.472699, ,           5.2,      11.56438, ,           5.2,       11.5987, ,           5.2,      11.66356, ,           5.2,      11.68142, ,           5.2,      11.71957, ,           5.2,      11.75484, ,           5.2,      11.76902, ,           5.2,      11.80628, ,           5.2,      11.82514, ,           5.2,      11.83527, ,           5.2,      11.84141, ,           5.2,      8.918328, ,           5.2,       9.78301, ,           5.2,      9.893807, ,           5.2,      10.17579, ,           5.2,      10.48251, ,           5.2,      10.56283, , 
          5.4,      10.77306, ,           5.4,      10.88941, ,           5.4,      11.01843, ,           5.4,      11.25999, ,           5.4,      11.42508, ,           5.4,      7.918675, ,           5.4,      8.067141, ,           5.4,       8.32502, ,           5.4,       11.4803, ,           5.4,      11.51443, ,           5.4,      11.57688, ,           5.4,      11.59338, ,           5.4,       11.6286, ,           5.4,      11.66267, ,           5.4,      11.67663, ,           5.4,      11.71331, ,           5.4,      11.73186, ,           5.4,       11.7418, ,           5.4,      11.74782, ,           5.4,      8.798731, ,           5.4,      9.724508, ,           5.4,      9.834283, ,           5.4,      10.11363, ,           5.4,      10.41741, ,           5.4,      10.49662, , 
          5.6,      10.70186, ,           5.6,      10.81656, ,           5.6,      10.94391, ,           5.6,      11.18133, ,           5.6,      11.34371, ,           5.6,      7.212321, ,           5.6,      7.399769, ,           5.6,       7.73177, ,           5.6,      11.39756, ,           5.6,      11.43071, ,           5.6,      11.49196, ,           5.6,      11.50836, ,           5.6,      11.54336, ,           5.6,      11.57668, ,           5.6,      11.59023, ,           5.6,      11.62586, ,           5.6,      11.64391, ,           5.6,      11.65363, ,           5.6,      11.65952, ,           5.6,      8.363774, ,           5.6,      9.664424, ,           5.6,      9.773262, ,           5.6,       10.0502, ,           5.6,       10.3513, ,           5.6,      10.42939, , 
          5.8,      10.62988, ,           5.8,      10.74285, ,           5.8,      10.86814, ,           5.8,      11.10036, ,           5.8,      11.25972, ,           5.8,       6.77004, ,           5.8,      6.976078, ,           5.8,      7.345422, ,           5.8,      11.31243, ,           5.8,      11.34481, ,           5.8,      11.40481, ,           5.8,      11.42095, ,           5.8,      11.45538, ,           5.8,      11.48742, ,           5.8,      11.50034, ,           5.8,      11.53426, ,           5.8,      11.55151, ,           5.8,      11.56091, ,           5.8,       11.5666, ,           5.8,       8.06453, ,           5.8,      9.602907, ,           5.8,      9.710895, ,           5.8,      9.985652, ,           5.8,      10.28434, ,           5.8,      10.36133, , 
            6,      10.55737, ,             6,       10.6686, ,             6,      10.79166, ,             6,      11.02149, ,             6,      11.17549, ,             6,      6.444337, ,             6,       6.66108, ,             6,         7.053, ,             6,       11.2267, ,             6,      11.25837, ,             6,       11.3171, ,             6,       11.3329, ,             6,      11.36662, ,             6,      11.39771, ,             6,       11.4102, ,             6,      11.44299, ,             6,      11.45964, ,             6,      11.46869, ,             6,      11.47418, ,             6,      7.828788, ,             6,      9.540075, ,             6,      9.647311, ,             6,      9.920152, ,             6,      10.21673, ,             6,      10.29264, , 

