Alpha,T1-10.0 m/s-VLM2, , Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.2 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-21.5 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.3 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-29.3 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-5.2 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,       11.2083, ,            -1,      11.40078, ,            -1,      11.65219, ,            -1,      12.14801, ,            -1,      12.48332, ,            -1,       8.44094, ,            -1,      8.560864, ,            -1,      8.766644, ,            -1,      12.59004, ,            -1,      12.65526, ,            -1,      12.78029, ,            -1,      12.81525, ,            -1,      12.89016, ,            -1,       12.9747, ,            -1,      13.01144, ,            -1,      13.10859, ,            -1,      13.15939, ,            -1,      13.18917, ,            -1,      13.20725, ,            -1,      9.136527, ,            -1,      9.851679, ,            -1,      9.980497, ,            -1,      10.31036, ,            -1,      10.67328, ,            -1,      10.79102, , 
         -0.8,      11.32108, ,          -0.8,      11.51595, ,          -0.8,      11.76884, ,          -0.8,       12.2638, ,          -0.8,      12.59646, ,          -0.8,      8.517829, ,          -0.8,      8.638949, ,          -0.8,      8.846789, ,          -0.8,      12.70264, ,          -0.8,      12.76762, ,          -0.8,      12.89098, ,          -0.8,      12.92506, ,          -0.8,      12.99809, ,          -0.8,      13.08174, ,          -0.8,      13.11827, ,          -0.8,      13.21484, ,          -0.8,       13.2647, ,          -0.8,      13.29279, ,          -0.8,      13.30985, ,          -0.8,      9.220395, ,          -0.8,      9.943106, ,          -0.8,       10.0739, ,          -0.8,      10.40892, ,          -0.8,      10.77766, ,          -0.8,      10.89722, , 
         -0.6,      11.42078, ,          -0.6,      11.61728, ,          -0.6,      11.87005, ,          -0.6,      12.36294, ,          -0.6,      12.70097, ,          -0.6,      8.588701, ,          -0.6,      8.710762, ,          -0.6,       8.92021, ,          -0.6,      12.80784, ,          -0.6,       12.8727, ,          -0.6,      12.99726, ,          -0.6,      13.03217, ,          -0.6,      13.10698, ,          -0.6,       13.1895, ,          -0.6,      13.22508, ,          -0.6,      13.31911, ,          -0.6,       13.3671, ,          -0.6,      13.39314, ,          -0.6,      13.40895, ,          -0.6,      9.296694, ,          -0.6,      10.02519, ,          -0.6,      10.15762, ,          -0.6,      10.49687, ,          -0.6,      10.87037, ,          -0.6,      10.99145, , 
         -0.4,      11.50812, ,          -0.4,       11.7055, ,          -0.4,      11.95663, ,          -0.4,      12.44744, ,          -0.4,      12.78217, ,          -0.4,      8.650675, ,          -0.4,      8.773663, ,          -0.4,      8.984707, ,          -0.4,      12.88612, ,          -0.4,      12.94877, ,          -0.4,      13.07121, ,          -0.4,      13.10625, ,          -0.4,      13.18132, ,          -0.4,      13.25971, ,          -0.4,      13.29284, ,          -0.4,      13.38034, ,          -0.4,      13.42539, ,          -0.4,      13.45059, ,          -0.4,       13.4659, ,          -0.4,      9.364069, ,          -0.4,       10.0983, ,          -0.4,      10.23204, ,          -0.4,      10.57472, ,          -0.4,      10.95207, ,          -0.4,      11.07437, , 
         -0.2,      11.58211, ,          -0.2,      11.77937, ,          -0.2,      12.02751, ,          -0.2,      12.50772, ,          -0.2,      12.83662, ,          -0.2,      8.705387, ,          -0.2,      8.829175, ,          -0.2,      9.041592, ,          -0.2,      12.94265, ,          -0.2,       13.0075, ,          -0.2,      13.12688, ,          -0.2,       13.1586, ,          -0.2,      13.22653, ,          -0.2,      13.30019, ,          -0.2,      13.33175, ,          -0.2,      13.41505, ,          -0.2,      13.45815, ,          -0.2,       13.4827, ,          -0.2,       13.4976, ,          -0.2,      9.423426, ,          -0.2,      10.16254, ,          -0.2,      10.29733, ,          -0.2,      10.64273, ,          -0.2,      11.02309, ,          -0.2,      11.14606, , 
            0,      11.64369, ,             0,      11.84041, ,             0,      12.08614, ,             0,      12.55931, ,             0,      12.87651, ,             0,      8.754337, ,             0,      8.878722, ,             0,      9.092158, ,             0,       12.9792, ,             0,      13.04231, ,             0,      13.16027, ,             0,      13.19224, ,             0,       13.2607, ,             0,      13.33306, ,             0,      13.36378, ,             0,      13.44483, ,             0,      13.48663, ,             0,      13.51022, ,             0,      13.52453, ,             0,      9.475804, ,             0,      10.21842, ,             0,      10.35402, ,             0,      10.70148, ,             0,       11.0841, ,             0,      11.20721, , 
          0.2,      11.69397, ,           0.2,      11.88903, ,           0.2,       12.1299, ,           0.2,      12.59457, ,           0.2,      12.90608, ,           0.2,      8.797782, ,           0.2,      8.922576, ,           0.2,      9.136699, ,           0.2,      13.00539, ,           0.2,      13.06603, ,           0.2,      13.18129, ,           0.2,      13.21321, ,           0.2,      13.28155, ,           0.2,      13.35415, ,           0.2,      13.38501, ,           0.2,      13.46647, ,           0.2,      13.50804, ,           0.2,      13.53066, ,           0.2,       13.5444, ,           0.2,      9.521537, ,           0.2,      10.26639, ,           0.2,      10.40256, ,           0.2,      10.75146, ,           0.2,      11.13564, ,           0.2,      11.25851, , 
          0.4,      11.73456, ,           0.4,      11.92747, ,           0.4,      12.16224, ,           0.4,      12.61437, ,           0.4,      12.92085, ,           0.4,      8.834739, ,           0.4,      8.959851, ,           0.4,      9.174507, ,           0.4,      13.01919, ,           0.4,      13.07927, ,           0.4,      13.19423, ,           0.4,      13.22632, ,           0.4,      13.29503, ,           0.4,      13.36637, ,           0.4,      13.39644, ,           0.4,      13.47579, ,           0.4,      13.51587, ,           0.4,      13.53693, ,           0.4,      13.54972, ,           0.4,      9.560259, ,           0.4,      10.30677, ,           0.4,      10.44329, ,           0.4,       10.7931, ,           0.4,      11.17821, ,           0.4,      11.30067, , 
          0.6,      11.76592, ,           0.6,      11.95661, ,           0.6,      12.18508, ,           0.6,      12.62386, ,           0.6,      12.92298, ,           0.6,      8.865385, ,           0.6,      8.990741, ,           0.6,      9.205802, ,           0.6,       13.0208, ,           0.6,      13.08097, ,           0.6,      13.19521, ,           0.6,       13.2268, ,           0.6,      13.29442, ,           0.6,      13.36261, ,           0.6,      13.39103, ,           0.6,      13.46599, ,           0.6,      13.50373, ,           0.6,      13.52337, ,           0.6,      13.53528, ,           0.6,      9.592244, ,           0.6,      10.33989, ,           0.6,      10.47649, ,           0.6,      10.82645, ,           0.6,      11.21165, ,           0.6,      11.33368, , 
          0.8,      11.78722, ,           0.8,      11.97569, ,           0.8,       12.1992, ,           0.8,      12.62517, ,           0.8,      12.91866, ,           0.8,      8.890025, ,           0.8,      9.015539, ,           0.8,      9.230861, ,           0.8,      13.01452, ,           0.8,      13.07328, ,           0.8,      13.18522, ,           0.8,       13.2163, ,           0.8,      13.28283, ,           0.8,       13.3463, ,           0.8,      13.37217, ,           0.8,      13.44035, ,           0.8,      13.47538, ,           0.8,      13.49496, ,           0.8,      13.50685, ,           0.8,      9.617731, ,           0.8,      10.36595, ,           0.8,      10.50239, ,           0.8,       10.8519, ,           0.8,      11.23647, ,           0.8,      11.35777, , 
