Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.5573789, ,            -1,     0.5573789, ,            -1,     0.5573789, ,            -1,     0.5573789, ,            -1,     0.5573789, , 
         -0.8,     0.5571812, ,          -0.8,     0.5571812, ,          -0.8,     0.5571812, ,          -0.8,     0.5571812, ,          -0.8,     0.5571812, , 
         -0.6,     0.5569768, ,          -0.6,     0.5569768, ,          -0.6,     0.5569768, ,          -0.6,     0.5569768, ,          -0.6,     0.5569768, , 
         -0.4,     0.5567659, ,          -0.4,     0.5567659, ,          -0.4,     0.5567659, ,          -0.4,     0.5567659, ,          -0.4,     0.5567659, , 
         -0.2,     0.5565488, ,          -0.2,     0.5565488, ,          -0.2,     0.5565488, ,          -0.2,     0.5565488, ,          -0.2,     0.5565488, , 
            0,     0.5563256, ,             0,     0.5563256, ,             0,     0.5563256, ,             0,     0.5563256, ,             0,     0.5563256, , 
          0.2,     0.5560967, ,           0.2,     0.5560967, ,           0.2,     0.5560967, ,           0.2,     0.5560967, ,           0.2,     0.5560967, , 
          0.4,     0.5558621, ,           0.4,     0.5558621, ,           0.4,     0.5558621, ,           0.4,     0.5558621, ,           0.4,     0.5558621, , 
          0.6,     0.5556221, ,           0.6,     0.5556221, ,           0.6,     0.5556221, ,           0.6,     0.5556221, ,           0.6,     0.5556221, , 
          0.8,     0.5553769, ,           0.8,     0.5553769, ,           0.8,     0.5553769, ,           0.8,     0.5553769, ,           0.8,     0.5553769, , 
            1,     0.5551266, ,             1,     0.5551266, ,             1,     0.5551266, ,             1,     0.5551266, ,             1,     0.5551266, , 
          1.2,     0.5548712, ,           1.2,     0.5548712, ,           1.2,     0.5548712, ,           1.2,     0.5548712, ,           1.2,     0.5548712, , 
