Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      6.421424, ,            -1,      6.522357, ,            -1,      6.604341, ,            -1,      6.658685, ,            -1,      6.744771, ,            -1,       6.80351, ,            -1,      5.768592, ,            -1,      6.070093, ,            -1,      6.300757, , 
         -0.8,      6.504457, ,          -0.8,      6.616593, ,          -0.8,      6.707878, ,          -0.8,      6.766364, ,          -0.8,      6.858876, ,          -0.8,      6.921671, ,          -0.8,      5.829155, ,          -0.8,      6.136065, ,          -0.8,      6.378007, , 
         -0.6,      6.585309, ,          -0.6,      6.710965, ,          -0.6,      6.810537, ,          -0.6,      6.873368, ,          -0.6,      6.971826, ,          -0.6,      7.037425, ,          -0.6,      5.885422, ,          -0.6,      6.197594, ,          -0.6,      6.451562, , 
         -0.4,      6.664911, ,          -0.4,      6.805471, ,          -0.4,      6.912138, ,          -0.4,      6.978933, ,          -0.4,      7.082624, ,          -0.4,       7.15133, ,          -0.4,      5.937639, ,          -0.4,      6.254628, ,          -0.4,      6.521306, , 
         -0.2,      6.743308, ,          -0.2,       6.89901, ,          -0.2,      7.012414, ,          -0.2,      7.082359, ,          -0.2,      7.191632, ,          -0.2,      7.263565, ,          -0.2,      5.985817, ,          -0.2,      6.307133, ,          -0.2,      6.586935, , 
            0,      6.820447, ,             0,      6.991524, ,             0,      7.110444, ,             0,      7.184208, ,             0,      7.298856, ,             0,      7.372962, ,             0,      6.029737, ,             0,        6.3551, ,             0,       6.64794, , 
          0.2,      6.895762, ,           0.2,      7.082122, ,           0.2,      7.206514, ,           0.2,       7.28394, ,           0.2,       7.39926, ,           0.2,      7.472127, ,           0.2,      6.069847, ,           0.2,      6.398589, ,           0.2,      6.703836, , 
          0.4,      6.967733, ,           0.4,      7.170464, ,           0.4,       7.30076, ,           0.4,      7.380723, ,           0.4,      7.491204, ,           0.4,      7.557069, ,           0.4,      6.105842, ,           0.4,      6.437702, ,           0.4,      6.754186, , 
          0.6,      7.033003, ,           0.6,      7.253573, ,           0.6,      7.389371, ,           0.6,      7.465865, ,           0.6,      7.567271, ,           0.6,      7.629209, ,           0.6,      6.138328, ,           0.6,      6.472553, ,           0.6,      6.798697, , 
          0.8,      7.089214, ,           0.8,      7.323803, ,           0.8,      7.463254, ,           0.8,      7.537694, ,           0.8,      7.630313, ,           0.8,      7.687538, ,           0.8,      6.167041, ,           0.8,      6.503305, ,           0.8,      6.837458, , 
            1,      7.135901, ,             1,      7.389378, ,             1,      7.526814, ,             1,      7.604506, ,             1,      7.692154, ,             1,      7.741494, ,             1,      6.192846, ,             1,      6.530089, ,             1,      6.870724, , 
          1.2,      7.173625, ,           1.2,      7.442983, ,           1.2,      7.584718, ,           1.2,      7.655321, ,           1.2,       7.74267, ,           1.2,      7.793821, ,           1.2,      6.215607, ,           1.2,      6.553166, ,           1.2,      6.898935, , 
          1.4,      7.204044, ,           1.4,      7.480494, ,           1.4,      7.635723, ,           1.4,      7.708161, ,           1.4,      7.789804, ,           1.4,      7.837743, ,           1.4,      6.235121, ,           1.4,      6.572752, ,           1.4,      6.922484, , 
          1.6,      7.228716, ,           1.6,      7.509793, ,           1.6,       7.66958, ,           1.6,      7.749182, ,           1.6,      7.827905, ,           1.6,      7.869966, ,           1.6,      6.251637, ,           1.6,      6.589003, ,           1.6,      6.941731, , 
          1.8,      7.247532, ,           1.8,      7.534117, ,           1.8,      7.693251, ,           1.8,      7.774078, ,           1.8,      7.851216, ,           1.8,      7.892749, ,           1.8,      6.265032, ,           1.8,      6.602154, ,           1.8,      6.957066, , 
            2,      7.261635, ,             2,      7.548617, ,             2,      7.712659, ,             2,      7.790736, ,             2,      7.870305, ,             2,       7.91389, ,             2,      6.276291, ,             2,      6.612358, ,             2,      6.968791, , 
          2.2,      7.271378, ,           2.2,      7.559919, ,           2.2,      7.723313, ,           2.2,      7.806834, ,           2.2,      7.883292, ,           2.2,       7.92205, ,           2.2,      6.284356, ,           2.2,      6.619761, ,           2.2,      6.977143, , 
          2.4,      7.277125, ,           2.4,      7.564763, ,           2.4,      7.730116, ,           2.4,      7.813123, ,           2.4,      7.886787, ,           2.4,      7.924433, ,           2.4,      6.290177, ,           2.4,      6.624475, ,           2.4,      6.982244, , 
          2.6,      7.279312, ,           2.6,      7.563739, ,           2.6,      7.728442, ,           2.6,      7.808976, ,           2.6,       7.88211, ,           2.6,      7.920333, ,           2.6,      6.293711, ,           2.6,      6.626644, ,           2.6,      6.984342, , 
          2.8,       7.27814, ,           2.8,      7.560434, ,           2.8,      7.724387, ,           2.8,      7.805882, ,           2.8,      7.877145, ,           2.8,      7.912997, ,           2.8,      6.295216, ,           2.8,      6.626411, ,           2.8,      6.983565, , 
            3,      7.273909, ,             3,      7.554773, ,             3,      7.712682, ,             3,      7.793598, ,             3,      7.862923, ,             3,      7.896602, ,             3,      6.294177, ,             3,      6.623924, ,             3,      6.980164, , 
          3.2,      7.266847, ,           3.2,         7.544, ,           3.2,      7.702039, ,           3.2,      7.781682, ,           3.2,      7.850737, ,           3.2,      7.883846, ,           3.2,      6.291713, ,           3.2,      6.619315, ,           3.2,      6.974304, , 
          3.4,      7.257048, ,           3.4,      7.529572, ,           3.4,      7.685729, ,           3.4,      7.763873, ,           3.4,      7.829617, ,           3.4,      7.861295, ,           3.4,      6.287037, ,           3.4,      6.612685, ,           3.4,      6.966133, , 
          3.6,      7.244914, ,           3.6,      7.512004, ,           3.6,      7.665545, ,           3.6,      7.743425, ,           3.6,      7.808048, ,           3.6,      7.838683, ,           3.6,      6.280741, ,           3.6,      6.604137, ,           3.6,      6.955819, , 
