Alpha,T1-15.8 m/s-VLM2, , 
           -1,      5.926559, , 
         -0.8,      5.997817, , 
         -0.6,      6.066595, , 
         -0.4,      6.137236, , 
         -0.2,      6.208525, , 
            0,      6.279216, , 
          0.2,      6.349529, , 
          0.4,      6.419558, , 
          0.6,      6.487663, , 
          0.8,       6.55472, , 
            1,      6.619862, , 
          1.2,      6.682995, , 
          1.4,      6.740939, , 
          1.6,      6.790941, , 
          1.8,       6.83484, , 
            2,      6.869164, , 
          2.2,      6.894507, , 
          2.4,      6.913931, , 
          2.6,      6.926026, , 
          2.8,      6.934789, , 
            3,      6.936976, , 
          3.2,      6.936915, , 
          3.4,      6.933208, , 
          3.6,      6.927128, , 
          3.8,      6.915924, , 
            4,      6.902766, , 
          4.2,      6.888897, , 
          4.4,      6.870962, , 
          4.6,      6.852384, , 
          4.8,       6.83065, , 
            5,      6.807572, , 
          5.2,      6.783981, , 
          5.4,      6.757677, , 
          5.6,      6.731106, , 
          5.8,      6.703026, , 
            6,      6.673302, , 
          6.2,      6.642379, , 
          6.4,      6.612014, , 
          6.6,      6.580245, , 
          6.8,      6.547781, , 
            7,      6.514065, , 
          7.2,      6.480859, , 
          7.4,      6.446253, , 
          7.6,      6.412651, , 
          7.8,      6.378236, , 
            8,      6.343428, , 
          8.2,      6.308399, , 
          8.4,      6.272743, , 
          8.6,      6.237718, , 
          8.8,      6.201615, , 
            9,      6.166659, , 
          9.2,      6.131152, , 
          9.4,       6.09573, , 
          9.6,      6.060317, , 
          9.8,      6.025029, , 
           10,       5.98986, , 
         10.2,      5.954854, , 
         10.4,      5.920065, , 
         10.6,      5.885487, , 
         10.8,       5.85113, , 
           11,      5.817007, , 
         11.2,      5.782664, , 
         11.4,      5.749087, , 
         11.6,      5.714991, , 
         11.8,       5.68182, , 
           12,      5.648887, , 

