Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      10.82085, ,            -1,      11.33073, ,            -1,      9.637743, , 
         -0.8,      10.94386, ,          -0.8,      11.47053, ,          -0.8,       9.73495, , 
         -0.6,      11.04707, ,          -0.6,      11.58537, ,          -0.6,      9.821364, , 
         -0.4,      11.13569, ,          -0.4,      11.67993, ,          -0.4,      9.897567, , 
         -0.2,      11.20422, ,          -0.2,      11.75042, ,          -0.2,      9.964129, , 
            0,      11.26115, ,             0,      11.80695, ,             0,      10.02177, , 
          0.2,      11.30419, ,           0.2,      11.84608, ,           0.2,      10.07099, , 
          0.4,      11.33794, ,           0.4,      11.87159, ,           0.4,      10.11208, , 
          0.6,      11.35624, ,           0.6,      11.87326, ,           0.6,      10.14531, , 
          0.8,      11.36901, ,           0.8,      11.86948, ,           0.8,      10.17141, , 
            1,       11.3681, ,             1,      11.85021, ,             1,      10.19081, , 
          1.2,      11.35871, ,           1.2,      11.84219, ,           1.2,      10.20345, , 
          1.4,      11.34254, ,           1.4,      11.81651, ,           1.4,       10.2098, , 
          1.6,      11.32102, ,           1.6,      11.78529, ,           1.6,      10.21041, , 
          1.8,       11.2937, ,           1.8,      11.74527, ,           1.8,      10.20565, , 
            2,      11.26136, ,             2,      11.70061, ,             2,      10.19577, , 
          2.2,       11.2234, ,           2.2,      11.64723, ,           2.2,      10.18093, , 
          2.4,      11.17912, ,           2.4,      11.59045, ,           2.4,      10.16155, , 
          2.6,      11.13363, ,           2.6,        11.532, ,           2.6,      10.13804, , 
          2.8,      11.08125, ,           2.8,        11.474, ,           2.8,      10.11073, , 
            3,      11.02566, ,             3,       11.4079, ,             3,      10.07998, , 
          3.2,      10.96753, ,           3.2,      11.34098, ,           3.2,      10.04604, , 
          3.4,      10.90738, ,           3.4,      11.27113, ,           3.4,      10.00892, , 
          3.6,      10.84562, ,           3.6,      11.20056, ,           3.6,      9.968882, , 
          3.8,      10.78252, ,           3.8,      11.12915, ,           3.8,      9.926238, , 
            4,      10.71837, ,             4,      11.05732, ,             4,      9.881201, , 
          4.2,      10.65203, ,           4.2,      10.98192, ,           4.2,      9.834069, , 
          4.4,      10.58376, ,           4.4,        10.906, ,           4.4,      9.785039, , 
          4.6,      10.51706, ,           4.6,      10.82862, ,           4.6,      9.734266, , 
          4.8,      10.44803, ,           4.8,      10.75092, ,           4.8,      9.681977, , 
            5,      10.37808, ,             5,      10.67718, ,             5,      9.628407, , 
          5.2,      10.30766, ,           5.2,      10.60086, ,           5.2,      9.573699, , 
          5.4,      10.23698, ,           5.4,      10.52353, ,           5.4,      9.518008, , 
          5.6,      10.16625, ,           5.6,      10.44625, ,           5.6,      9.461487, , 
          5.8,      10.09544, ,           5.8,      10.36912, ,           5.8,      9.404201, , 
            6,      10.02467, ,             6,      10.29218, ,             6,      9.346231, , 
          6.2,       9.95402, ,           6.2,      10.21564, ,           6.2,      9.287648, , 
          6.4,       9.88355, ,           6.4,      10.13989, ,           6.4,      9.228532, , 
          6.6,      9.813309, ,           6.6,      10.06471, ,           6.6,      9.169001, , 
          6.8,      9.743344, ,           6.8,      9.990357, ,           6.8,      9.109075, , 
            7,      9.673704, ,             7,      9.916499, ,             7,      9.048874, , 

