Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, ,            -1,     0.4825254, , 
         -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, ,          -0.8,     0.4926426, , 
         -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, ,          -0.6,     0.5027465, , 
         -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, ,          -0.4,     0.5128367, , 
         -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, ,          -0.2,     0.5229129, , 
            0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, ,             0,     0.5329748, , 
          0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, ,           0.2,     0.5430219, , 
          0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, ,           0.4,      0.553054, , 
          0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, ,           0.6,     0.5630706, , 
          0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, ,           0.8,     0.5730715, , 
