Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, ,            -1,     0.6591761, , 
         -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, ,          -0.8,      0.673949, , 
         -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, ,          -0.6,     0.6887073, , 
         -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, ,          -0.4,     0.7034506, , 
         -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, ,          -0.2,     0.7181785, , 
            0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, ,             0,     0.7328907, , 
          0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, ,           0.2,     0.7475867, , 
          0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, ,           0.4,     0.7622662, , 
          0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, ,           0.6,     0.7769288, , 
          0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, ,           0.8,     0.7915741, , 
            1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, ,             1,     0.8062016, , 
          1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, ,           1.2,     0.8208111, , 
          1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, ,           1.4,     0.8354021, , 
