Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.6598446, , 
         -0.8,     0.6599563, , 
         -0.6,     0.6600555, , 
         -0.4,     0.6601435, , 
         -0.2,     0.6602211, , 
            0,     0.6602892, , 
          0.2,     0.6603486, , 
          0.4,        0.6604, , 
          0.6,     0.6604442, , 
          0.8,     0.6604817, , 
            1,      0.660513, , 
          1.2,     0.6605387, , 
          1.4,     0.6605593, , 
          1.6,     0.6605751, , 
          1.8,     0.6605866, , 
            2,     0.6605942, , 
          2.2,     0.6605983, , 
          2.4,      0.660599, , 
          2.6,     0.6605968, , 
          2.8,     0.6605918, , 
            3,     0.6605845, , 
          3.2,      0.660575, , 
          3.4,     0.6605635, , 
          3.6,     0.6605503, , 
          3.8,     0.6605355, , 
            4,     0.6605195, , 
          4.2,     0.6605022, , 
          4.4,     0.6604839, , 
          4.6,     0.6604648, , 
          4.8,     0.6604451, , 
            5,     0.6604248, , 
          5.2,      0.660404, , 
          5.4,      0.660383, , 
          5.6,     0.6603619, , 

