Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, ,            -1,     0.5753423, , 
         -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, ,          -0.8,     0.5751793, , 
         -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, ,          -0.6,     0.5750088, , 
         -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, ,          -0.4,     0.5748311, , 
         -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, ,          -0.2,     0.5746467, , 
            0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, ,             0,     0.5744557, , 
          0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, ,           0.2,     0.5742585, , 
          0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, ,           0.4,     0.5740554, , 
          0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, ,           0.6,     0.5738465, , 
          0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, ,           0.8,     0.5736321, , 
