Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.4019405, ,            -1,     0.4019405, ,            -1,     0.4019405, ,            -1,     0.4019405, ,            -1,     0.4019405, ,            -1,     0.4019405, ,            -1,     0.4019405, ,            -1,     0.4019405, ,            -1,     0.4019405, , 
         -0.8,     0.4099779, ,          -0.8,     0.4099779, ,          -0.8,     0.4099779, ,          -0.8,     0.4099779, ,          -0.8,     0.4099779, ,          -0.8,     0.4099779, ,          -0.8,     0.4099779, ,          -0.8,     0.4099779, ,          -0.8,     0.4099779, , 
         -0.6,     0.4180034, ,          -0.6,     0.4180034, ,          -0.6,     0.4180034, ,          -0.6,     0.4180034, ,          -0.6,     0.4180034, ,          -0.6,     0.4180034, ,          -0.6,     0.4180034, ,          -0.6,     0.4180034, ,          -0.6,     0.4180034, , 
         -0.4,     0.4260166, ,          -0.4,     0.4260166, ,          -0.4,     0.4260166, ,          -0.4,     0.4260166, ,          -0.4,     0.4260166, ,          -0.4,     0.4260166, ,          -0.4,     0.4260166, ,          -0.4,     0.4260166, ,          -0.4,     0.4260166, , 
         -0.2,     0.4340172, ,          -0.2,     0.4340172, ,          -0.2,     0.4340172, ,          -0.2,     0.4340172, ,          -0.2,     0.4340172, ,          -0.2,     0.4340172, ,          -0.2,     0.4340172, ,          -0.2,     0.4340172, ,          -0.2,     0.4340172, , 
            0,      0.442005, ,             0,      0.442005, ,             0,      0.442005, ,             0,      0.442005, ,             0,      0.442005, ,             0,      0.442005, ,             0,      0.442005, ,             0,      0.442005, ,             0,      0.442005, , 
          0.2,     0.4499797, ,           0.2,     0.4499797, ,           0.2,     0.4499797, ,           0.2,     0.4499797, ,           0.2,     0.4499797, ,           0.2,     0.4499797, ,           0.2,     0.4499797, ,           0.2,     0.4499797, ,           0.2,     0.4499797, , 
          0.4,     0.4579409, ,           0.4,     0.4579409, ,           0.4,     0.4579409, ,           0.4,     0.4579409, ,           0.4,     0.4579409, ,           0.4,     0.4579409, ,           0.4,     0.4579409, ,           0.4,     0.4579409, ,           0.4,     0.4579409, , 
          0.6,     0.4658883, ,           0.6,     0.4658883, ,           0.6,     0.4658883, ,           0.6,     0.4658883, ,           0.6,     0.4658883, ,           0.6,     0.4658883, ,           0.6,     0.4658883, ,           0.6,     0.4658883, ,           0.6,     0.4658883, , 
          0.8,     0.4738217, ,           0.8,     0.4738217, ,           0.8,     0.4738217, ,           0.8,     0.4738217, ,           0.8,     0.4738217, ,           0.8,     0.4738217, ,           0.8,     0.4738217, ,           0.8,     0.4738217, ,           0.8,     0.4738217, , 
