Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.5638381, ,            -1,     0.5638381, ,            -1,     0.5638381, ,            -1,     0.5638381, ,            -1,     0.5638381, ,            -1,     0.5638381, ,            -1,     0.5638381, ,            -1,     0.5638381, ,            -1,     0.5638381, , 
         -0.8,      0.563652, ,          -0.8,      0.563652, ,          -0.8,      0.563652, ,          -0.8,      0.563652, ,          -0.8,      0.563652, ,          -0.8,      0.563652, ,          -0.8,      0.563652, ,          -0.8,      0.563652, ,          -0.8,      0.563652, , 
         -0.6,     0.5634589, ,          -0.6,     0.5634589, ,          -0.6,     0.5634589, ,          -0.6,     0.5634589, ,          -0.6,     0.5634589, ,          -0.6,     0.5634589, ,          -0.6,     0.5634589, ,          -0.6,     0.5634589, ,          -0.6,     0.5634589, , 
         -0.4,     0.5632591, ,          -0.4,     0.5632591, ,          -0.4,     0.5632591, ,          -0.4,     0.5632591, ,          -0.4,     0.5632591, ,          -0.4,     0.5632591, ,          -0.4,     0.5632591, ,          -0.4,     0.5632591, ,          -0.4,     0.5632591, , 
         -0.2,     0.5630528, ,          -0.2,     0.5630528, ,          -0.2,     0.5630528, ,          -0.2,     0.5630528, ,          -0.2,     0.5630528, ,          -0.2,     0.5630528, ,          -0.2,     0.5630528, ,          -0.2,     0.5630528, ,          -0.2,     0.5630528, , 
            0,     0.5628404, ,             0,     0.5628404, ,             0,     0.5628404, ,             0,     0.5628404, ,             0,     0.5628404, ,             0,     0.5628404, ,             0,     0.5628404, ,             0,     0.5628404, ,             0,     0.5628404, , 
          0.2,      0.562622, ,           0.2,      0.562622, ,           0.2,      0.562622, ,           0.2,      0.562622, ,           0.2,      0.562622, ,           0.2,      0.562622, ,           0.2,      0.562622, ,           0.2,      0.562622, ,           0.2,      0.562622, , 
          0.4,     0.5623979, ,           0.4,     0.5623979, ,           0.4,     0.5623979, ,           0.4,     0.5623979, ,           0.4,     0.5623979, ,           0.4,     0.5623979, ,           0.4,     0.5623979, ,           0.4,     0.5623979, ,           0.4,     0.5623979, , 
          0.6,     0.5621683, ,           0.6,     0.5621683, ,           0.6,     0.5621683, ,           0.6,     0.5621683, ,           0.6,     0.5621683, ,           0.6,     0.5621683, ,           0.6,     0.5621683, ,           0.6,     0.5621683, ,           0.6,     0.5621683, , 
          0.8,     0.5619333, ,           0.8,     0.5619333, ,           0.8,     0.5619333, ,           0.8,     0.5619333, ,           0.8,     0.5619333, ,           0.8,     0.5619333, ,           0.8,     0.5619333, ,           0.8,     0.5619333, ,           0.8,     0.5619333, , 
            1,     0.5616932, ,             1,     0.5616932, ,             1,     0.5616932, ,             1,     0.5616932, ,             1,     0.5616932, ,             1,     0.5616932, ,             1,     0.5616932, ,             1,     0.5616932, ,             1,     0.5616932, , 
          1.2,      0.561448, ,           1.2,      0.561448, ,           1.2,      0.561448, ,           1.2,      0.561448, ,           1.2,      0.561448, ,           1.2,      0.561448, ,           1.2,      0.561448, ,           1.2,      0.561448, ,           1.2,      0.561448, , 
          1.4,      0.561198, ,           1.4,      0.561198, ,           1.4,      0.561198, ,           1.4,      0.561198, ,           1.4,      0.561198, ,           1.4,      0.561198, ,           1.4,      0.561198, ,           1.4,      0.561198, ,           1.4,      0.561198, , 
          1.6,     0.5609432, ,           1.6,     0.5609432, ,           1.6,     0.5609432, ,           1.6,     0.5609432, ,           1.6,     0.5609432, ,           1.6,     0.5609432, ,           1.6,     0.5609432, ,           1.6,     0.5609432, ,           1.6,     0.5609432, , 
          1.8,     0.5606838, ,           1.8,     0.5606838, ,           1.8,     0.5606838, ,           1.8,     0.5606838, ,           1.8,     0.5606838, ,           1.8,     0.5606838, ,           1.8,     0.5606838, ,           1.8,     0.5606838, ,           1.8,     0.5606838, , 
            2,     0.5604198, ,             2,     0.5604198, ,             2,     0.5604198, ,             2,     0.5604198, ,             2,     0.5604198, ,             2,     0.5604198, ,             2,     0.5604198, ,             2,     0.5604198, ,             2,     0.5604198, , 
          2.2,     0.5601515, ,           2.2,     0.5601515, ,           2.2,     0.5601515, ,           2.2,     0.5601515, ,           2.2,     0.5601515, ,           2.2,     0.5601515, ,           2.2,     0.5601515, ,           2.2,     0.5601515, ,           2.2,     0.5601515, , 
          2.4,      0.559879, ,           2.4,      0.559879, ,           2.4,      0.559879, ,           2.4,      0.559879, ,           2.4,      0.559879, ,           2.4,      0.559879, ,           2.4,      0.559879, ,           2.4,      0.559879, ,           2.4,      0.559879, , 
          2.6,     0.5596022, ,           2.6,     0.5596022, ,           2.6,     0.5596022, ,           2.6,     0.5596022, ,           2.6,     0.5596022, ,           2.6,     0.5596022, ,           2.6,     0.5596022, ,           2.6,     0.5596022, ,           2.6,     0.5596022, , 
          2.8,     0.5593213, ,           2.8,     0.5593213, ,           2.8,     0.5593213, ,           2.8,     0.5593213, ,           2.8,     0.5593213, ,           2.8,     0.5593213, ,           2.8,     0.5593213, ,           2.8,     0.5593213, ,           2.8,     0.5593213, , 
            3,     0.5590365, ,             3,     0.5590365, ,             3,     0.5590365, ,             3,     0.5590365, ,             3,     0.5590365, ,             3,     0.5590365, ,             3,     0.5590365, ,             3,     0.5590365, ,             3,     0.5590365, , 
          3.2,     0.5587477, ,           3.2,     0.5587477, ,           3.2,     0.5587477, ,           3.2,     0.5587477, ,           3.2,     0.5587477, ,           3.2,     0.5587477, ,           3.2,     0.5587477, ,           3.2,     0.5587477, ,           3.2,     0.5587477, , 
          3.4,     0.5584551, ,           3.4,     0.5584551, ,           3.4,     0.5584551, ,           3.4,     0.5584551, ,           3.4,     0.5584551, ,           3.4,     0.5584551, ,           3.4,     0.5584551, ,           3.4,     0.5584551, ,           3.4,     0.5584551, , 
          3.6,     0.5581587, ,           3.6,     0.5581587, ,           3.6,     0.5581587, ,           3.6,     0.5581587, ,           3.6,     0.5581587, ,           3.6,     0.5581587, ,           3.6,     0.5581587, ,           3.6,     0.5581587, ,           3.6,     0.5581587, , 
          3.8,     0.5578585, ,           3.8,     0.5578585, ,           3.8,     0.5578585, ,           3.8,     0.5578585, ,           3.8,     0.5578585, ,           3.8,     0.5578585, ,           3.8,     0.5578585, ,           3.8,     0.5578585, ,           3.8,     0.5578585, , 
            4,     0.5575548, ,             4,     0.5575548, ,             4,     0.5575548, ,             4,     0.5575548, ,             4,     0.5575548, ,             4,     0.5575548, ,             4,     0.5575548, ,             4,     0.5575548, ,             4,     0.5575548, , 
