Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.3869404, ,            -1,     0.3869404, ,            -1,     0.3869404, ,            -1,     0.3869404, ,            -1,     0.3869404, , 
         -0.8,     0.3945972, ,          -0.8,     0.3945972, ,          -0.8,     0.3945972, ,          -0.8,     0.3945972, ,          -0.8,     0.3945972, , 
         -0.6,     0.4022425, ,          -0.6,     0.4022425, ,          -0.6,     0.4022425, ,          -0.6,     0.4022425, ,          -0.6,     0.4022425, , 
         -0.4,     0.4098758, ,          -0.4,     0.4098758, ,          -0.4,     0.4098758, ,          -0.4,     0.4098758, ,          -0.4,     0.4098758, , 
         -0.2,     0.4174969, ,          -0.2,     0.4174969, ,          -0.2,     0.4174969, ,          -0.2,     0.4174969, ,          -0.2,     0.4174969, , 
            0,     0.4251055, ,             0,     0.4251055, ,             0,     0.4251055, ,             0,     0.4251055, ,             0,     0.4251055, , 
          0.2,     0.4327012, ,           0.2,     0.4327012, ,           0.2,     0.4327012, ,           0.2,     0.4327012, ,           0.2,     0.4327012, , 
          0.4,     0.4402839, ,           0.4,     0.4402839, ,           0.4,     0.4402839, ,           0.4,     0.4402839, ,           0.4,     0.4402839, , 
          0.6,     0.4478531, ,           0.6,     0.4478531, ,           0.6,     0.4478531, ,           0.6,     0.4478531, ,           0.6,     0.4478531, , 
          0.8,     0.4554087, ,           0.8,     0.4554087, ,           0.8,     0.4554087, ,           0.8,     0.4554087, ,           0.8,     0.4554087, , 
            1,     0.4629503, ,             1,     0.4629503, ,             1,     0.4629503, ,             1,     0.4629503, ,             1,     0.4629503, , 
          1.2,     0.4704776, ,           1.2,     0.4704776, ,           1.2,     0.4704776, ,           1.2,     0.4704776, ,           1.2,     0.4704776, , 
          1.4,     0.4779904, ,           1.4,     0.4779904, ,           1.4,     0.4779904, ,           1.4,     0.4779904, ,           1.4,     0.4779904, , 
          1.6,     0.4854884, ,           1.6,     0.4854884, ,           1.6,     0.4854884, ,           1.6,     0.4854884, ,           1.6,     0.4854884, , 
          1.8,     0.4929712, ,           1.8,     0.4929712, ,           1.8,     0.4929712, ,           1.8,     0.4929712, ,           1.8,     0.4929712, , 
            2,     0.5004387, ,             2,     0.5004387, ,             2,     0.5004387, ,             2,     0.5004387, ,             2,     0.5004387, , 
          2.2,     0.5078904, ,           2.2,     0.5078904, ,           2.2,     0.5078904, ,           2.2,     0.5078904, ,           2.2,     0.5078904, , 
          2.4,     0.5153262, ,           2.4,     0.5153262, ,           2.4,     0.5153262, ,           2.4,     0.5153262, ,           2.4,     0.5153262, , 
          2.6,     0.5227458, ,           2.6,     0.5227458, ,           2.6,     0.5227458, ,           2.6,     0.5227458, ,           2.6,     0.5227458, , 
          2.8,     0.5301488, ,           2.8,     0.5301488, ,           2.8,     0.5301488, ,           2.8,     0.5301488, ,           2.8,     0.5301488, , 
            3,     0.5375351, ,             3,     0.5375351, ,             3,     0.5375351, ,             3,     0.5375351, ,             3,     0.5375351, , 
          3.2,     0.5449042, ,           3.2,     0.5449042, ,           3.2,     0.5449042, ,           3.2,     0.5449042, ,           3.2,     0.5449042, , 
          3.4,      0.552256, ,           3.4,      0.552256, ,           3.4,      0.552256, ,           3.4,      0.552256, ,           3.4,      0.552256, , 
          3.6,     0.5595902, ,           3.6,     0.5595902, ,           3.6,     0.5595902, ,           3.6,     0.5595902, ,           3.6,     0.5595902, , 
          3.8,     0.5669065, ,           3.8,     0.5669065, ,           3.8,     0.5669065, ,           3.8,     0.5669065, ,           3.8,     0.5669065, , 
            4,     0.5742046, ,             4,     0.5742046, ,             4,     0.5742046, ,             4,     0.5742046, ,             4,     0.5742046, , 
          4.2,     0.5814844, ,           4.2,     0.5814844, ,           4.2,     0.5814844, ,           4.2,     0.5814844, ,           4.2,     0.5814844, , 
          4.4,     0.5887454, ,           4.4,     0.5887454, ,           4.4,     0.5887454, ,           4.4,     0.5887454, ,           4.4,     0.5887454, , 
          4.6,     0.5959874, ,           4.6,     0.5959874, ,           4.6,     0.5959874, ,           4.6,     0.5959874, ,           4.6,     0.5959874, , 
          4.8,     0.6032102, ,           4.8,     0.6032102, ,           4.8,     0.6032102, ,           4.8,     0.6032102, ,           4.8,     0.6032102, , 
            5,     0.6104136, ,             5,     0.6104136, ,             5,     0.6104136, ,             5,     0.6104136, ,             5,     0.6104136, , 
          5.2,     0.6175972, ,           5.2,     0.6175972, ,           5.2,     0.6175972, ,           5.2,     0.6175972, ,           5.2,     0.6175972, , 
          5.4,     0.6247607, ,           5.4,     0.6247607, ,           5.4,     0.6247607, ,           5.4,     0.6247607, ,           5.4,     0.6247607, , 
          5.6,      0.631904, ,           5.6,      0.631904, ,           5.6,      0.631904, ,           5.6,      0.631904, ,           5.6,      0.631904, , 
          5.8,     0.6390268, ,           5.8,     0.6390268, ,           5.8,     0.6390268, ,           5.8,     0.6390268, ,           5.8,     0.6390268, , 
            6,     0.6461288, ,             6,     0.6461288, ,             6,     0.6461288, ,             6,     0.6461288, ,             6,     0.6461288, , 
          6.2,     0.6532098, ,           6.2,     0.6532098, ,           6.2,     0.6532098, ,           6.2,     0.6532098, ,           6.2,     0.6532098, , 
          6.4,     0.6602695, ,           6.4,     0.6602695, ,           6.4,     0.6602695, ,           6.4,     0.6602695, ,           6.4,     0.6602695, , 
          6.6,     0.6673077, ,           6.6,     0.6673077, ,           6.6,     0.6673077, ,           6.6,     0.6673077, ,           6.6,     0.6673077, , 
          6.8,     0.6743241, ,           6.8,     0.6743241, ,           6.8,     0.6743241, ,           6.8,     0.6743241, ,           6.8,     0.6743241, , 
            7,     0.6813184, ,             7,     0.6813184, ,             7,     0.6813184, ,             7,     0.6813184, ,             7,     0.6813184, , 
          7.2,     0.6882905, ,           7.2,     0.6882905, ,           7.2,     0.6882905, ,           7.2,     0.6882905, ,           7.2,     0.6882905, , 
          7.4,     0.6952401, ,           7.4,     0.6952401, ,           7.4,     0.6952401, ,           7.4,     0.6952401, ,           7.4,     0.6952401, , 
          7.6,      0.702167, ,           7.6,      0.702167, ,           7.6,      0.702167, ,           7.6,      0.702167, ,           7.6,      0.702167, , 
          7.8,     0.7090708, ,           7.8,     0.7090708, ,           7.8,     0.7090708, ,           7.8,     0.7090708, ,           7.8,     0.7090708, , 
            8,     0.7159514, ,             8,     0.7159514, ,             8,     0.7159514, ,             8,     0.7159514, ,             8,     0.7159514, , 
          8.2,     0.7228086, ,           8.2,     0.7228086, ,           8.2,     0.7228086, ,           8.2,     0.7228086, ,           8.2,     0.7228086, , 
          8.4,     0.7296421, ,           8.4,     0.7296421, ,           8.4,     0.7296421, ,           8.4,     0.7296421, ,           8.4,     0.7296421, , 
          8.6,     0.7364517, ,           8.6,     0.7364517, ,           8.6,     0.7364517, ,           8.6,     0.7364517, ,           8.6,     0.7364517, , 
          8.8,     0.7432371, ,           8.8,     0.7432371, ,           8.8,     0.7432371, ,           8.8,     0.7432371, ,           8.8,     0.7432371, , 
            9,     0.7499981, ,             9,     0.7499981, ,             9,     0.7499981, ,             9,     0.7499981, ,             9,     0.7499981, , 
          9.2,     0.7567345, ,           9.2,     0.7567345, ,           9.2,     0.7567345, ,           9.2,     0.7567345, ,           9.2,     0.7567345, , 
          9.4,     0.7634461, ,           9.4,     0.7634461, ,           9.4,     0.7634461, ,           9.4,     0.7634461, ,           9.4,     0.7634461, , 
          9.6,     0.7701326, ,           9.6,     0.7701326, ,           9.6,     0.7701326, ,           9.6,     0.7701326, ,           9.6,     0.7701326, , 
          9.8,     0.7767939, ,           9.8,     0.7767939, ,           9.8,     0.7767939, ,           9.8,     0.7767939, ,           9.8,     0.7767939, , 
           10,     0.7834297, ,            10,     0.7834297, ,            10,     0.7834297, ,            10,     0.7834297, ,            10,     0.7834297, , 
         10.2,     0.7900398, ,          10.2,     0.7900398, ,          10.2,     0.7900398, ,          10.2,     0.7900398, ,          10.2,     0.7900398, , 
         10.4,      0.796624, ,          10.4,      0.796624, ,          10.4,      0.796624, ,          10.4,      0.796624, ,          10.4,      0.796624, , 
