Alpha,T1-15.8 m/s-VLM2, , 
           -1,      9.577419, , 
         -0.8,      9.465703, , 
         -0.6,      9.360299, , 
         -0.4,      9.254435, , 
         -0.2,      9.149979, , 
            0,      9.048683, , 
          0.2,      8.950112, , 
          0.4,      8.854032, , 
          0.6,      8.762536, , 
          0.8,      8.674263, , 
            1,      8.590184, , 
          1.2,      8.510229, , 
          1.4,      8.438134, , 
          1.6,      8.376888, , 
          1.8,       8.32384, , 
            2,      8.282827, , 
          2.2,        8.2528, , 
          2.4,      8.229933, , 
          2.6,      8.215757, , 
          2.8,      8.205517, , 
            3,      8.202965, , 
          3.2,      8.203037, , 
          3.4,      8.207362, , 
          3.6,      8.214468, , 
          3.8,      8.227594, , 
            4,      8.243062, , 
          4.2,      8.259429, , 
          4.4,      8.280689, , 
          4.6,      8.302827, , 
          4.8,      8.328875, , 
            5,      8.356712, , 
          5.2,       8.38536, , 
          5.4,      8.417533, , 
          5.6,      8.450282, , 
          5.8,      8.485167, , 
            6,      8.522409, , 
          6.2,      8.561497, , 
          6.4,      8.600228, , 
          6.6,      8.641124, , 
          6.8,      8.683315, , 
            7,      8.727569, , 
          7.2,      8.771593, , 
          7.4,      8.817944, , 
          7.6,      8.863417, , 
          7.8,      8.910477, , 
            8,      8.958579, , 
          8.2,      9.007511, , 
          8.4,      9.057866, , 
          8.6,      9.107876, , 
          8.8,      9.160002, , 
            9,      9.211038, , 
          9.2,       9.26346, , 
          9.4,      9.316347, , 
          9.6,      9.369824, , 
          9.8,      9.423721, , 
           10,      9.478049, , 
         10.2,      9.532748, , 
         10.4,       9.58773, , 
         10.6,      9.643004, , 
         10.8,      9.698554, , 
           11,      9.754357, , 
         11.2,      9.811166, , 
         11.4,      9.867343, , 
         11.6,      9.925044, , 
         11.8,      9.981826, , 
           12,      10.03884, , 

