Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,      3.922973, ,            -1,      3.644507, ,            -1,      5.379706, ,            -1,       3.49538, ,            -1,      3.434719, ,            -1,      3.423723, ,            -1,      3.367219, ,            -1,        3.3418, ,            -1,      3.328979, ,            -1,      5.128083, ,            -1,      4.693892, ,            -1,      4.256312, ,            -1,      4.198996, , 
         -0.8,      3.884573, ,          -0.8,      3.616091, ,          -0.8,      5.329577, ,          -0.8,      3.470328, ,          -0.8,      3.410602, ,          -0.8,      3.400338, ,          -0.8,      3.347541, ,          -0.8,      3.323766, ,          -0.8,      3.311665, ,          -0.8,      5.079762, ,          -0.8,      4.648689, ,          -0.8,       4.21414, ,          -0.8,      4.157351, , 
         -0.6,      3.852964, ,          -0.6,      3.593086, ,          -0.6,      5.285282, ,          -0.6,      3.452244, ,          -0.6,      3.394837, ,          -0.6,       3.38512, ,          -0.6,      3.334315, ,          -0.6,      3.311019, ,          -0.6,      3.299174, ,          -0.6,      5.037099, ,          -0.6,      4.608866, ,          -0.6,      4.177438, ,          -0.6,      4.121454, , 
         -0.4,      3.827782, ,          -0.4,      3.575625, ,          -0.4,      5.247064, ,          -0.4,      3.441876, ,          -0.4,      3.385719, ,          -0.4,      3.375987, ,          -0.4,      3.326594, ,          -0.4,      3.304685, ,          -0.4,      3.293543, ,          -0.4,      5.000113, ,          -0.4,      4.574095, ,          -0.4,      4.145961, ,          -0.4,      4.090986, , 
         -0.2,      3.807931, ,          -0.2,      3.564169, ,          -0.2,      5.213327, ,          -0.2,      3.432083, ,          -0.2,      3.377948, ,          -0.2,      3.368289, ,          -0.2,      3.318752, ,          -0.2,      3.296516, ,          -0.2,      3.285355, ,          -0.2,      4.967707, ,          -0.2,      4.544063, ,          -0.2,      4.119235, ,          -0.2,      4.065382, , 
            0,      3.792323, ,             0,      3.556653, ,             0,      5.185033, ,             0,       3.42665, ,             0,      3.372155, ,             0,       3.36267, ,             0,      3.314971, ,             0,      3.294037, ,             0,      3.283495, ,             0,      4.940315, ,             0,      4.518348, ,             0,      4.096681, ,             0,      4.043978, , 
          0.2,      3.780358, ,           0.2,      3.551944, ,           0.2,      5.161355, ,           0.2,      3.424523, ,           0.2,      3.371195, ,           0.2,      3.361881, ,           0.2,      3.315156, ,           0.2,      3.294708, ,           0.2,       3.28439, ,           0.2,      4.917316, ,           0.2,      4.496651, ,           0.2,      4.077902, ,           0.2,      4.026334, , 
          0.4,      3.771657, ,           0.4,      3.549442, ,           0.4,       5.14256, ,           0.4,      3.425068, ,           0.4,      3.372818, ,           0.4,      3.363639, ,           0.4,       3.31825, ,           0.4,      3.298727, ,           0.4,      3.288889, ,           0.4,      4.898766, ,           0.4,      4.478711, ,           0.4,      4.062893, ,           0.4,      4.012378, , 
          0.6,      3.766042, ,           0.6,      3.549298, ,           0.6,       5.12756, ,           0.6,      3.427938, ,           0.6,      3.376863, ,           0.6,      3.367835, ,           0.6,      3.324162, ,           0.6,      3.305886, ,           0.6,       3.29647, ,           0.6,      4.883911, ,           0.6,      4.464309, ,           0.6,      4.051441, ,           0.6,      4.001911, , 
          0.8,      3.763536, ,           0.8,      3.551984, ,           0.8,      5.116563, ,           0.8,      3.433104, ,           0.8,      3.383741, ,           0.8,      3.375393, ,           0.8,      3.333806, ,           0.8,       3.31576, ,           0.8,      3.306396, ,           0.8,      4.872815, ,           0.8,       4.45327, ,           0.8,      4.043301, ,           0.8,      3.994729, , 
            1,        3.7639, ,             1,      3.556877, ,             1,      5.109378, ,             1,      3.441249, ,             1,      3.392939, ,             1,      3.384585, ,             1,       3.34355, ,             1,      3.326046, ,             1,      3.316957, ,             1,      4.865279, ,             1,      4.445385, ,             1,      4.038253, ,             1,      3.990648, , 
          1.2,      3.767088, ,           1.2,      3.563153, ,           1.2,      5.105795, ,           1.2,      3.451313, ,           1.2,      3.404008, ,           1.2,      3.395806, ,           1.2,      3.355285, ,           1.2,      3.337875, ,           1.2,      3.328903, ,           1.2,      4.861117, ,           1.2,      4.440503, ,           1.2,      4.036128, ,           1.2,      3.989448, , 
          1.4,       3.77259, ,           1.4,      3.572711, ,           1.4,      5.105403, ,           1.4,       3.46198, ,           1.4,      3.416526, ,           1.4,      3.408469, ,           1.4,      3.367575, ,           1.4,      3.349435, ,           1.4,      3.340355, ,           1.4,      4.860003, ,           1.4,      4.438437, ,           1.4,      4.036763, ,           1.4,       3.99092, , 
          1.6,      3.780084, ,           1.6,      3.584177, ,           1.6,      5.108562, ,           1.6,      3.474773, ,           1.6,       3.42914, ,           1.6,      3.421191, ,           1.6,      3.381102, ,           1.6,      3.363451, ,           1.6,      3.354623, ,           1.6,      4.862102, ,           1.6,      4.439044, ,           1.6,      4.040065, ,           1.6,      3.994934, , 
          1.8,        3.7894, ,           1.8,      3.597224, ,           1.8,      5.118564, ,           1.8,       3.48958, ,           1.8,      3.444632, ,           1.8,      3.436792, ,           1.8,      3.397345, ,           1.8,      3.380023, ,           1.8,      3.371404, ,           1.8,      4.869411, ,           1.8,      4.442244, ,           1.8,      4.045818, ,           1.8,      4.001286, , 
            2,      3.800632, ,             2,      3.611571, ,             2,      5.133859, ,             2,        3.5057, ,             2,      3.461156, ,             2,      3.453296, ,             2,      3.414748, ,             2,      3.398336, ,             2,      3.390071, ,             2,      4.880908, ,             2,      4.447855, ,             2,      4.053842, ,             2,      4.009864, , 
          2.2,      3.813941, ,           2.2,      3.627713, ,           2.2,      5.153574, ,           2.2,      3.523323, ,           2.2,      3.479447, ,           2.2,       3.47189, ,           2.2,      3.434365, ,           2.2,      3.418146, ,           2.2,      3.409974, ,           2.2,      4.896015, ,           2.2,      4.455768, ,           2.2,      4.063981, ,           2.2,      4.020548, , 
