Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      7.166971, ,            -1,       6.94659, ,            -1,      7.601723, , 
         -0.8,      7.034025, ,          -0.8,      6.809598, ,          -0.8,      7.509893, , 
         -0.6,      6.910871, ,          -0.6,      6.687708, ,          -0.6,      7.428863, , 
         -0.4,      6.804619, ,          -0.4,      6.583117, ,          -0.4,      7.358168, , 
         -0.2,      6.710979, ,          -0.2,      6.497974, ,          -0.2,      7.296926, , 
            0,      6.636709, ,             0,      6.416384, ,             0,      7.244087, , 
          0.2,      6.578022, ,           0.2,      6.352851, ,           0.2,      7.198699, , 
          0.4,      6.533865, ,           0.4,      6.302824, ,           0.4,      7.159963, , 
          0.6,      6.499306, ,           0.6,      6.262107, ,           0.6,      7.127012, , 
          0.8,      6.469246, ,           0.8,      6.229657, ,           0.8,      7.099366, , 
            1,      6.448187, ,             1,      6.211341, ,             1,      7.076727, , 
          1.2,      6.433571, ,           1.2,      6.196191, ,           1.2,      7.058716, , 
          1.4,      6.423438, ,           1.4,      6.189132, ,           1.4,      7.044984, , 
          1.6,       6.41901, ,           1.6,      6.187896, ,           1.6,      7.035191, , 
          1.8,      6.419379, ,           1.8,      6.191988, ,           1.8,      7.029028, , 
            2,      6.422383, ,             2,      6.200736, ,             2,      7.026236, , 
          2.2,      6.429659, ,           2.2,      6.212721, ,           2.2,      7.026694, , 
          2.4,      6.440597, ,           2.4,      6.224629, ,           2.4,      7.030166, , 
          2.6,      6.455212, ,           2.6,      6.241858, ,           2.6,      7.036531, , 
          2.8,      6.472387, ,           2.8,      6.262364, ,           2.8,      7.045598, , 
            3,       6.49125, ,             3,      6.284675, ,             3,      7.057286, , 
          3.2,      6.511729, ,           3.2,      6.309539, ,           3.2,      7.071437, , 
          3.4,       6.53642, ,           3.4,      6.338107, ,           3.4,      7.087836, , 
          3.6,       6.56277, ,           3.6,      6.367477, ,           3.6,      7.106353, , 
          3.8,      6.591363, ,           3.8,      6.399128, ,           3.8,      7.126845, , 
            4,      6.621529, ,             4,      6.430152, ,             4,      7.149233, , 
          4.2,      6.653088, ,           4.2,      6.463727, ,           4.2,      7.173542, , 
          4.4,      6.686689, ,           4.4,      6.500149, ,           4.4,      7.199586, , 
          4.6,      6.721951, ,           4.6,      6.537745, ,           4.6,      7.227287, , 
          4.8,      6.756674, ,           4.8,      6.577055, ,           4.8,       7.25652, , 
            5,      6.793843, ,             5,      6.614911, ,             5,      7.287225, , 
          5.2,      6.832155, ,           5.2,      6.656176, ,           5.2,      7.319432, , 
          5.4,      6.871457, ,           5.4,       6.69653, ,           5.4,      7.353028, , 
          5.6,      6.912497, ,           5.6,      6.740292, ,           5.6,      7.387886, , 
          5.8,      6.953296, ,           5.8,       6.78336, ,           5.8,      7.424081, , 
            6,      6.996356, ,             6,       6.82854, ,             6,       7.46144, , 
          6.2,      7.038996, ,           6.2,      6.874964, ,           6.2,      7.499886, , 
          6.4,      7.083457, ,           6.4,      6.919797, ,           6.4,      7.539434, , 
          6.6,      7.128665, ,           6.6,       6.96754, ,           6.6,      7.580004, , 
          6.8,       7.17454, ,           6.8,      7.013696, ,           6.8,      7.621527, , 
            7,      7.221078, ,             7,      7.061824, ,             7,      7.663965, , 
          7.2,      7.268141, ,           7.2,      7.110425, ,           7.2,      7.707229, , 
          7.4,      7.315659, ,           7.4,      7.159461, ,           7.4,      7.751331, , 
          7.6,      7.364376, ,           7.6,      7.210195, ,           7.6,      7.796166, , 
          7.8,      7.412645, ,           7.8,       7.26001, ,           7.8,      7.841773, , 
            8,      7.462637, ,             8,      7.311342, ,             8,      7.888075, , 
          8.2,      7.511891, ,           8.2,      7.361579, ,           8.2,      7.935001, , 
          8.4,      7.562278, ,           8.4,      7.413822, ,           8.4,      7.982537, , 

