Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.5346705, ,            -1,     0.5346705, ,            -1,     0.5346705, ,            -1,     0.5346705, ,            -1,     0.5346705, ,            -1,     0.5346705, ,            -1,     0.5346705, ,            -1,     0.5346705, ,            -1,     0.5346705, , 
         -0.8,     0.5461541, ,          -0.8,     0.5461541, ,          -0.8,     0.5461541, ,          -0.8,     0.5461541, ,          -0.8,     0.5461541, ,          -0.8,     0.5461541, ,          -0.8,     0.5461541, ,          -0.8,     0.5461541, ,          -0.8,     0.5461541, , 
         -0.6,     0.5576239, ,          -0.6,     0.5576239, ,          -0.6,     0.5576239, ,          -0.6,     0.5576239, ,          -0.6,     0.5576239, ,          -0.6,     0.5576239, ,          -0.6,     0.5576239, ,          -0.6,     0.5576239, ,          -0.6,     0.5576239, , 
         -0.4,     0.5690793, ,          -0.4,     0.5690793, ,          -0.4,     0.5690793, ,          -0.4,     0.5690793, ,          -0.4,     0.5690793, ,          -0.4,     0.5690793, ,          -0.4,     0.5690793, ,          -0.4,     0.5690793, ,          -0.4,     0.5690793, , 
         -0.2,       0.58052, ,          -0.2,       0.58052, ,          -0.2,       0.58052, ,          -0.2,       0.58052, ,          -0.2,       0.58052, ,          -0.2,       0.58052, ,          -0.2,       0.58052, ,          -0.2,       0.58052, ,          -0.2,       0.58052, , 
            0,     0.5919456, ,             0,     0.5919456, ,             0,     0.5919456, ,             0,     0.5919456, ,             0,     0.5919456, ,             0,     0.5919456, ,             0,     0.5919456, ,             0,     0.5919456, ,             0,     0.5919456, , 
          0.2,     0.6033559, ,           0.2,     0.6033559, ,           0.2,     0.6033559, ,           0.2,     0.6033559, ,           0.2,     0.6033559, ,           0.2,     0.6033559, ,           0.2,     0.6033559, ,           0.2,     0.6033559, ,           0.2,     0.6033559, , 
          0.4,     0.6147503, ,           0.4,     0.6147503, ,           0.4,     0.6147503, ,           0.4,     0.6147503, ,           0.4,     0.6147503, ,           0.4,     0.6147503, ,           0.4,     0.6147503, ,           0.4,     0.6147503, ,           0.4,     0.6147503, , 
          0.6,     0.6261286, ,           0.6,     0.6261286, ,           0.6,     0.6261286, ,           0.6,     0.6261286, ,           0.6,     0.6261286, ,           0.6,     0.6261286, ,           0.6,     0.6261286, ,           0.6,     0.6261286, ,           0.6,     0.6261286, , 
          0.8,     0.6374903, ,           0.8,     0.6374903, ,           0.8,     0.6374903, ,           0.8,     0.6374903, ,           0.8,     0.6374903, ,           0.8,     0.6374903, ,           0.8,     0.6374903, ,           0.8,     0.6374903, ,           0.8,     0.6374903, , 
            1,     0.6488352, ,             1,     0.6488352, ,             1,     0.6488352, ,             1,     0.6488352, ,             1,     0.6488352, ,             1,     0.6488352, ,             1,     0.6488352, ,             1,     0.6488352, ,             1,     0.6488352, , 
          1.2,     0.6601628, ,           1.2,     0.6601628, ,           1.2,     0.6601628, ,           1.2,     0.6601628, ,           1.2,     0.6601628, ,           1.2,     0.6601628, ,           1.2,     0.6601628, ,           1.2,     0.6601628, ,           1.2,     0.6601628, , 
          1.4,     0.6714727, ,           1.4,     0.6714727, ,           1.4,     0.6714727, ,           1.4,     0.6714727, ,           1.4,     0.6714727, ,           1.4,     0.6714727, ,           1.4,     0.6714727, ,           1.4,     0.6714727, ,           1.4,     0.6714727, , 
          1.6,     0.6827647, ,           1.6,     0.6827647, ,           1.6,     0.6827647, ,           1.6,     0.6827647, ,           1.6,     0.6827647, ,           1.6,     0.6827647, ,           1.6,     0.6827647, ,           1.6,     0.6827647, ,           1.6,     0.6827647, , 
          1.8,     0.6940383, ,           1.8,     0.6940383, ,           1.8,     0.6940383, ,           1.8,     0.6940383, ,           1.8,     0.6940383, ,           1.8,     0.6940383, ,           1.8,     0.6940383, ,           1.8,     0.6940383, ,           1.8,     0.6940383, , 
            2,     0.7052931, ,             2,     0.7052931, ,             2,     0.7052931, ,             2,     0.7052931, ,             2,     0.7052931, ,             2,     0.7052931, ,             2,     0.7052931, ,             2,     0.7052931, ,             2,     0.7052931, , 
          2.2,      0.716529, ,           2.2,      0.716529, ,           2.2,      0.716529, ,           2.2,      0.716529, ,           2.2,      0.716529, ,           2.2,      0.716529, ,           2.2,      0.716529, ,           2.2,      0.716529, ,           2.2,      0.716529, , 
          2.4,     0.7277453, ,           2.4,     0.7277453, ,           2.4,     0.7277453, ,           2.4,     0.7277453, ,           2.4,     0.7277453, ,           2.4,     0.7277453, ,           2.4,     0.7277453, ,           2.4,     0.7277453, ,           2.4,     0.7277453, , 
          2.6,     0.7389419, ,           2.6,     0.7389419, ,           2.6,     0.7389419, ,           2.6,     0.7389419, ,           2.6,     0.7389419, ,           2.6,     0.7389419, ,           2.6,     0.7389419, ,           2.6,     0.7389419, ,           2.6,     0.7389419, , 
          2.8,     0.7501183, ,           2.8,     0.7501183, ,           2.8,     0.7501183, ,           2.8,     0.7501183, ,           2.8,     0.7501183, ,           2.8,     0.7501183, ,           2.8,     0.7501183, ,           2.8,     0.7501183, ,           2.8,     0.7501183, , 
            3,     0.7612743, ,             3,     0.7612743, ,             3,     0.7612743, ,             3,     0.7612743, ,             3,     0.7612743, ,             3,     0.7612743, ,             3,     0.7612743, ,             3,     0.7612743, ,             3,     0.7612743, , 
          3.2,     0.7724094, ,           3.2,     0.7724094, ,           3.2,     0.7724094, ,           3.2,     0.7724094, ,           3.2,     0.7724094, ,           3.2,     0.7724094, ,           3.2,     0.7724094, ,           3.2,     0.7724094, ,           3.2,     0.7724094, , 
          3.4,     0.7835233, ,           3.4,     0.7835233, ,           3.4,     0.7835233, ,           3.4,     0.7835233, ,           3.4,     0.7835233, ,           3.4,     0.7835233, ,           3.4,     0.7835233, ,           3.4,     0.7835233, ,           3.4,     0.7835233, , 
          3.6,     0.7946156, ,           3.6,     0.7946156, ,           3.6,     0.7946156, ,           3.6,     0.7946156, ,           3.6,     0.7946156, ,           3.6,     0.7946156, ,           3.6,     0.7946156, ,           3.6,     0.7946156, ,           3.6,     0.7946156, , 
          3.8,     0.8056861, ,           3.8,     0.8056861, ,           3.8,     0.8056861, ,           3.8,     0.8056861, ,           3.8,     0.8056861, ,           3.8,     0.8056861, ,           3.8,     0.8056861, ,           3.8,     0.8056861, ,           3.8,     0.8056861, , 
            4,     0.8167343, ,             4,     0.8167343, ,             4,     0.8167343, ,             4,     0.8167343, ,             4,     0.8167343, ,             4,     0.8167343, ,             4,     0.8167343, ,             4,     0.8167343, ,             4,     0.8167343, , 
          4.2,     0.8277599, ,           4.2,     0.8277599, ,           4.2,     0.8277599, ,           4.2,     0.8277599, ,           4.2,     0.8277599, ,           4.2,     0.8277599, ,           4.2,     0.8277599, ,           4.2,     0.8277599, ,           4.2,     0.8277599, , 
          4.4,     0.8387626, ,           4.4,     0.8387626, ,           4.4,     0.8387626, ,           4.4,     0.8387626, ,           4.4,     0.8387626, ,           4.4,     0.8387626, ,           4.4,     0.8387626, ,           4.4,     0.8387626, ,           4.4,     0.8387626, , 
          4.6,      0.849742, ,           4.6,      0.849742, ,           4.6,      0.849742, ,           4.6,      0.849742, ,           4.6,      0.849742, ,           4.6,      0.849742, ,           4.6,      0.849742, ,           4.6,      0.849742, ,           4.6,      0.849742, , 
          4.8,     0.8606978, ,           4.8,     0.8606978, ,           4.8,     0.8606978, ,           4.8,     0.8606978, ,           4.8,     0.8606978, ,           4.8,     0.8606978, ,           4.8,     0.8606978, ,           4.8,     0.8606978, ,           4.8,     0.8606978, , 
            5,     0.8716297, ,             5,     0.8716297, ,             5,     0.8716297, ,             5,     0.8716297, ,             5,     0.8716297, ,             5,     0.8716297, ,             5,     0.8716297, ,             5,     0.8716297, ,             5,     0.8716297, , 
          5.2,     0.8825373, ,           5.2,     0.8825373, ,           5.2,     0.8825373, ,           5.2,     0.8825373, ,           5.2,     0.8825373, ,           5.2,     0.8825373, ,           5.2,     0.8825373, ,           5.2,     0.8825373, ,           5.2,     0.8825373, , 
          5.4,     0.8934202, ,           5.4,     0.8934202, ,           5.4,     0.8934202, ,           5.4,     0.8934202, ,           5.4,     0.8934202, ,           5.4,     0.8934202, ,           5.4,     0.8934202, ,           5.4,     0.8934202, ,           5.4,     0.8934202, , 
          5.6,     0.9042783, ,           5.6,     0.9042783, ,           5.6,     0.9042783, ,           5.6,     0.9042783, ,           5.6,     0.9042783, ,           5.6,     0.9042783, ,           5.6,     0.9042783, ,           5.6,     0.9042783, ,           5.6,     0.9042783, , 
          5.8,      0.915111, ,           5.8,      0.915111, ,           5.8,      0.915111, ,           5.8,      0.915111, ,           5.8,      0.915111, ,           5.8,      0.915111, ,           5.8,      0.915111, ,           5.8,      0.915111, ,           5.8,      0.915111, , 
            6,     0.9259181, ,             6,     0.9259181, ,             6,     0.9259181, ,             6,     0.9259181, ,             6,     0.9259181, ,             6,     0.9259181, ,             6,     0.9259181, ,             6,     0.9259181, ,             6,     0.9259181, , 
          6.2,     0.9366994, ,           6.2,     0.9366994, ,           6.2,     0.9366994, ,           6.2,     0.9366994, ,           6.2,     0.9366994, ,           6.2,     0.9366994, ,           6.2,     0.9366994, ,           6.2,     0.9366994, ,           6.2,     0.9366994, , 
          6.4,     0.9474543, ,           6.4,     0.9474543, ,           6.4,     0.9474543, ,           6.4,     0.9474543, ,           6.4,     0.9474543, ,           6.4,     0.9474543, ,           6.4,     0.9474543, ,           6.4,     0.9474543, ,           6.4,     0.9474543, , 
          6.6,     0.9581827, ,           6.6,     0.9581827, ,           6.6,     0.9581827, ,           6.6,     0.9581827, ,           6.6,     0.9581827, ,           6.6,     0.9581827, ,           6.6,     0.9581827, ,           6.6,     0.9581827, ,           6.6,     0.9581827, , 
          6.8,     0.9688842, ,           6.8,     0.9688842, ,           6.8,     0.9688842, ,           6.8,     0.9688842, ,           6.8,     0.9688842, ,           6.8,     0.9688842, ,           6.8,     0.9688842, ,           6.8,     0.9688842, ,           6.8,     0.9688842, , 
            7,     0.9795584, ,             7,     0.9795584, ,             7,     0.9795584, ,             7,     0.9795584, ,             7,     0.9795584, ,             7,     0.9795584, ,             7,     0.9795584, ,             7,     0.9795584, ,             7,     0.9795584, , 
          7.2,     0.9902052, ,           7.2,     0.9902052, ,           7.2,     0.9902052, ,           7.2,     0.9902052, ,           7.2,     0.9902052, ,           7.2,     0.9902052, ,           7.2,     0.9902052, ,           7.2,     0.9902052, ,           7.2,     0.9902052, , 
          7.4,      1.000824, ,           7.4,      1.000824, ,           7.4,      1.000824, ,           7.4,      1.000824, ,           7.4,      1.000824, ,           7.4,      1.000824, ,           7.4,      1.000824, ,           7.4,      1.000824, ,           7.4,      1.000824, , 
          7.6,      1.011415, ,           7.6,      1.011415, ,           7.6,      1.011415, ,           7.6,      1.011415, ,           7.6,      1.011415, ,           7.6,      1.011415, ,           7.6,      1.011415, ,           7.6,      1.011415, ,           7.6,      1.011415, , 

