Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      16.23018, ,            -1,      17.30779, ,            -1,      17.59373, ,            -1,      12.51659, ,            -1,      13.84384, , 
         -0.8,      16.35674, ,          -0.8,      17.40878, ,          -0.8,      17.68685, ,          -0.8,       12.6405, ,          -0.8,      13.98438, , 
         -0.6,      16.45712, ,          -0.6,      17.47754, ,          -0.6,       17.7578, ,          -0.6,      12.75171, ,          -0.6,      14.10913, , 
         -0.4,      16.53007, ,          -0.4,      17.53749, ,          -0.4,      17.81191, ,          -0.4,      12.85021, ,          -0.4,      14.21768, , 
         -0.2,      16.58212, ,          -0.2,      17.58619, ,          -0.2,      17.85084, ,          -0.2,      12.93672, ,          -0.2,       14.3119, , 
            0,      16.62204, ,             0,      17.60585, ,             0,      17.86537, ,             0,      13.01177, ,             0,      14.39268, , 
          0.2,      16.64862, ,           0.2,      17.61064, ,           0.2,      17.86256, ,           0.2,      13.07575, ,           0.2,      14.46025, , 
          0.4,      16.66304, ,           0.4,      17.60178, ,           0.4,      17.84356, ,           0.4,       13.1291, ,           0.4,      14.51427, , 
          0.6,      16.66372, ,           0.6,      17.57426, ,           0.6,      17.80485, ,           0.6,      13.17209, ,           0.6,      14.55572, , 
          0.8,      16.65185, ,           0.8,      17.53756, ,           0.8,      17.76371, ,           0.8,      13.20522, ,           0.8,      14.58529, , 
            1,        16.631, ,             1,      17.48984, ,             1,      17.71175, ,             1,      13.22897, ,             1,      14.60344, , 
          1.2,      16.59537, ,           1.2,      17.43395, ,           1.2,      17.65515, ,           1.2,      13.24355, ,           1.2,      14.61087, , 
          1.4,      16.55048, ,           1.4,      17.37412, ,           1.4,      17.58806, ,           1.4,      13.24972, ,           1.4,      14.60777, , 
          1.6,      16.49828, ,           1.6,      17.30303, ,           1.6,      17.50987, ,           1.6,      13.24756, ,           1.6,      14.59497, , 
          1.8,      16.43686, ,           1.8,      17.22148, ,           1.8,      17.42086, ,           1.8,      13.23761, ,           1.8,      14.57331, , 
            2,       16.3673, ,             2,      17.13662, ,             2,       17.3307, ,             2,      13.22033, ,             2,      14.54358, , 
          2.2,      16.29371, ,           2.2,      17.04472, ,           2.2,      17.23343, ,           2.2,      13.19621, ,           2.2,      14.50667, , 
          2.4,      16.21261, ,           2.4,      16.94818, ,           2.4,      17.13477, ,           2.4,      13.16538, ,           2.4,      14.46308, , 
          2.6,      16.12852, ,           2.6,      16.85301, ,           2.6,      17.03353, ,           2.6,      13.12812, ,           2.6,      14.41329, , 
          2.8,      16.04046, ,           2.8,      16.74924, ,           2.8,      16.92586, ,           2.8,      13.08476, ,           2.8,      14.35807, , 
            3,      15.94919, ,             3,      16.64255, ,             3,      16.81546, ,             3,      13.03574, ,             3,      14.29804, , 
          3.2,      15.85529, ,           3.2,      16.53338, ,           3.2,      16.70283, ,           3.2,      12.98151, ,           3.2,      14.23359, , 
          3.4,      15.75934, ,           3.4,      16.42195, ,           3.4,      16.58816, ,           3.4,      12.92211, ,           3.4,      14.16496, , 
          3.6,      15.66125, ,           3.6,      16.30883, ,           3.6,      16.47152, ,           3.6,      12.85775, ,           3.6,      14.09238, , 
          3.8,       15.5613, ,           3.8,      16.19457, ,           3.8,      16.35366, ,           3.8,      12.78869, ,           3.8,      14.01624, , 
            4,      15.45965, ,             4,      16.07937, ,             4,      16.23492, ,             4,      12.71502, ,             4,      13.93674, , 
          4.2,      15.35654, ,           4.2,      15.96348, ,           4.2,      16.11562, ,           4.2,      12.63705, ,           4.2,      13.85421, , 
          4.4,      15.25221, ,           4.4,      15.84708, ,           4.4,      15.99424, ,           4.4,      12.55477, ,           4.4,      13.76888, , 
