Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, ,            -1,     0.4297956, , 
         -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, ,          -0.8,      0.438546, , 
         -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, ,          -0.6,     0.4472839, , 
         -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, ,          -0.4,      0.456009, , 
         -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, ,          -0.2,      0.464721, , 
            0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, ,             0,     0.4734195, , 
          0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, ,           0.2,     0.4821043, , 
          0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, ,           0.4,      0.490775, , 
          0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, ,           0.6,     0.4994313, , 
          0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, ,           0.8,     0.5080729, , 
