Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6645264, ,            -1,     0.6645264, ,            -1,     0.6645264, , 
         -0.8,     0.6646576, ,          -0.8,     0.6646576, ,          -0.8,     0.6646576, , 
         -0.6,     0.6647762, ,          -0.6,     0.6647762, ,          -0.6,     0.6647762, , 
         -0.4,     0.6648833, ,          -0.4,     0.6648833, ,          -0.4,     0.6648833, , 
         -0.2,     0.6649799, ,          -0.2,     0.6649799, ,          -0.2,     0.6649799, , 
            0,     0.6650669, ,             0,     0.6650669, ,             0,     0.6650669, , 
          0.2,     0.6651452, ,           0.2,     0.6651452, ,           0.2,     0.6651452, , 
          0.4,     0.6652154, ,           0.4,     0.6652154, ,           0.4,     0.6652154, , 
          0.6,     0.6652783, ,           0.6,     0.6652783, ,           0.6,     0.6652783, , 
          0.8,     0.6653345, ,           0.8,     0.6653345, ,           0.8,     0.6653345, , 
            1,     0.6653846, ,             1,     0.6653846, ,             1,     0.6653846, , 
          1.2,      0.665429, ,           1.2,      0.665429, ,           1.2,      0.665429, , 
          1.4,     0.6654684, ,           1.4,     0.6654684, ,           1.4,     0.6654684, , 
          1.6,     0.6655031, ,           1.6,     0.6655031, ,           1.6,     0.6655031, , 
          1.8,     0.6655336, ,           1.8,     0.6655336, ,           1.8,     0.6655336, , 
            2,     0.6655603, ,             2,     0.6655603, ,             2,     0.6655603, , 
          2.2,     0.6655834, ,           2.2,     0.6655834, ,           2.2,     0.6655834, , 
          2.4,     0.6656034, ,           2.4,     0.6656034, ,           2.4,     0.6656034, , 
          2.6,     0.6656206, ,           2.6,     0.6656206, ,           2.6,     0.6656206, , 
          2.8,     0.6656353, ,           2.8,     0.6656353, ,           2.8,     0.6656353, , 
            3,     0.6656476, ,             3,     0.6656476, ,             3,     0.6656476, , 
          3.2,      0.665658, ,           3.2,      0.665658, ,           3.2,      0.665658, , 
          3.4,     0.6656666, ,           3.4,     0.6656666, ,           3.4,     0.6656666, , 
          3.6,     0.6656736, ,           3.6,     0.6656736, ,           3.6,     0.6656736, , 
          3.8,     0.6656792, ,           3.8,     0.6656792, ,           3.8,     0.6656792, , 
            4,     0.6656837, ,             4,     0.6656837, ,             4,     0.6656837, , 
          4.2,     0.6656873, ,           4.2,     0.6656873, ,           4.2,     0.6656873, , 
          4.4,     0.6656901, ,           4.4,     0.6656901, ,           4.4,     0.6656901, , 
          4.6,     0.6656922, ,           4.6,     0.6656922, ,           4.6,     0.6656922, , 
          4.8,     0.6656939, ,           4.8,     0.6656939, ,           4.8,     0.6656939, , 
            5,     0.6656952, ,             5,     0.6656952, ,             5,     0.6656952, , 
          5.2,     0.6656964, ,           5.2,     0.6656964, ,           5.2,     0.6656964, , 
          5.4,     0.6656976, ,           5.4,     0.6656976, , , , , 
          5.6,     0.6656988, ,           5.6,     0.6656988, , , , , 
          5.8,     0.6657003, ,           5.8,     0.6657003, , , , , 
            6,     0.6657021, ,             6,     0.6657021, , , , , 
          6.2,     0.6657043, ,           6.2,     0.6657043, , , , , 
          6.4,     0.6657071, ,           6.4,     0.6657071, , , , , 
          6.6,     0.6657105, ,           6.6,     0.6657105, , , , , 
          6.8,     0.6657147, ,           6.8,     0.6657147, , , , , 
            7,     0.6657197, ,             7,     0.6657197, , , , , 
          7.2,     0.6657256, ,           7.2,     0.6657256, , , , , 
          7.4,     0.6657326, ,           7.4,     0.6657326, , , , , 
          7.6,     0.6657407, ,           7.6,     0.6657407, , , , , 
          7.8,       0.66575, ,           7.8,       0.66575, , , , , 
            8,     0.6657605, ,             8,     0.6657605, , , , , 
          8.2,     0.6657724, ,           8.2,     0.6657724, , , , , 
          8.4,     0.6657857, ,           8.4,     0.6657857, , , , , 
          8.6,     0.6658005, ,           8.6,     0.6658005, , , , , 
          8.8,     0.6658168, ,           8.8,     0.6658168, , , , , 
            9,     0.6658348, ,             9,     0.6658348, , , , , 
          9.2,     0.6658545, ,           9.2,     0.6658545, , , , , 
          9.4,      0.665876, ,           9.4,      0.665876, , , , , 
          9.6,     0.6658993, ,           9.6,     0.6658993, , , , , 
          9.8,     0.6659244, ,           9.8,     0.6659244, , , , , 
, , ,            10,     0.6659516, , , , , 
, , ,          10.2,     0.6659807, , , , , 
, , ,          10.4,      0.666012, , , , , 

