Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,        3.8887, ,            -1,      3.662786, ,            -1,      3.604317, ,            -1,      4.951707, ,            -1,      4.512172, , 
         -0.8,      3.857138, ,          -0.8,      3.636073, ,          -0.8,       3.57921, ,          -0.8,      4.905041, ,          -0.8,      4.468027, , 
         -0.6,      3.832462, ,          -0.6,      3.615608, ,          -0.6,      3.560346, ,          -0.6,      4.863952, ,          -0.6,      4.429675, , 
         -0.4,      3.812552, ,          -0.4,      3.602218, ,          -0.4,      3.551023, ,          -0.4,      4.828064, ,          -0.4,      4.396663, , 
         -0.2,      3.798718, ,          -0.2,      3.595861, ,          -0.2,      3.547008, ,          -0.2,       4.79697, ,          -0.2,      4.368697, , 
            0,      3.786818, ,             0,      3.592092, ,             0,      3.544121, ,             0,      4.770441, ,             0,      4.345412, , 
          0.2,      3.781761, ,           0.2,      3.590819, ,           0.2,      3.542348, ,           0.2,      4.748082, ,           0.2,      4.326169, , 
          0.4,      3.780281, ,           0.4,      3.590852, ,           0.4,      3.543909, ,           0.4,      4.729595, ,           0.4,      4.310624, , 
          0.6,      3.781706, ,           0.6,      3.595338, ,           0.6,      3.549284, ,           0.6,      4.714726, ,           0.6,      4.298669, , 
          0.8,      3.785267, ,           0.8,      3.602072, ,           0.8,      3.556796, ,           0.8,      4.703232, ,           0.8,      4.290049, , 
            1,      3.790375, ,             1,      3.611026, ,             1,      3.566883, ,             1,      4.694963, ,             1,      4.284579, , 
          1.2,      3.797321, ,           1.2,      3.621817, ,           1.2,       3.57938, ,           1.2,      4.689717, ,           1.2,       4.28208, , 
          1.4,      3.806671, ,           1.4,      3.635499, ,           1.4,      3.594825, ,           1.4,      4.687382, ,           1.4,      4.282432, , 
          1.6,      3.818259, ,           1.6,      3.650521, ,           1.6,      3.610489, ,           1.6,      4.687798, ,           1.6,      4.285449, , 
          1.8,      3.831561, ,           1.8,      3.667263, ,           1.8,      3.627706, ,           1.8,      4.690764, ,           1.8,      4.291019, , 
            2,      3.847014, ,             2,       3.68539, ,             2,      3.645761, ,             2,      4.696237, ,             2,      4.298971, , 
          2.2,      3.864007, ,           2.2,      3.704233, ,           2.2,      3.664976, ,           2.2,      4.704067, ,           2.2,      4.309108, , 
          2.4,      3.882291, ,           2.4,      3.724767, ,           2.4,       3.68609, ,           2.4,      4.714138, ,           2.4,      4.321278, , 
          2.6,      3.901709, ,           2.6,       3.74615, ,           2.6,      3.708344, ,           2.6,      4.726318, ,           2.6,      4.335375, , 
          2.8,      3.922847, ,           2.8,      3.769526, ,           2.8,      3.732726, ,           2.8,      4.740516, ,           2.8,      4.351279, , 
            3,      3.944005, ,             3,      3.792154, ,             3,      3.755452, ,             3,      4.756776, ,             3,       4.36885, , 
          3.2,      3.967534, ,           3.2,      3.816836, ,           3.2,      3.780857, ,           3.2,      4.774945, ,           3.2,      4.388017, , 
          3.4,      3.991824, ,           3.4,      3.842707, ,           3.4,      3.807265, ,           3.4,      4.795003, ,           3.4,       4.40866, , 
          3.6,      4.016931, ,           3.6,       3.86944, ,           3.6,      3.833896, ,           3.6,      4.816849, ,           3.6,       4.43063, , 
          3.8,      4.042977, ,           3.8,      3.895755, ,           3.8,      3.860836, ,           3.8,      4.840391, ,           3.8,      4.453847, , 
            4,      4.069856, ,             4,      3.923706, ,             4,      3.889023, ,             4,      4.865702, ,             4,      4.478289, , 
          4.2,      4.097449, ,           4.2,      3.952289, ,           4.2,      3.917828, ,           4.2,      4.892669, ,           4.2,      4.503856, , 
          4.4,      4.125652, ,           4.4,      3.981455, ,           4.4,      3.947214, ,           4.4,      4.921356, ,           4.4,      4.530528, , 
          4.6,      4.154452, ,           4.6,      4.011225, ,           4.6,      3.977134, ,           4.6,      4.951703, ,           4.6,       4.55828, , 
          4.8,      4.183839, ,           4.8,      4.041521, ,           4.8,      4.007625, ,           4.8,      4.983725, ,           4.8,      4.587062, , 
            5,      4.213795, ,             5,      4.072287, ,             5,      4.038602, ,             5,      5.017524, ,             5,      4.616862, , 
          5.2,      4.244288, ,           5.2,      4.103481, ,           5.2,      4.070001, ,           5.2,      5.053098, ,           5.2,      4.647623, , 
          5.4,      4.275305, ,           5.4,      4.135083, ,           5.4,      4.101791, ,           5.4,       5.09058, ,           5.4,      4.679359, , 
          5.6,      4.306834, ,           5.6,      4.167079, ,           5.6,      4.134325, ,           5.6,      5.130177, ,           5.6,      4.712091, , 
          5.8,      4.338838, ,           5.8,      4.199451, ,           5.8,      4.167491, ,           5.8,      5.171941, ,           5.8,        4.7458, , 
            6,      4.371299, ,             6,      4.232198, ,             6,       4.20031, ,             6,      5.216152, ,             6,      4.780546, , 

