Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, ,            -1,     0.5956824, , 
         -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, ,          -0.8,     0.5955686, , 
         -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, ,          -0.6,     0.5954462, , 
         -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, ,          -0.4,     0.5953159, , 
         -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, ,          -0.2,     0.5951779, , 
            0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, ,             0,     0.5950328, , 
          0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, ,           0.2,      0.594881, , 
          0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, ,           0.4,     0.5947227, , 
          0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, ,           0.6,     0.5945583, , 
          0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, ,           0.8,      0.594388, , 
