Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.6906926, , 
         -0.8,        0.7063, , 
         -0.6,     0.7218929, , 
         -0.4,     0.7374707, , 
         -0.2,     0.7530333, , 
            0,     0.7685801, , 
          0.2,     0.7841108, , 
          0.4,      0.799625, , 
          0.6,     0.8151223, , 
          0.8,     0.8306024, , 
            1,     0.8460648, , 
          1.2,     0.8615091, , 
          1.4,      0.876935, , 
          1.6,     0.8923421, , 
          1.8,     0.9077301, , 
            2,     0.9230984, , 
          2.2,     0.9384468, , 
          2.4,     0.9537749, , 
          2.6,     0.9690824, , 
          2.8,     0.9843687, , 
            3,     0.9996336, , 
          3.2,      1.014877, , 
          3.4,      1.030098, , 
          3.6,      1.045296, , 
          3.8,      1.060471, , 
            4,      1.075623, , 
          4.2,      1.090752, , 
          4.4,      1.105856, , 
          4.6,      1.120937, , 
          4.8,      1.135992, , 
            5,      1.151022, , 
          5.2,      1.166027, , 
          5.4,      1.181006, , 
          5.6,      1.195959, , 
          5.8,      1.210885, , 
            6,      1.225785, , 
          6.2,      1.240657, , 
          6.4,      1.255502, , 
          6.6,      1.270318, , 
          6.8,      1.285107, , 
            7,      1.299867, , 
          7.2,      1.314598, , 
          7.4,      1.329299, , 
          7.6,      1.343972, , 
          7.8,      1.358614, , 
            8,      1.373226, , 
          8.2,      1.387807, , 
          8.4,      1.402357, , 
          8.6,      1.416876, , 
          8.8,      1.431364, , 
            9,      1.445819, , 
          9.2,      1.460242, , 
          9.4,      1.474633, , 
          9.6,      1.488991, , 
          9.8,      1.503316, , 

