Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      3.838848, ,            -1,      3.563576, ,            -1,      3.415091, ,            -1,      3.342782, ,            -1,      3.286736, ,            -1,      3.261677, ,            -1,      5.041006, ,            -1,      4.608468, ,            -1,      4.171691, , 
         -0.8,      3.801912, ,          -0.8,      3.537271, ,          -0.8,       3.39335, ,          -0.8,      3.325096, ,          -0.8,      3.273746, ,          -0.8,      3.250061, ,          -0.8,      4.993776, ,          -0.8,      4.563702, ,          -0.8,      4.130096, , 
         -0.6,      3.771733, ,          -0.6,      3.514866, ,          -0.6,      3.376983, ,          -0.6,       3.31005, ,          -0.6,      3.259739, ,          -0.6,      3.237271, ,          -0.6,      4.951618, ,          -0.6,      4.524282, ,          -0.6,      4.093894, , 
         -0.4,      3.747347, ,          -0.4,      3.498559, ,          -0.4,       3.36417, ,          -0.4,      3.298401, ,          -0.4,      3.248838, ,          -0.4,      3.226949, ,          -0.4,      4.914684, ,          -0.4,      4.489848, ,          -0.4,       4.06283, , 
         -0.2,      3.727751, ,          -0.2,      3.487531, ,          -0.2,      3.355423, ,          -0.2,       3.29053, ,          -0.2,      3.242189, ,          -0.2,      3.220969, ,          -0.2,      4.882939, ,          -0.2,      4.460087, ,          -0.2,       4.03633, , 
            0,       3.71221, ,             0,      3.479748, ,             0,      3.350404, ,             0,      3.286959, ,             0,      3.239654, ,             0,      3.218951, ,             0,       4.85591, ,             0,        4.4346, ,             0,      4.013926, , 
          0.2,      3.700242, ,           0.2,      3.474385, ,           0.2,      3.348279, ,           0.2,      3.286127, ,           0.2,      3.239695, ,           0.2,      3.219434, ,           0.2,       4.83333, ,           0.2,      4.413107, ,           0.2,      3.995326, , 
          0.4,      3.691513, ,           0.4,      3.471585, ,           0.4,       3.34862, ,           0.4,      3.287805, ,           0.4,      3.242689, ,           0.4,        3.2233, ,           0.4,      4.814851, ,           0.4,      4.395307, ,           0.4,      3.980506, , 
          0.6,      3.685911, ,           0.6,      3.470961, ,           0.6,      3.351094, ,           0.6,      3.291676, ,           0.6,      3.248395, ,           0.6,      3.230301, ,           0.6,      4.800284, ,           0.6,      4.381063, ,           0.6,       3.96925, , 
          0.8,      3.683537, ,           0.8,      3.474274, ,           0.8,      3.357454, ,           0.8,      3.300191, ,           0.8,      3.258769, ,           0.8,      3.241125, ,           0.8,      4.789754, ,           0.8,      4.370159, ,           0.8,      3.961226, , 
