Alpha,T1-15.8 m/s-VLM2, , 
           -1,      0.550356, , 
         -0.8,     0.5501469, , 
         -0.6,     0.5499312, , 
         -0.4,     0.5497093, , 
         -0.2,     0.5494814, , 
            0,     0.5492476, , 
          0.2,     0.5490082, , 
          0.4,     0.5487633, , 
          0.6,     0.5485131, , 
          0.8,     0.5482577, , 
            1,     0.5479973, , 
          1.2,     0.5477319, , 
          1.4,     0.5474618, , 
          1.6,     0.5471869, , 
          1.8,     0.5469075, , 
            2,     0.5466236, , 
          2.2,     0.5463353, , 
          2.4,     0.5460427, , 
          2.6,     0.5457459, , 
          2.8,     0.5454449, , 
            3,     0.5451398, , 
          3.2,     0.5448308, , 
          3.4,     0.5445178, , 
          3.6,     0.5442009, , 
          3.8,     0.5438802, , 
            4,     0.5435558, , 
          4.2,     0.5432276, , 
          4.4,     0.5428958, , 
          4.6,     0.5425604, , 
          4.8,     0.5422215, , 
            5,     0.5418791, , 
          5.2,     0.5415332, , 
          5.4,      0.541184, , 
          5.6,     0.5408314, , 
          5.8,     0.5404755, , 
            6,     0.5401163, , 
          6.2,     0.5397539, , 
          6.4,     0.5393884, , 
          6.6,     0.5390197, , 
          6.8,      0.538648, , 
            7,     0.5382732, , 
          7.2,     0.5378953, , 
          7.4,     0.5375146, , 
          7.6,     0.5371309, , 
          7.8,     0.5367443, , 
            8,     0.5363548, , 
          8.2,     0.5359626, , 
          8.4,     0.5355676, , 
          8.6,     0.5351698, , 
          8.8,     0.5347694, , 
            9,     0.5343663, , 
          9.2,     0.5339606, , 
          9.4,     0.5335523, , 
          9.6,     0.5331415, , 
          9.8,     0.5327282, , 
           10,     0.5323124, , 
         10.2,     0.5318942, , 
         10.4,     0.5314736, , 
         10.6,     0.5310507, , 
         10.8,     0.5306255, , 
           11,      0.530198, , 
         11.2,     0.5297682, , 
         11.4,     0.5293363, , 
         11.6,     0.5289023, , 
         11.8,     0.5284661, , 
           12,     0.5280278, , 

