Alpha,T1-15.8 m/s-VLM2, , 
           -2,     0.5708017, , 
         -1.8,     0.5793233, , 
         -1.6,     0.5878259, , 
         -1.4,     0.5963092, , 
         -1.2,     0.6047729, , 
           -1,     0.6132166, , 
         -0.8,     0.6216401, , 
         -0.6,      0.630043, , 
         -0.4,     0.6384251, , 
         -0.2,      0.646786, , 
            0,     0.6551254, , 
          0.2,      0.663443, , 
          0.4,     0.6717386, , 
          0.6,     0.6800118, , 
          0.8,     0.6882622, , 
            1,     0.6964898, , 
          1.2,      0.704694, , 
          1.4,     0.7128747, , 
          1.6,     0.7210315, , 
          1.8,     0.7291642, , 
            2,     0.7372725, , 
          2.2,      0.745356, , 
          2.4,     0.7534146, , 
          2.6,     0.7614479, , 
          2.8,     0.7694556, , 
            3,     0.7774376, , 
          3.2,     0.7853934, , 
          3.4,     0.7933229, , 
          3.6,     0.8012257, , 
          3.8,     0.8091016, , 
            4,     0.8169503, , 
          4.2,     0.8247716, , 
          4.4,     0.8325652, , 
          4.6,     0.8403309, , 
          4.8,     0.8480683, , 
            5,     0.8557773, , 
          5.2,     0.8634575, , 
          5.4,     0.8711088, , 
          5.6,     0.8787309, , 
          5.8,     0.8863236, , 
            6,     0.8938865, , 
          6.2,     0.9014195, , 
          6.4,     0.9089223, , 
          6.6,     0.9163948, , 
          6.8,     0.9238366, , 
            7,     0.9312475, , 
          7.2,     0.9386273, , 
          7.4,     0.9459758, , 
          7.6,     0.9532928, , 
          7.8,      0.960578, , 
            8,     0.9678312, , 

