Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.8930486, ,            -2,     0.8930486, ,            -2,     0.8930486, , 
         -1.8,     0.9080027, ,          -1.8,     0.9080027, ,          -1.8,     0.9080027, , 
         -1.6,     0.9229367, ,          -1.6,     0.9229367, ,          -1.6,     0.9229367, , 
         -1.4,     0.9378501, ,          -1.4,     0.9378501, ,          -1.4,     0.9378501, , 
         -1.2,     0.9527426, ,          -1.2,     0.9527426, ,          -1.2,     0.9527426, , 
           -1,     0.9676137, ,            -1,     0.9676137, ,            -1,     0.9676137, , 
         -0.8,     0.9824631, ,          -0.8,     0.9824631, ,          -0.8,     0.9824631, , 
         -0.6,     0.9972902, ,          -0.6,     0.9972902, ,          -0.6,     0.9972902, , 
         -0.4,      1.012095, ,          -0.4,      1.012095, ,          -0.4,      1.012095, , 
         -0.2,      1.026877, ,          -0.2,      1.026877, ,          -0.2,      1.026877, , 
            0,      1.041635, ,             0,      1.041635, ,             0,      1.041635, , 
          0.2,      1.056369, ,           0.2,      1.056369, ,           0.2,      1.056369, , 
          0.4,       1.07108, ,           0.4,       1.07108, ,           0.4,       1.07108, , 
          0.6,      1.085766, ,           0.6,      1.085766, ,           0.6,      1.085766, , 
          0.8,      1.100427, ,           0.8,      1.100427, ,           0.8,      1.100427, , 
            1,      1.115062, ,             1,      1.115062, ,             1,      1.115062, , 
          1.2,      1.129672, ,           1.2,      1.129672, ,           1.2,      1.129672, , 
          1.4,      1.144256, ,           1.4,      1.144256, ,           1.4,      1.144256, , 
          1.6,      1.158813, ,           1.6,      1.158813, ,           1.6,      1.158813, , 
          1.8,      1.173344, ,           1.8,      1.173344, ,           1.8,      1.173344, , 
            2,      1.187847, ,             2,      1.187847, ,             2,      1.187847, , 
          2.2,      1.202323, ,           2.2,      1.202323, ,           2.2,      1.202323, , 
          2.4,       1.21677, ,           2.4,       1.21677, ,           2.4,       1.21677, , 
          2.6,      1.231189, ,           2.6,      1.231189, ,           2.6,      1.231189, , 
          2.8,       1.24558, ,           2.8,       1.24558, ,           2.8,       1.24558, , 
            3,      1.259941, ,             3,      1.259941, ,             3,      1.259941, , 
          3.2,      1.274273, ,           3.2,      1.274273, ,           3.2,      1.274273, , 
          3.4,      1.288575, ,           3.4,      1.288575, ,           3.4,      1.288575, , 
          3.6,      1.302847, ,           3.6,      1.302847, ,           3.6,      1.302847, , 
          3.8,      1.317088, ,           3.8,      1.317088, ,           3.8,      1.317088, , 
            4,      1.331298, ,             4,      1.331298, ,             4,      1.331298, , 
          4.2,      1.345477, ,           4.2,      1.345477, ,           4.2,      1.345477, , 
          4.4,      1.359624, ,           4.4,      1.359624, ,           4.4,      1.359624, , 
          4.6,      1.373739, ,           4.6,      1.373739, ,           4.6,      1.373739, , 
          4.8,      1.387822, ,           4.8,      1.387822, ,           4.8,      1.387822, , 
            5,      1.401872, ,             5,      1.401872, ,             5,      1.401872, , 
, , ,           5.2,      1.415889, , , , , 

