Alpha,T1-15.8 m/s-VLM2, , 
            0,     0.8716139, , 
          0.2,     0.8631137, , 
          0.4,      0.855415, , 
          0.6,     0.8483351, , 
          0.8,     0.8418236, , 
            1,     0.8358548, , 
          1.2,     0.8304138, , 
          1.4,     0.8254601, , 
          1.6,     0.8210378, , 
          1.8,     0.8171031, , 
            2,      0.813658, , 
          2.2,     0.8106703, , 
          2.4,     0.8081558, , 
          2.6,     0.8061002, , 
          2.8,     0.8044637, , 
            3,     0.8032105, , 
          3.2,     0.8023171, , 
          3.4,     0.8017494, , 
          3.6,     0.8014768, , 
          3.8,     0.8014747, , 
            4,     0.8017078, , 
          4.2,     0.8021642, , 
          4.4,     0.8028151, , 

