Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      1.151944, ,             0,      1.081755, ,             0,      1.262791, , 
          0.2,      1.137659, ,           0.2,      1.072174, ,           0.2,      1.249097, , 
          0.4,      1.125379, ,           0.4,      1.061245, ,           0.4,       1.23661, , 
          0.6,      1.114502, ,           0.6,      1.052403, ,           0.6,      1.225217, , 
          0.8,      1.104594, ,           0.8,      1.043713, ,           0.8,      1.214828, , 
            1,      1.095812, ,             1,      1.036547, ,             1,      1.205344, , 
          1.2,      1.088109, ,           1.2,      1.031204, ,           1.2,      1.196694, , 
          1.4,      1.081142, ,           1.4,      1.025488, ,           1.4,      1.188803, , 
          1.6,       1.07455, ,           1.6,       1.02025, ,           1.6,      1.181625, , 
          1.8,      1.069022, ,           1.8,      1.016278, ,           1.8,      1.175093, , 
            2,      1.063964, ,             2,      1.012691, ,             2,      1.169157, , 
          2.2,      1.059472, ,           2.2,      1.009675, ,           2.2,      1.163789, , 
          2.4,      1.055454, ,           2.4,      1.007131, ,           2.4,      1.158937, , 
          2.6,      1.051887, ,           2.6,      1.005057, ,           2.6,      1.154587, , 
          2.8,      1.048757, ,           2.8,      1.003416, ,           2.8,      1.150696, , 
            3,      1.046039, ,             3,      1.002229, ,             3,      1.147243, , 
          3.2,      1.043714, ,           3.2,      1.001489, ,           3.2,      1.144224, , 
          3.4,      1.041768, ,           3.4,      1.001085, ,           3.4,      1.141605, , 
          3.6,      1.040212, ,           3.6,      1.000998, ,           3.6,      1.139401, , 
          3.8,      1.039028, ,           3.8,      1.001241, ,           3.8,      1.137552, , 
            4,      1.038202, ,             4,      1.001737, ,             4,      1.136042, , 
          4.2,      1.037712, ,           4.2,      1.002467, ,           4.2,      1.134894, , 
          4.4,      1.037535, ,           4.4,      1.003392, ,           4.4,      1.134086, , 
          4.6,      1.037659, ,           4.6,      1.004526, ,           4.6,      1.133654, , 
          4.8,       1.03806, ,           4.8,      1.005822, ,           4.8,      1.133587, , 
            5,      1.038719, ,             5,       1.00729, ,             5,      1.133902, , 
          5.2,      1.039608, ,           5.2,      1.008907, ,           5.2,      1.134621, , 
          5.4,      1.040709, ,           5.4,       1.01066, ,           5.4,      1.135774, , 
          5.6,      1.042007, ,           5.6,      1.012534, ,           5.6,      1.137465, , 
          5.8,      1.043481, ,           5.8,      1.014526, ,           5.8,      1.139738, , 

