Alpha,T1-15.8 m/s-VLM2, , 
           -1,      1.280099, , 
         -0.8,       1.21653, , 
         -0.6,      1.161339, , 
         -0.4,      1.113157, , 
         -0.2,      1.070933, , 
            0,      1.033781, , 
          0.2,      1.000981, , 
          0.4,     0.9719527, , 
          0.6,     0.9462189, , 
          0.8,     0.9233349, , 
            1,     0.9029297, , 
          1.2,     0.8847246, , 
          1.4,     0.8685315, , 
          1.6,     0.8541628, , 
          1.8,     0.8414207, , 
            2,     0.8303079, , 
          2.2,     0.8210839, , 
          2.4,     0.8145143, , 
          2.6,     0.8104039, , 
          2.8,     0.8087266, , 
            3,       0.81007, , 
          3.2,     0.8157649, , 
          3.4,     0.8289294, , 
          3.6,     0.8418976, , 
          3.8,     0.8559984, , 
            4,     0.8698152, , 
          4.2,     0.8880993, , 
          4.4,     0.9101336, , 
          4.6,     0.9302539, , 
          4.8,     0.9521508, , 
            5,     0.9748203, , 

