Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.5647176, ,            -1,     0.5647176, ,            -1,     0.5647176, ,            -1,     0.5647176, ,            -1,     0.5647176, , 
         -0.8,     0.5643886, ,          -0.8,     0.5643886, ,          -0.8,     0.5643886, ,          -0.8,     0.5643886, ,          -0.8,     0.5643886, , 
         -0.6,     0.5640546, ,          -0.6,     0.5640546, ,          -0.6,     0.5640546, ,          -0.6,     0.5640546, ,          -0.6,     0.5640546, , 
         -0.4,     0.5637156, ,          -0.4,     0.5637156, ,          -0.4,     0.5637156, ,          -0.4,     0.5637156, ,          -0.4,     0.5637156, , 
         -0.2,     0.5633717, ,          -0.2,     0.5633717, ,          -0.2,     0.5633717, ,          -0.2,     0.5633717, ,          -0.2,     0.5633717, , 
            0,     0.5630231, ,             0,     0.5630231, ,             0,     0.5630231, ,             0,     0.5630231, ,             0,     0.5630231, , 
          0.2,     0.5626698, ,           0.2,     0.5626698, ,           0.2,     0.5626698, ,           0.2,     0.5626698, ,           0.2,     0.5626698, , 
          0.4,     0.5623119, ,           0.4,     0.5623119, ,           0.4,     0.5623119, ,           0.4,     0.5623119, ,           0.4,     0.5623119, , 
          0.6,     0.5619496, ,           0.6,     0.5619496, ,           0.6,     0.5619496, ,           0.6,     0.5619496, ,           0.6,     0.5619496, , 
          0.8,     0.5615829, ,           0.8,     0.5615829, ,           0.8,     0.5615829, ,           0.8,     0.5615829, ,           0.8,     0.5615829, , 
            1,     0.5612119, ,             1,     0.5612119, ,             1,     0.5612119, ,             1,     0.5612119, ,             1,     0.5612119, , 
          1.2,     0.5608366, ,           1.2,     0.5608366, ,           1.2,     0.5608366, ,           1.2,     0.5608366, ,           1.2,     0.5608366, , 
          1.4,     0.5604572, ,           1.4,     0.5604572, ,           1.4,     0.5604572, ,           1.4,     0.5604572, ,           1.4,     0.5604572, , 
          1.6,     0.5600738, ,           1.6,     0.5600738, ,           1.6,     0.5600738, ,           1.6,     0.5600738, ,           1.6,     0.5600738, , 
          1.8,     0.5596863, ,           1.8,     0.5596863, ,           1.8,     0.5596863, ,           1.8,     0.5596863, ,           1.8,     0.5596863, , 
            2,     0.5592949, ,             2,     0.5592949, ,             2,     0.5592949, ,             2,     0.5592949, ,             2,     0.5592949, , 
          2.2,     0.5588997, ,           2.2,     0.5588997, ,           2.2,     0.5588997, ,           2.2,     0.5588997, ,           2.2,     0.5588997, , 
          2.4,     0.5585006, ,           2.4,     0.5585006, ,           2.4,     0.5585006, ,           2.4,     0.5585006, ,           2.4,     0.5585006, , 
          2.6,     0.5580978, ,           2.6,     0.5580978, ,           2.6,     0.5580978, ,           2.6,     0.5580978, ,           2.6,     0.5580978, , 
          2.8,     0.5576913, ,           2.8,     0.5576913, ,           2.8,     0.5576913, ,           2.8,     0.5576913, ,           2.8,     0.5576913, , 
            3,     0.5572812, ,             3,     0.5572812, ,             3,     0.5572812, ,             3,     0.5572812, ,             3,     0.5572812, , 
          3.2,     0.5568676, ,           3.2,     0.5568676, ,           3.2,     0.5568676, ,           3.2,     0.5568676, ,           3.2,     0.5568676, , 
          3.4,     0.5564504, ,           3.4,     0.5564504, ,           3.4,     0.5564504, ,           3.4,     0.5564504, ,           3.4,     0.5564504, , 
          3.6,     0.5560298, ,           3.6,     0.5560298, ,           3.6,     0.5560298, ,           3.6,     0.5560298, ,           3.6,     0.5560298, , 
          3.8,     0.5556057, ,           3.8,     0.5556057, ,           3.8,     0.5556057, ,           3.8,     0.5556057, ,           3.8,     0.5556057, , 
            4,     0.5551783, ,             4,     0.5551783, ,             4,     0.5551783, ,             4,     0.5551783, ,             4,     0.5551783, , 
          4.2,     0.5547477, ,           4.2,     0.5547477, ,           4.2,     0.5547477, ,           4.2,     0.5547477, ,           4.2,     0.5547477, , 
          4.4,     0.5543138, ,           4.4,     0.5543138, ,           4.4,     0.5543138, ,           4.4,     0.5543138, ,           4.4,     0.5543138, , 
          4.6,     0.5538766, ,           4.6,     0.5538766, ,           4.6,     0.5538766, ,           4.6,     0.5538766, ,           4.6,     0.5538766, , 
          4.8,     0.5534364, ,           4.8,     0.5534364, ,           4.8,     0.5534364, ,           4.8,     0.5534364, ,           4.8,     0.5534364, , 
            5,      0.552993, ,             5,      0.552993, ,             5,      0.552993, ,             5,      0.552993, ,             5,      0.552993, , 
          5.2,     0.5525466, ,           5.2,     0.5525466, ,           5.2,     0.5525466, ,           5.2,     0.5525466, ,           5.2,     0.5525466, , 
          5.4,     0.5520971, ,           5.4,     0.5520971, ,           5.4,     0.5520971, ,           5.4,     0.5520971, ,           5.4,     0.5520971, , 
          5.6,     0.5516448, ,           5.6,     0.5516448, ,           5.6,     0.5516448, ,           5.6,     0.5516448, ,           5.6,     0.5516448, , 
          5.8,     0.5511895, ,           5.8,     0.5511895, ,           5.8,     0.5511895, ,           5.8,     0.5511895, ,           5.8,     0.5511895, , 
            6,     0.5507313, ,             6,     0.5507313, ,             6,     0.5507313, ,             6,     0.5507313, ,             6,     0.5507313, , 
          6.2,     0.5502703, ,           6.2,     0.5502703, ,           6.2,     0.5502703, ,           6.2,     0.5502703, ,           6.2,     0.5502703, , 
