Alpha,T1-15.8 m/s-VLM2, , 
           -3,      5.296226, , 
         -2.8,       5.24294, , 
         -2.6,      5.193959, , 
         -2.4,      5.149254, , 
         -2.2,      5.108637, , 
           -2,       5.07199, , 
         -1.8,      5.039278, , 
         -1.6,      5.010442, , 
         -1.4,      4.985405, , 
         -1.2,      4.964074, , 
           -1,      4.946253, , 
         -0.8,      4.931831, , 
         -0.6,      4.920617, , 
         -0.4,      4.912401, , 
         -0.2,      4.906948, , 
            0,      4.904071, , 
          0.2,       4.90358, , 
          0.4,      4.905282, , 
          0.6,       4.90897, , 
          0.8,      4.914557, , 
            1,      4.921941, , 
          1.2,      4.931042, , 
          1.4,      4.941784, , 
          1.6,      4.954083, , 
          1.8,      4.967827, , 
            2,      4.982985, , 
          2.2,      4.999539, , 
          2.4,      5.017433, , 
          2.6,      5.036658, , 
          2.8,        5.0571, , 
            3,      5.078721, , 
          3.2,      5.101617, , 
          3.4,      5.125804, , 
          3.6,      5.151309, , 
          3.8,      5.178166, , 
            4,      5.206499, , 
          4.2,      5.236429, , 
          4.4,      5.268155, , 
          4.6,      5.301685, , 
          4.8,      5.337402, , 
            5,      5.375632, , 
          5.2,      5.416794, , 
          5.4,      5.461425, , 

