Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,     0.8629084, ,            -3,     0.8629084, ,            -3,     0.8629084, ,            -3,     0.8629084, ,            -3,     0.8629084, ,            -3,     0.8629084, ,            -3,     0.8629084, ,            -3,     0.8629084, ,            -3,     0.8629084, , 
         -2.8,     0.8783375, ,          -2.8,     0.8783375, ,          -2.8,     0.8783375, ,          -2.8,     0.8783375, ,          -2.8,     0.8783375, ,          -2.8,     0.8783375, ,          -2.8,     0.8783375, ,          -2.8,     0.8783375, ,          -2.8,     0.8783375, , 
         -2.6,     0.8937487, ,          -2.6,     0.8937487, ,          -2.6,     0.8937487, ,          -2.6,     0.8937487, ,          -2.6,     0.8937487, ,          -2.6,     0.8937487, ,          -2.6,     0.8937487, ,          -2.6,     0.8937487, ,          -2.6,     0.8937487, , 
         -2.4,     0.9091415, ,          -2.4,     0.9091415, ,          -2.4,     0.9091415, ,          -2.4,     0.9091415, ,          -2.4,     0.9091415, ,          -2.4,     0.9091415, ,          -2.4,     0.9091415, ,          -2.4,     0.9091415, ,          -2.4,     0.9091415, , 
         -2.2,     0.9245155, ,          -2.2,     0.9245155, ,          -2.2,     0.9245155, ,          -2.2,     0.9245155, ,          -2.2,     0.9245155, ,          -2.2,     0.9245155, ,          -2.2,     0.9245155, ,          -2.2,     0.9245155, ,          -2.2,     0.9245155, , 
           -2,     0.9398703, ,            -2,     0.9398703, ,            -2,     0.9398703, ,            -2,     0.9398703, ,            -2,     0.9398703, ,            -2,     0.9398703, ,            -2,     0.9398703, ,            -2,     0.9398703, ,            -2,     0.9398703, , 
         -1.8,     0.9552056, ,          -1.8,     0.9552056, ,          -1.8,     0.9552056, ,          -1.8,     0.9552056, ,          -1.8,     0.9552056, ,          -1.8,     0.9552056, ,          -1.8,     0.9552056, ,          -1.8,     0.9552056, ,          -1.8,     0.9552056, , 
         -1.6,     0.9705209, ,          -1.6,     0.9705209, ,          -1.6,     0.9705209, ,          -1.6,     0.9705209, ,          -1.6,     0.9705209, ,          -1.6,     0.9705209, ,          -1.6,     0.9705209, ,          -1.6,     0.9705209, ,          -1.6,     0.9705209, , 
         -1.4,     0.9858159, ,          -1.4,     0.9858159, ,          -1.4,     0.9858159, ,          -1.4,     0.9858159, ,          -1.4,     0.9858159, ,          -1.4,     0.9858159, ,          -1.4,     0.9858159, ,          -1.4,     0.9858159, ,          -1.4,     0.9858159, , 
         -1.2,       1.00109, ,          -1.2,       1.00109, ,          -1.2,       1.00109, ,          -1.2,       1.00109, ,          -1.2,       1.00109, ,          -1.2,       1.00109, ,          -1.2,       1.00109, ,          -1.2,       1.00109, ,          -1.2,       1.00109, , 
           -1,      1.016343, ,            -1,      1.016343, ,            -1,      1.016343, ,            -1,      1.016343, ,            -1,      1.016343, ,            -1,      1.016343, ,            -1,      1.016343, ,            -1,      1.016343, ,            -1,      1.016343, , 
         -0.8,      1.031575, ,          -0.8,      1.031575, ,          -0.8,      1.031575, ,          -0.8,      1.031575, ,          -0.8,      1.031575, ,          -0.8,      1.031575, ,          -0.8,      1.031575, ,          -0.8,      1.031575, ,          -0.8,      1.031575, , 
         -0.6,      1.046784, ,          -0.6,      1.046784, ,          -0.6,      1.046784, ,          -0.6,      1.046784, ,          -0.6,      1.046784, ,          -0.6,      1.046784, ,          -0.6,      1.046784, ,          -0.6,      1.046784, ,          -0.6,      1.046784, , 
         -0.4,      1.061972, ,          -0.4,      1.061972, ,          -0.4,      1.061972, ,          -0.4,      1.061972, ,          -0.4,      1.061972, ,          -0.4,      1.061972, ,          -0.4,      1.061972, ,          -0.4,      1.061972, ,          -0.4,      1.061972, , 
         -0.2,      1.077136, ,          -0.2,      1.077136, ,          -0.2,      1.077136, ,          -0.2,      1.077136, ,          -0.2,      1.077136, ,          -0.2,      1.077136, ,          -0.2,      1.077136, ,          -0.2,      1.077136, ,          -0.2,      1.077136, , 
            0,      1.092278, ,             0,      1.092278, ,             0,      1.092278, ,             0,      1.092278, ,             0,      1.092278, ,             0,      1.092278, ,             0,      1.092278, ,             0,      1.092278, ,             0,      1.092278, , 
          0.2,      1.107396, ,           0.2,      1.107396, ,           0.2,      1.107396, ,           0.2,      1.107396, ,           0.2,      1.107396, ,           0.2,      1.107396, ,           0.2,      1.107396, ,           0.2,      1.107396, ,           0.2,      1.107396, , 
          0.4,       1.12249, ,           0.4,       1.12249, ,           0.4,       1.12249, ,           0.4,       1.12249, ,           0.4,       1.12249, ,           0.4,       1.12249, ,           0.4,       1.12249, ,           0.4,       1.12249, ,           0.4,       1.12249, , 
          0.6,       1.13756, ,           0.6,       1.13756, ,           0.6,       1.13756, ,           0.6,       1.13756, ,           0.6,       1.13756, ,           0.6,       1.13756, ,           0.6,       1.13756, ,           0.6,       1.13756, ,           0.6,       1.13756, , 
          0.8,      1.152606, ,           0.8,      1.152606, ,           0.8,      1.152606, ,           0.8,      1.152606, ,           0.8,      1.152606, ,           0.8,      1.152606, ,           0.8,      1.152606, ,           0.8,      1.152606, ,           0.8,      1.152606, , 
            1,      1.167626, ,             1,      1.167626, ,             1,      1.167626, ,             1,      1.167626, ,             1,      1.167626, ,             1,      1.167626, ,             1,      1.167626, ,             1,      1.167626, ,             1,      1.167626, , 
          1.2,      1.182621, ,           1.2,      1.182621, ,           1.2,      1.182621, ,           1.2,      1.182621, ,           1.2,      1.182621, ,           1.2,      1.182621, ,           1.2,      1.182621, ,           1.2,      1.182621, ,           1.2,      1.182621, , 
          1.4,       1.19759, ,           1.4,       1.19759, ,           1.4,       1.19759, ,           1.4,       1.19759, ,           1.4,       1.19759, ,           1.4,       1.19759, ,           1.4,       1.19759, ,           1.4,       1.19759, ,           1.4,       1.19759, , 
          1.6,      1.212534, ,           1.6,      1.212534, ,           1.6,      1.212534, ,           1.6,      1.212534, ,           1.6,      1.212534, ,           1.6,      1.212534, ,           1.6,      1.212534, ,           1.6,      1.212534, ,           1.6,      1.212534, , 
          1.8,       1.22745, ,           1.8,       1.22745, ,           1.8,       1.22745, ,           1.8,       1.22745, ,           1.8,       1.22745, ,           1.8,       1.22745, ,           1.8,       1.22745, ,           1.8,       1.22745, ,           1.8,       1.22745, , 
            2,       1.24234, ,             2,       1.24234, ,             2,       1.24234, ,             2,       1.24234, ,             2,       1.24234, ,             2,       1.24234, ,             2,       1.24234, ,             2,       1.24234, ,             2,       1.24234, , 
          2.2,      1.257203, ,           2.2,      1.257203, ,           2.2,      1.257203, ,           2.2,      1.257203, ,           2.2,      1.257203, ,           2.2,      1.257203, ,           2.2,      1.257203, ,           2.2,      1.257203, ,           2.2,      1.257203, , 
          2.4,      1.272038, ,           2.4,      1.272038, ,           2.4,      1.272038, ,           2.4,      1.272038, ,           2.4,      1.272038, ,           2.4,      1.272038, ,           2.4,      1.272038, ,           2.4,      1.272038, ,           2.4,      1.272038, , 
          2.6,      1.286845, ,           2.6,      1.286845, ,           2.6,      1.286845, ,           2.6,      1.286845, ,           2.6,      1.286845, ,           2.6,      1.286845, ,           2.6,      1.286845, ,           2.6,      1.286845, ,           2.6,      1.286845, , 
          2.8,      1.301624, ,           2.8,      1.301624, ,           2.8,      1.301624, ,           2.8,      1.301624, ,           2.8,      1.301624, ,           2.8,      1.301624, ,           2.8,      1.301624, ,           2.8,      1.301624, ,           2.8,      1.301624, , 
            3,      1.316374, ,             3,      1.316374, ,             3,      1.316374, ,             3,      1.316374, ,             3,      1.316374, ,             3,      1.316374, ,             3,      1.316374, ,             3,      1.316374, ,             3,      1.316374, , 
          3.2,      1.331095, ,           3.2,      1.331095, ,           3.2,      1.331095, ,           3.2,      1.331095, ,           3.2,      1.331095, ,           3.2,      1.331095, ,           3.2,      1.331095, ,           3.2,      1.331095, ,           3.2,      1.331095, , 
          3.4,      1.345787, ,           3.4,      1.345787, ,           3.4,      1.345787, ,           3.4,      1.345787, ,           3.4,      1.345787, ,           3.4,      1.345787, ,           3.4,      1.345787, ,           3.4,      1.345787, ,           3.4,      1.345787, , 
          3.6,      1.360448, ,           3.6,      1.360448, ,           3.6,      1.360448, ,           3.6,      1.360448, ,           3.6,      1.360448, ,           3.6,      1.360448, ,           3.6,      1.360448, ,           3.6,      1.360448, ,           3.6,      1.360448, , 
          3.8,       1.37508, ,           3.8,       1.37508, ,           3.8,       1.37508, ,           3.8,       1.37508, ,           3.8,       1.37508, ,           3.8,       1.37508, ,           3.8,       1.37508, ,           3.8,       1.37508, ,           3.8,       1.37508, , 
            4,      1.389682, ,             4,      1.389682, ,             4,      1.389682, ,             4,      1.389682, ,             4,      1.389682, ,             4,      1.389682, ,             4,      1.389682, ,             4,      1.389682, ,             4,      1.389682, , 
          4.2,      1.404252, ,           4.2,      1.404252, ,           4.2,      1.404252, ,           4.2,      1.404252, ,           4.2,      1.404252, ,           4.2,      1.404252, ,           4.2,      1.404252, ,           4.2,      1.404252, ,           4.2,      1.404252, , 
          4.4,      1.418792, ,           4.4,      1.418792, ,           4.4,      1.418792, ,           4.4,      1.418792, ,           4.4,      1.418792, ,           4.4,      1.418792, ,           4.4,      1.418792, ,           4.4,      1.418792, ,           4.4,      1.418792, , 
          4.6,      1.433299, ,           4.6,      1.433299, ,           4.6,      1.433299, ,           4.6,      1.433299, ,           4.6,      1.433299, ,           4.6,      1.433299, ,           4.6,      1.433299, ,           4.6,      1.433299, ,           4.6,      1.433299, , 
