Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          0.6,      5.277861, ,           0.6,      5.026456, ,           0.6,      9.100739, ,           0.6,      4.906212, ,           0.6,      4.855656, ,           0.6,      4.804991, ,           0.6,      4.787956, ,           0.6,      4.779319, ,           0.6,      8.097115, ,           0.6,      6.432028, ,           0.6,       5.61939, , 
          0.8,      5.287817, ,           0.8,      5.032084, ,           0.8,      9.176621, ,           0.8,      4.910725, ,           0.8,      4.859797, ,           0.8,      4.808737, ,           0.8,      4.791573, ,           0.8,      4.782865, ,           0.8,      8.161379, ,           0.8,      6.475641, ,           0.8,      5.637092, , 
            1,      5.299721, ,             1,      5.039512, ,             1,      9.257097, ,             1,      4.916963, ,             1,      4.865672, ,             1,      4.814207, ,             1,      4.796907, ,             1,      4.788126, ,             1,      8.230824, ,             1,      6.525136, ,             1,      5.657404, , 
          1.2,      5.313524, ,           1.2,      5.048686, ,           1.2,      9.342157, ,           1.2,      4.924811, ,           1.2,      4.873116, ,           1.2,      4.821202, ,           1.2,       4.80375, ,           1.2,      4.794892, ,           1.2,      8.305793, ,           1.2,      6.581362, ,           1.2,      5.680317, , 
          1.4,      5.329193, ,           1.4,      5.059513, ,           1.4,      9.432682, ,           1.4,      4.934171, ,           1.4,      4.881996, ,           1.4,      4.829577, ,           1.4,      4.811951, ,           1.4,       4.80301, ,           1.4,      8.387274, ,           1.4,      6.645408, ,           1.4,      5.705939, , 
          1.6,      5.346725, ,           1.6,       5.07192, ,           1.6,      9.528555, ,           1.6,      4.944947, ,           1.6,      4.892227, ,           1.6,      4.839241, ,           1.6,      4.821429, ,           1.6,      4.812398, ,           1.6,      8.475675, ,           1.6,      6.718452, ,           1.6,      5.734392, , 
          1.8,      5.366101, ,           1.8,      5.085835, ,           1.8,      9.630155, ,           1.8,      4.957029, ,           1.8,      4.903697, ,           1.8,      4.850125, ,           1.8,      4.832126, ,           1.8,      4.823007, ,           1.8,      8.571834, ,           1.8,      6.801981, ,           1.8,       5.76583, , 
            2,      5.387326, ,             2,      5.101142, ,             2,      9.738123, ,             2,      4.970362, ,             2,      4.916321, ,             2,      4.862147, ,             2,      4.843971, ,             2,      4.834776, ,             2,      8.677062, ,             2,       6.89824, ,             2,       5.80048, , 
          2.2,       5.41043, ,           2.2,      5.117817, ,           2.2,      9.853628, ,           2.2,      4.984922, ,           2.2,      4.930102, ,           2.2,      4.875328, ,           2.2,      4.857007, ,           2.2,       4.84775, ,           2.2,      8.792978, ,           2.2,      7.009424, ,           2.2,      5.838517, , 
          2.4,      5.435447, ,           2.4,      5.135852, ,           2.4,       9.97757, ,           2.4,      5.000672, ,           2.4,      4.945032, ,           2.4,      4.889682, ,           2.4,      4.871243, ,           2.4,      4.861938, ,           2.4,      8.920874, ,           2.4,      7.137375, ,           2.4,      5.880449, , 
          2.6,      5.462458, ,           2.6,      5.155195, ,           2.6,      10.11012, ,           2.6,      5.017561, ,           2.6,      4.961065, ,           2.6,      4.905145, ,           2.6,      4.886598, ,           2.6,      4.877248, ,           2.6,      9.061443, ,           2.6,       7.28356, ,           2.6,      5.926666, , 
          2.8,      5.491535, ,           2.8,      5.175808, ,           2.8,      10.25202, ,           2.8,      5.035645, ,           2.8,      4.978256, ,           2.8,      4.921764, ,           2.8,      4.903107, ,           2.8,      4.893713, ,           2.8,      9.216032, ,           2.8,      7.450193, ,           2.8,      5.977908, , 
            3,      5.522831, ,             3,      5.197598, ,             3,      10.40287, ,             3,      5.054988, ,             3,       4.99673, ,             3,        4.9397, ,             3,       4.92092, ,             3,      4.911476, ,             3,      9.384387, ,             3,      7.637379, ,             3,      6.035276, , 
          3.2,      5.556487, ,           3.2,      5.220567, ,           3.2,        10.564, ,           3.2,      5.075484, ,           3.2,      5.016505, ,           3.2,      4.959005, ,           3.2,      4.940121, ,           3.2,       4.93063, ,           3.2,      9.568055, ,           3.2,      7.847018, ,           3.2,      6.100422, , 
          3.4,      5.592692, ,           3.4,      5.244766, ,           3.4,      10.73442, ,           3.4,      5.097066, ,           3.4,      5.037542, ,           3.4,      4.979712, ,           3.4,      4.960744, ,           3.4,      4.951217, ,           3.4,      9.765774, ,           3.4,      8.077691, ,           3.4,      6.175338, , 
          3.6,        5.6319, ,           3.6,      5.270241, ,           3.6,      10.91464, ,           3.6,      5.119852, ,           3.6,      5.059851, ,           3.6,       5.00189, ,           3.6,      4.982869, ,           3.6,      4.973317, ,           3.6,      9.978471, ,           3.6,      8.331222, ,           3.6,      6.263955, , 
          3.8,      5.674212, ,           3.8,      5.297007, ,           3.8,      11.11807, ,           3.8,      5.143823, ,           3.8,        5.0834, ,           3.8,      5.025417, ,           3.8,      5.006448, ,           3.8,      4.996915, ,           3.8,      10.22599, ,           3.8,       8.63615, ,           3.8,      6.370972, , 
            4,      5.720215, ,             4,      5.325076, ,             4,      11.40015, ,             4,      5.169036, ,             4,      5.108249, ,             4,      5.050216, ,             4,      5.031319, ,             4,      5.021823, ,             4,      10.59075, ,             4,      9.110429, ,             4,      6.504717, , 
          4.2,      5.770811, ,           4.2,       5.35464, ,           4.2,      11.68378, ,           4.2,      5.195511, ,           4.2,      5.134398, ,           4.2,      5.076311, ,           4.2,      5.057439, ,           4.2,      5.047962, ,           4.2,      10.95834, ,           4.2,      9.592676, ,           4.2,      6.679384, , 
          4.4,      5.826841, ,           4.4,      5.385751, ,           4.4,       11.9264, ,           4.4,      5.223327, ,           4.4,      5.161853, ,           4.4,      5.103707, ,           4.4,      5.084836, ,           4.4,      5.075363, ,           4.4,      11.26474, ,           4.4,      9.991794, ,           4.4,      6.903537, , 
          4.6,      5.890405, ,           4.6,      5.418616, ,           4.6,      12.14863, ,           4.6,       5.25258, ,           4.6,      5.190655, ,           4.6,      5.132397, ,           4.6,      5.113506, ,           4.6,      5.104023, ,           4.6,      11.54066, ,           4.6,      10.35131, ,           4.6,      7.175356, , 
          4.8,      5.964603, ,           4.8,      5.453271, ,           4.8,      12.35473, ,           4.8,      5.283343, ,           4.8,      5.220864, ,           4.8,      5.162373, ,           4.8,      5.143428, ,           4.8,      5.133923, ,           4.8,      11.79276, ,           4.8,      10.67955, ,           4.8,      7.478529, , 
            5,      6.055541, ,             5,      5.490068, ,             5,      12.54947, ,             5,      5.315736, ,             5,      5.252587, ,             5,      5.193728, ,             5,      5.174688, ,             5,      5.165141, ,             5,      12.02736, ,             5,      10.98559, ,             5,      7.824478, , 
          5.2,      6.181345, ,           5.2,      5.529343, ,           5.2,      12.73796, ,           5.2,      5.349859, ,           5.2,      5.285916, ,           5.2,      5.226572, ,           5.2,      5.207428, ,           5.2,      5.197828, ,           5.2,      12.25104, ,           5.2,       11.3055, ,           5.2,      8.542371, , 
          5.4,      6.465379, ,           5.4,      5.571493, ,           5.4,      12.93423, ,           5.4,      5.385786, ,           5.4,      5.320921, ,           5.4,      5.260954, ,           5.4,      5.241665, ,           5.4,      5.231991, ,           5.4,       12.4835, ,           5.4,      11.61943, ,           5.4,      9.112065, , 
          5.6,      6.989006, ,           5.6,      5.617017, , , , ,           5.6,      5.423742, ,           5.6,      5.357699, ,           5.6,      5.296978, ,           5.6,      5.277427, ,           5.6,      5.267627, , , , , , , , , , , 

