Alpha,T1-15.8 m/s-VLM2, , 
           -1,      6.447975, , 
         -0.8,      6.466833, , 
         -0.6,      6.483461, , 
         -0.4,      6.497947, , 
         -0.2,      6.510341, , 
            0,      6.520752, , 
          0.2,      6.529207, , 
          0.4,      6.535787, , 
          0.6,      6.540551, , 
          0.8,      6.543544, , 
            1,      6.544863, , 
          1.2,      6.544517, , 
          1.4,      6.542543, , 
          1.6,      6.538982, , 
          1.8,      6.533904, , 
            2,      6.527365, , 
          2.2,      6.519385, , 
          2.4,      6.510015, , 
          2.6,      6.499269, , 
          2.8,      6.487198, , 
            3,      6.473867, , 
          3.2,      6.459305, , 
          3.4,      6.443587, , 
          3.6,      6.426743, , 
          3.8,      6.408834, , 
            4,      6.389923, , 
          4.2,      6.370065, , 
          4.4,      6.349356, , 
          4.6,      6.327837, , 
          4.8,      6.305584, , 
            5,      6.282653, , 
          5.2,      6.259088, , 
          5.4,      6.234954, , 
          5.6,      6.210313, , 
          5.8,      6.185211, , 
            6,      6.159714, , 
          6.2,      6.133847, , 
          6.4,      6.107659, , 
          6.6,      6.081167, , 
          6.8,      6.054409, , 
            7,      6.027422, , 
          7.2,      6.000218, , 
          7.4,      5.972832, , 
          7.6,      5.945283, , 
          7.8,      5.917611, , 
            8,      5.889842, , 
          8.2,      5.861988, , 
          8.4,      5.834061, , 
          8.6,      5.806083, , 
          8.8,      5.778061, , 
            9,      5.750012, , 
          9.2,      5.721953, , 
          9.4,      5.693904, , 
          9.6,      5.665888, , 
          9.8,      5.637912, , 
           10,      5.609976, , 
         10.2,       5.58208, , 
         10.4,      5.554228, , 
         10.6,      5.526423, , 
         10.8,      5.498671, , 
           11,      5.470982, , 
         11.2,      5.443352, , 
         11.4,      5.415792, , 
         11.6,      5.388276, , 
         11.8,      5.360812, , 
           12,      5.333393, , 

