Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,      11.34644, ,            -3,      11.63343, ,            -3,      11.69404, ,            -3,      9.446718, ,            -3,      10.37589, , 
         -2.8,      11.46752, ,          -2.8,      11.76854, ,          -2.8,      11.83202, ,          -2.8,      9.497723, ,          -2.8,      10.45336, , 
         -2.6,      11.58069, ,          -2.6,      11.89756, ,          -2.6,      11.96447, ,          -2.6,       9.54125, ,          -2.6,      10.52282, , 
         -2.4,      11.68585, ,          -2.4,       12.0195, ,          -2.4,      12.09053, ,          -2.4,      9.577333, ,          -2.4,      10.58428, , 
         -2.2,      11.78283, ,          -2.2,      12.13467, ,          -2.2,      12.21047, ,          -2.2,      9.606106, ,          -2.2,      10.63788, , 
           -2,      11.87127, ,            -2,      12.24294, ,            -2,      12.32463, ,            -2,      9.627695, ,            -2,      10.68364, , 
         -1.8,      11.95079, ,          -1.8,      12.34327, ,          -1.8,      12.43213, ,          -1.8,       9.64217, ,          -1.8,       10.7217, , 
         -1.6,      12.02136, ,          -1.6,      12.43391, ,          -1.6,      12.53034, ,          -1.6,      9.649831, ,          -1.6,      10.75242, , 
         -1.4,      12.08295, ,          -1.4,      12.51367, ,          -1.4,      12.61681, ,          -1.4,        9.6507, ,          -1.4,      10.77588, , 
         -1.2,      12.13556, ,          -1.2,      12.58183, ,          -1.2,      12.69022, ,          -1.2,      9.644605, ,          -1.2,      10.79225, , 
           -1,      12.17949, ,            -1,      12.63862, ,            -1,       12.7508, ,            -1,      9.631743, ,            -1,       10.8019, , 
         -0.8,      12.21501, ,          -0.8,      12.68441, ,          -0.8,      12.79929, ,          -0.8,      9.611974, ,          -0.8,      10.80513, , 
         -0.6,      12.24267, ,          -0.6,         12.72, ,          -0.6,      12.83683, ,          -0.6,       9.58533, ,          -0.6,      10.80223, , 
         -0.4,      12.26285, ,          -0.4,       12.7466, ,          -0.4,      12.86497, ,          -0.4,      9.551607, ,          -0.4,      10.79326, , 
         -0.2,      12.27617, ,          -0.2,      12.76537, ,          -0.2,      12.88506, ,          -0.2,      9.510877, ,          -0.2,      10.77839, , 
            0,      12.28299, ,             0,      12.77704, ,             0,      12.89805, ,             0,      9.462692, ,             0,      10.75758, , 
          0.2,        12.284, ,           0.2,      12.78254, ,           0.2,      12.90467, ,           0.2,      9.407094, ,           0.2,      10.73102, , 
          0.4,      12.27955, ,           0.4,       12.7822, ,           0.4,      12.90517, ,           0.4,      9.342768, ,           0.4,      10.69869, , 
          0.6,      12.27004, ,           0.6,      12.77674, ,           0.6,      12.90055, ,           0.6,      9.269514, ,           0.6,      10.66054, , 
          0.8,      12.25562, ,           0.8,      12.76644, ,           0.8,      12.89116, ,           0.8,      9.186363, ,           0.8,      10.61673, , 
            1,      12.23663, ,             1,      12.75187, ,             1,      12.87758, ,             1,      9.092037, ,             1,      10.56705, , 
          1.2,      12.21333, ,           1.2,      12.73344, ,           1.2,      12.86018, ,           1.2,      8.985355, ,           1.2,      10.51143, , 
          1.4,      12.18596, ,           1.4,       12.7114, ,           1.4,      12.83924, ,           1.4,      8.864712, ,           1.4,       10.4495, , 
          1.6,      12.15487, ,           1.6,       12.6861, ,           1.6,      12.81495, ,           1.6,      8.727835, ,           1.6,      10.38095, , 
          1.8,      12.12016, ,           1.8,      12.65741, ,           1.8,      12.78718, ,           1.8,      8.572814, ,           1.8,      10.30547, , 
            2,      12.08196, ,             2,       12.6254, ,             2,      12.75593, ,             2,      8.399592, ,             2,      10.22208, , 
          2.2,      12.04038, ,           2.2,      12.59019, ,           2.2,      12.72129, ,           2.2,      8.208587, ,           2.2,      10.13019, , 
          2.4,      11.99575, ,           2.4,      12.55155, ,           2.4,       12.6831, ,           2.4,      7.999432, ,           2.4,        10.028, , 
          2.6,      11.94834, ,           2.6,      12.50931, ,           2.6,        12.641, ,           2.6,      7.776031, ,           2.6,      9.913369, , 
          2.8,      11.89809, ,           2.8,      12.46338, ,           2.8,      12.59491, ,           2.8,      7.538469, ,           2.8,      9.783122, , 
            3,      11.84491, ,             3,      12.41399, ,             3,      12.54494, ,             3,      7.294423, ,             3,      9.631977, , 
          3.2,       11.7888, ,           3.2,      12.36138, ,           3.2,      12.49124, ,           3.2,      7.035551, ,           3.2,      9.453493, , 
          3.4,      11.72981, ,           3.4,      12.30558, ,           3.4,      12.43421, ,           3.4,      6.710623, ,           3.4,      9.236977, , 
          3.6,      11.66776, ,           3.6,      12.24666, ,           3.6,      12.37409, ,           3.6,      6.289298, ,           3.6,      8.966031, , 
          3.8,       11.6024, ,           3.8,       12.1846, ,           3.8,      12.31088, ,           3.8,      5.980696, ,           3.8,      8.625568, , 
            4,      11.53343, ,             4,      12.11947, ,             4,      12.24466, ,             4,      5.740567, ,             4,      8.230885, , 
          4.2,      11.46089, ,           4.2,       12.0512, ,           4.2,      12.17544, ,           4.2,      5.537977, ,           4.2,      7.813581, , 
          4.4,      11.38409, ,           4.4,      11.97963, ,           4.4,      12.10318, ,           4.4,      5.370601, ,           4.4,      7.400124, , 
          4.6,      11.30241, ,           4.6,      11.90473, ,           4.6,      12.02777, ,           4.6,      5.194845, ,           4.6,      6.678383, , 
          4.8,      11.21495, ,           4.8,      11.82631, ,           4.8,      11.94907, ,           4.8,      5.045444, ,           4.8,      6.161785, , 
            5,      11.12089, ,             5,      11.74424, ,             5,      11.86696, , , , , , , , 
          5.2,      11.01891, ,           5.2,      11.65837, ,           5.2,      11.78148, , , , , , , , 
          5.4,      10.90679, ,           5.4,      11.56845, ,           5.4,       11.6926, , , , , , , , 

