Alpha,T1-15.8 m/s-VLM2, , 
           -3,     0.7976705, , 
         -2.8,     0.8116752, , 
         -2.6,     0.8256621, , 
         -2.4,     0.8396306, , 
         -2.2,     0.8535804, , 
           -2,     0.8675111, , 
         -1.8,     0.8814222, , 
         -1.6,     0.8953135, , 
         -1.4,     0.9091844, , 
         -1.2,     0.9230346, , 
           -1,     0.9368637, , 
         -0.8,     0.9506713, , 
         -0.6,     0.9644571, , 
         -0.4,     0.9782205, , 
         -0.2,     0.9919614, , 
            0,      1.005679, , 
          0.2,      1.019374, , 
          0.4,      1.033044, , 
          0.6,       1.04669, , 
          0.8,      1.060312, , 
            1,      1.073909, , 
          1.2,      1.087481, , 
          1.4,      1.101027, , 
          1.6,      1.114546, , 
          1.8,       1.12804, , 
            2,      1.141506, , 
          2.2,      1.154946, , 
          2.4,      1.168358, , 
          2.6,      1.181742, , 
          2.8,      1.195097, , 
            3,      1.208424, , 
          3.2,      1.221723, , 
          3.4,      1.234991, , 
          3.6,       1.24823, , 
          3.8,      1.261439, , 
            4,      1.274618, , 
          4.2,      1.287766, , 
          4.4,      1.300883, , 
          4.6,      1.313968, , 
          4.8,      1.327022, , 
            5,      1.340043, , 
          5.2,      1.353032, , 
          5.4,      1.365989, , 
          5.6,      1.378912, , 
          5.8,      1.391802, , 
            6,      1.404658, , 
          6.2,      1.417479, , 
          6.4,      1.430267, , 

