Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.8056096, ,            -1,     0.8056096, ,            -1,     0.8056096, ,            -1,     0.8056096, ,            -1,     0.8056096, , 
         -0.8,     0.8170761, ,          -0.8,     0.8170761, ,          -0.8,     0.8170761, ,          -0.8,     0.8170761, ,          -0.8,     0.8170761, , 
         -0.6,     0.8285216, ,          -0.6,     0.8285216, ,          -0.6,     0.8285216, ,          -0.6,     0.8285216, ,          -0.6,     0.8285216, , 
         -0.4,     0.8399455, ,          -0.4,     0.8399455, ,          -0.4,     0.8399455, ,          -0.4,     0.8399455, ,          -0.4,     0.8399455, , 
         -0.2,     0.8513477, ,          -0.2,     0.8513477, ,          -0.2,     0.8513477, ,          -0.2,     0.8513477, ,          -0.2,     0.8513477, , 
            0,     0.8627277, ,             0,     0.8627277, ,             0,     0.8627277, ,             0,     0.8627277, ,             0,     0.8627277, , 
          0.2,     0.8740851, ,           0.2,     0.8740851, ,           0.2,     0.8740851, ,           0.2,     0.8740851, ,           0.2,     0.8740851, , 
          0.4,     0.8854196, ,           0.4,     0.8854196, ,           0.4,     0.8854196, ,           0.4,     0.8854196, ,           0.4,     0.8854196, , 
          0.6,     0.8967309, ,           0.6,     0.8967309, ,           0.6,     0.8967309, ,           0.6,     0.8967309, ,           0.6,     0.8967309, , 
          0.8,     0.9080185, ,           0.8,     0.9080185, ,           0.8,     0.9080185, ,           0.8,     0.9080185, ,           0.8,     0.9080185, , 
            1,     0.9192821, ,             1,     0.9192821, ,             1,     0.9192821, ,             1,     0.9192821, ,             1,     0.9192821, , 
          1.2,     0.9305214, ,           1.2,     0.9305214, ,           1.2,     0.9305214, ,           1.2,     0.9305214, ,           1.2,     0.9305214, , 
          1.4,      0.941736, ,           1.4,      0.941736, ,           1.4,      0.941736, ,           1.4,      0.941736, ,           1.4,      0.941736, , 
          1.6,     0.9529255, ,           1.6,     0.9529255, ,           1.6,     0.9529255, ,           1.6,     0.9529255, ,           1.6,     0.9529255, , 
          1.8,     0.9640896, ,           1.8,     0.9640896, ,           1.8,     0.9640896, ,           1.8,     0.9640896, ,           1.8,     0.9640896, , 
            2,      0.975228, ,             2,      0.975228, ,             2,      0.975228, ,             2,      0.975228, ,             2,      0.975228, , 
          2.2,     0.9863402, ,           2.2,     0.9863402, ,           2.2,     0.9863402, ,           2.2,     0.9863402, ,           2.2,     0.9863402, , 
          2.4,      0.997426, ,           2.4,      0.997426, ,           2.4,      0.997426, ,           2.4,      0.997426, ,           2.4,      0.997426, , 
          2.6,      1.008485, ,           2.6,      1.008485, ,           2.6,      1.008485, ,           2.6,      1.008485, ,           2.6,      1.008485, , 
          2.8,      1.019517, ,           2.8,      1.019517, ,           2.8,      1.019517, ,           2.8,      1.019517, ,           2.8,      1.019517, , 
            3,      1.030521, ,             3,      1.030521, ,             3,      1.030521, ,             3,      1.030521, ,             3,      1.030521, , 
          3.2,      1.041498, ,           3.2,      1.041498, ,           3.2,      1.041498, ,           3.2,      1.041498, ,           3.2,      1.041498, , 
          3.4,      1.052446, ,           3.4,      1.052446, ,           3.4,      1.052446, ,           3.4,      1.052446, ,           3.4,      1.052446, , 
          3.6,      1.063366, ,           3.6,      1.063366, ,           3.6,      1.063366, ,           3.6,      1.063366, ,           3.6,      1.063366, , 
          3.8,      1.074257, ,           3.8,      1.074257, ,           3.8,      1.074257, ,           3.8,      1.074257, ,           3.8,      1.074257, , 
            4,      1.085119, ,             4,      1.085119, ,             4,      1.085119, ,             4,      1.085119, ,             4,      1.085119, , 
          4.2,      1.095952, ,           4.2,      1.095952, ,           4.2,      1.095952, ,           4.2,      1.095952, ,           4.2,      1.095952, , 
          4.4,      1.106755, ,           4.4,      1.106755, ,           4.4,      1.106755, ,           4.4,      1.106755, ,           4.4,      1.106755, , 
          4.6,      1.117527, ,           4.6,      1.117527, ,           4.6,      1.117527, ,           4.6,      1.117527, ,           4.6,      1.117527, , 
          4.8,      1.128269, ,           4.8,      1.128269, ,           4.8,      1.128269, ,           4.8,      1.128269, ,           4.8,      1.128269, , 
            5,      1.138981, ,             5,      1.138981, ,             5,      1.138981, ,             5,      1.138981, ,             5,      1.138981, , 
          5.2,      1.149661, ,           5.2,      1.149661, ,           5.2,      1.149661, ,           5.2,      1.149661, ,           5.2,      1.149661, , 
          5.4,       1.16031, ,           5.4,       1.16031, ,           5.4,       1.16031, ,           5.4,       1.16031, ,           5.4,       1.16031, , 
          5.6,      1.170927, ,           5.6,      1.170927, ,           5.6,      1.170927, ,           5.6,      1.170927, ,           5.6,      1.170927, , 
          5.8,      1.181512, ,           5.8,      1.181512, ,           5.8,      1.181512, ,           5.8,      1.181512, ,           5.8,      1.181512, , 
            6,      1.192065, ,             6,      1.192065, ,             6,      1.192065, ,             6,      1.192065, ,             6,      1.192065, , 
          6.2,      1.202586, ,           6.2,      1.202586, ,           6.2,      1.202586, ,           6.2,      1.202586, ,           6.2,      1.202586, , 
          6.4,      1.213073, ,           6.4,      1.213073, ,           6.4,      1.213073, ,           6.4,      1.213073, ,           6.4,      1.213073, , 
          6.6,      1.223527, ,           6.6,      1.223527, ,           6.6,      1.223527, ,           6.6,      1.223527, ,           6.6,      1.223527, , 
          6.8,      1.233948, ,           6.8,      1.233948, ,           6.8,      1.233948, ,           6.8,      1.233948, ,           6.8,      1.233948, , 
            7,      1.244334, ,             7,      1.244334, ,             7,      1.244334, ,             7,      1.244334, ,             7,      1.244334, , 
          7.2,      1.254687, ,           7.2,      1.254687, ,           7.2,      1.254687, ,           7.2,      1.254687, ,           7.2,      1.254687, , 
          7.4,      1.265005, ,           7.4,      1.265005, ,           7.4,      1.265005, ,           7.4,      1.265005, ,           7.4,      1.265005, , 
          7.6,      1.275289, ,           7.6,      1.275289, ,           7.6,      1.275289, ,           7.6,      1.275289, ,           7.6,      1.275289, , 
          7.8,      1.285537, ,           7.8,      1.285537, ,           7.8,      1.285537, ,           7.8,      1.285537, ,           7.8,      1.285537, , 
            8,       1.29575, ,             8,       1.29575, ,             8,       1.29575, ,             8,       1.29575, ,             8,       1.29575, , 
          8.2,      1.305928, ,           8.2,      1.305928, ,           8.2,      1.305928, ,           8.2,      1.305928, ,           8.2,      1.305928, , 
          8.4,       1.31607, ,           8.4,       1.31607, ,           8.4,       1.31607, ,           8.4,       1.31607, ,           8.4,       1.31607, , 
          8.6,      1.326176, ,           8.6,      1.326176, ,           8.6,      1.326176, ,           8.6,      1.326176, ,           8.6,      1.326176, , 
          8.8,      1.336245, ,           8.8,      1.336245, ,           8.8,      1.336245, ,           8.8,      1.336245, ,           8.8,      1.336245, , 
            9,      1.346278, ,             9,      1.346278, ,             9,      1.346278, ,             9,      1.346278, ,             9,      1.346278, , 
          9.2,      1.356274, ,           9.2,      1.356274, ,           9.2,      1.356274, ,           9.2,      1.356274, ,           9.2,      1.356274, , 
          9.4,      1.366233, ,           9.4,      1.366233, ,           9.4,      1.366233, ,           9.4,      1.366233, ,           9.4,      1.366233, , 
